"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Female","3.55","4","2062","2","3","4","5","5","3.51","3.59","2","5","4","4"
"1985","16-34 y.","Male","3.35","3","2084","2","3","4","5","5","3.31","3.39","2","5","3","4"
"1985","35-65 y.","Female","4.51","5","2845","4","4","5","5","5","4.48","4.54","2","5","5","5"
"1985","35-65 y.","Male","4.26","4","2876","3","4","5","5","5","4.23","4.29","2","5","4","5"
"1985","66 and older","Female","4.92","5","663","5","5","5","5","5","4.89","4.95","2","5","5","5"
"1985","66 and older","Male","4.8","5","435","4","5","5","5","5","4.75","4.85","2","5","5","5"
"1986","16-34 y.","Female","3.56","4","2011","2","3","4","5","5","3.52","3.6","2","5","4","4"
"1986","16-34 y.","Male","3.34","3","2077","2","3","4","5","5","3.3","3.38","2","5","3","3"
"1986","35-65 y.","Female","4.5","5","2707","4","4","5","5","5","4.47","4.53","2","5","5","5"
"1986","35-65 y.","Male","4.27","4","2732","3","4","5","5","5","4.24","4.3","2","5","4","5"
"1986","66 and older","Female","4.92","5","611","5","5","5","5","5","4.89","4.95","2","5","5","5"
"1986","66 and older","Male","4.8","5","420","4","5","5","5","5","4.75","4.85","2","5","5","5"
"1987","16-34 y.","Female","","","","","","","","","","","","","",""
"1987","16-34 y.","Male","","","","","","","","","","","","","",""
"1987","35-65 y.","Female","","","","","","","","","","","","","",""
"1987","35-65 y.","Male","","","","","","","","","","","","","",""
"1987","66 and older","Female","","","","","","","","","","","","","",""
"1987","66 and older","Male","","","","","","","","","","","","","",""
"1988","16-34 y.","Female","3.57","4","1874","2","3","4","5","5","3.53","3.61","2","5","4","4"
"1988","16-34 y.","Male","3.35","3","1967","2","3","4","5","5","3.31","3.39","2","5","3","3"
"1988","35-65 y.","Female","4.47","5","2521","4","4","5","5","5","4.44","4.5","2","5","5","5"
"1988","35-65 y.","Male","4.23","4","2533","3","4","5","5","5","4.2","4.26","2","5","4","5"
"1988","66 and older","Female","4.89","5","621","5","5","5","5","5","4.86","4.92","2","5","5","5"
"1988","66 and older","Male","4.78","5","417","4","5","5","5","5","4.73","4.83","2","5","5","5"
"1989","16-34 y.","Female","","","","","","","","","","","","","",""
"1989","16-34 y.","Male","","","","","","","","","","","","","",""
"1989","35-65 y.","Female","","","","","","","","","","","","","",""
"1989","35-65 y.","Male","","","","","","","","","","","","","",""
"1989","66 and older","Female","","","","","","","","","","","","","",""
"1989","66 and older","Male","","","","","","","","","","","","","",""
"1990","16-34 y.","Female","3.68","4","2644","2","3","4","5","5","3.64","3.72","1","5","4","4"
