"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","3.45","4","4146","2","3","4","5","5","3.42","3.48","2","5","4","4"
"1985","35-65 y.","4.39","5","5721","3","4","5","5","5","4.37","4.41","2","5","5","5"
"1985","66 and older","4.88","5","1098","5","5","5","5","5","4.85","4.91","2","5","5","5"
"1986","16-34 y.","3.45","4","4088","2","3","4","5","5","3.42","3.48","2","5","4","4"
"1986","35-65 y.","4.38","5","5439","3","4","5","5","5","4.36","4.4","2","5","5","5"
"1986","66 and older","4.88","5","1031","5","5","5","5","5","4.85","4.91","2","5","5","5"
"1987","16-34 y.","","","","","","","","","","","","","",""
"1987","35-65 y.","","","","","","","","","","","","","",""
"1987","66 and older","","","","","","","","","","","","","",""
"1988","16-34 y.","3.46","4","3841","2","3","4","5","5","3.43","3.49","2","5","4","4"
"1988","35-65 y.","4.35","5","5054","3","4","5","5","5","4.33","4.37","2","5","5","5"
"1988","66 and older","4.85","5","1038","4","5","5","5","5","4.82","4.88","2","5","5","5"
"1989","16-34 y.","","","","","","","","","","","","","",""
"1989","35-65 y.","","","","","","","","","","","","","",""
"1989","66 and older","","","","","","","","","","","","","",""
"1990","16-34 y.","3.54","4","5335","2","3","4","5","5","3.51","3.57","1","5","4","4"
"1990","35-65 y.","4.43","5","7059","4","4","5","5","5","4.41","4.45","1","5","5","5"
"1990","66 and older","4.89","5","1478","5","5","5","5","5","4.87","4.91","2","5","5","5"
"1991","16-34 y.","","","","","","","","","","","","","",""
"1991","35-65 y.","","","","","","","","","","","","","",""
"1991","66 and older","","","","","","","","","","","","","",""
"1992","16-34 y.","3.47","4","4977","2","3","4","5","5","3.44","3.5","2","5","4","4"
"1992","35-65 y.","4.3","4","6819","3","4","5","5","5","4.28","4.32","2","5","4","4"
"1992","66 and older","4.87","5","1436","4","5","5","5","5","4.85","4.89","2","5","5","5"
"1993","16-34 y.","","","","","","","","","","","","","",""
