"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","direct migration background","3.88","4","289","2","3","5","5","5","3.77","3.99","1","5","4","4"
"2003","college entrance qualification","indirect migration background","3.75","4","191","3","3","4","5","5","3.62","3.88","1","5","4","4"
"2003","college entrance qualification","no migration background","4.14","4","4940","3","4","5","5","5","4.12","4.16","1","5","4","4"
"2003","lower secondary degree","direct migration background","4.18","4","681","3","4","5","5","5","4.11","4.25","1","5","4","5"
"2003","lower secondary degree","indirect migration background","4.06","4","248","3","3","5","5","5","3.94","4.18","1","5","4","4"
"2003","lower secondary degree","no migration background","4.53","5","6946","3","4","5","5","5","4.51","4.55","1","5","5","5"
"2003","no degree/no degree yet","direct migration background","4.38","5","227","3","4","5","5","5","4.26","4.5","1","5","4","5"
"2003","no degree/no degree yet","indirect migration background","3.52","3","80","2","3","4","5","5","3.26","3.78","1","5","3","4"
"2003","no degree/no degree yet","no migration background","3.65","4","583","2","3","5","5","5","3.56","3.74","1","5","3","4"
"2003","Other degree","direct migration background","4.24","5","1110","3","4","5","5","5","4.19","4.29","1","5","5","5"
"2003","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2003","Other degree","no migration background","4.49","5","104","3","4","5","5","5","4.31","4.67","1","5","5","5"
"2003","secondary school degree","direct migration background","4.17","4","256","3","4","5","5","5","4.05","4.29","1","5","4","5"
"2003","secondary school degree","indirect migration background","3.61","4","209","2","3","4","5","5","3.47","3.75","1","5","4","4"
"2003","secondary school degree","no migration background","4.33","5","5960","3","4","5","5","5","4.31","4.35","1","5","4","5"
"2004","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2004","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2004","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2004","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2004","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2004","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2004","Other degree","direct migration background","","","","","","","","","","","","","",""
"2004","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2004","Other degree","no migration background","","","","","","","","","","","","","",""
"2004","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2004","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2004","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2005","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2005","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2005","Other degree","direct migration background","","","","","","","","","","","","","",""
"2005","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2005","Other degree","no migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2005","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","4.2","4","246","3","4","5","5","5","4.09","4.31","2","5","4","4"
"2008","college entrance qualification","indirect migration background","3.85","4","199","3","3","4","5","5","3.73","3.97","2","5","4","4"
"2008","college entrance qualification","no migration background","4.18","4","4682","3","4","5","5","5","4.16","4.2","1","5","4","4"
"2008","lower secondary degree","direct migration background","4.3","5","465","3","4","5","5","5","4.22","4.38","1","5","4","5"
"2008","lower secondary degree","indirect migration background","4.17","4.03","227","3","4","5","5","5","4.04","4.3","1","5","4","4"
"2008","lower secondary degree","no migration background","4.54","5","5748","4","4","5","5","5","4.52","4.56","1","5","5","5"
"2008","no degree/no degree yet","direct migration background","4.42","5","117","3","4","5","5","5","4.26","4.58","2","5","5","5"
"2008","no degree/no degree yet","indirect migration background","3.45","3","60","2","3","5","5","5","3.14","3.76","1","5","3","4"
"2008","no degree/no degree yet","no migration background","3.59","4","367","2","3","5","5","5","3.47","3.71","1","5","3","4"
"2008","Other degree","direct migration background","4.24","4","807","3","4","5","5","5","4.18","4.3","1","5","4","5"
"2008","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2008","Other degree","no migration background","4.44","5","119","3","4","5","5","5","4.3","4.58","2","5","4","5"
"2008","secondary school degree","direct migration background","4.4","5","202","3","4","5","5","5","4.29","4.51","1","5","4","5"
