"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","East Germany","4.23","4","1118","3","4","5","5","5","4.18","4.28","1","5","4","4"
"2003","college entrance qualification","West Germany","4.08","4","4302","3","4","5","5","5","4.05","4.11","1","5","4","4"
"2003","lower secondary degree","East Germany","4.68","5","1541","4","5","5","5","5","4.65","4.71","1","5","5","5"
"2003","lower secondary degree","West Germany","4.45","5","6334","3","4","5","5","5","4.43","4.47","1","5","5","5"
"2003","no degree/no degree yet","East Germany","3.75","4","184","2","3","5","5","5","3.6","3.9","2","5","4","4"
"2003","no degree/no degree yet","West Germany","3.89","4","706","2","3","5","5","5","3.81","3.97","1","5","4","4"
"2003","Other degree","East Germany","4.7","5","46","4","5","5","5","5","4.49","4.91","2","5","5","5"
"2003","Other degree","West Germany","4.24","5","1185","3","4","5","5","5","4.19","4.29","1","5","5","5"
"2003","secondary school degree","East Germany","4.4","5","2391","3","4","5","5","5","4.37","4.43","1","5","5","5"
"2003","secondary school degree","West Germany","4.25","4","4034","3","4","5","5","5","4.22","4.28","1","5","4","4"
"2004","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2004","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2004","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2004","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2004","Other degree","East Germany","","","","","","","","","","","","","",""
"2004","Other degree","West Germany","","","","","","","","","","","","","",""
"2004","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2004","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2005","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2005","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2005","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2005","Other degree","East Germany","","","","","","","","","","","","","",""
"2005","Other degree","West Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2005","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2006","Other degree","East Germany","","","","","","","","","","","","","",""
"2006","Other degree","West Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2007","Other degree","East Germany","","","","","","","","","","","","","",""
"2007","Other degree","West Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","East Germany","4.25","4","1118","3","4","5","5","5","4.2","4.3","1","5","4","5"
"2008","college entrance qualification","West Germany","4.15","4","4009","3","4","5","5","5","4.12","4.18","1","5","4","4"
"2008","lower secondary degree","East Germany","4.57","5","1272","4","4","5","5","5","4.53","4.61","1","5","5","5"
"2008","lower secondary degree","West Germany","4.49","5","5168","3","4","5","5","5","4.47","4.51","1","5","5","5"
"2008","no degree/no degree yet","East Germany","3.87","4","101","3","3","5","5","5","3.66","4.08","1","5","3","4"
"2008","no degree/no degree yet","West Germany","3.82","4","443","2","3","5","5","5","3.71","3.93","1","5","4","4"
"2008","Other degree","East Germany","4.31","4","52","3","4","5","5","5","4.14","4.48","3","5","4","5"
"2008","Other degree","West Germany","4.27","5","888","3","4","5","5","5","4.21","4.33","1","5","5","5"
"2008","secondary school degree","East Germany","4.45","5","2096","3","4","5","5","5","4.42","4.48","1","5","5","5"
"2008","secondary school degree","West Germany","4.34","5","3643","3","4","5","5","5","4.31","4.37","1","5","5","5"
"2009","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2009","Other degree","East Germany","","","","","","","","","","","","","",""
"2009","Other degree","West Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2010","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2010","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2010","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2010","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2010","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2010","Other degree","East Germany","","","","","","","","","","","","","",""
"2010","Other degree","West Germany","","","","","","","","","","","","","",""
"2010","secondary school degree","East Germany","","","","","","","","","","","","","",""
