"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","Female","4.1","4","2522","3","4","5","5","5","4.07","4.13","1","5","4","4"
"2003","college entrance qualification","Male","4.1","4","2898","3","4","5","5","5","4.07","4.13","1","5","4","4"
"2003","lower secondary degree","Female","4.54","5","4041","3","4","5","5","5","4.52","4.56","1","5","5","5"
"2003","lower secondary degree","Male","4.43","5","3834","3","4","5","5","5","4.4","4.46","1","5","5","5"
"2003","no degree/no degree yet","Female","3.96","4","470","2","3","5","5","5","3.86","4.06","1","5","4","4"
"2003","no degree/no degree yet","Male","3.78","4","420","2","3","5","5","5","3.67","3.89","1","5","3","4"
"2003","Other degree","Female","4.33","5","640","3","4","5","5","5","4.26","4.4","1","5","5","5"
"2003","Other degree","Male","4.18","5","591","3","4","5","5","5","4.1","4.26","1","5","4","5"
"2003","secondary school degree","Female","4.37","5","3664","3","4","5","5","5","4.34","4.4","1","5","5","5"
"2003","secondary school degree","Male","4.21","4","2761","3","4","5","5","5","4.18","4.24","1","5","4","4"
"2004","college entrance qualification","Female","","","","","","","","","","","","","",""
"2004","college entrance qualification","Male","","","","","","","","","","","","","",""
"2004","lower secondary degree","Female","","","","","","","","","","","","","",""
"2004","lower secondary degree","Male","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2004","Other degree","Female","","","","","","","","","","","","","",""
"2004","Other degree","Male","","","","","","","","","","","","","",""
"2004","secondary school degree","Female","","","","","","","","","","","","","",""
"2004","secondary school degree","Male","","","","","","","","","","","","","",""
"2005","college entrance qualification","Female","","","","","","","","","","","","","",""
"2005","college entrance qualification","Male","","","","","","","","","","","","","",""
"2005","lower secondary degree","Female","","","","","","","","","","","","","",""
"2005","lower secondary degree","Male","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2005","Other degree","Female","","","","","","","","","","","","","",""
"2005","Other degree","Male","","","","","","","","","","","","","",""
"2005","secondary school degree","Female","","","","","","","","","","","","","",""
"2005","secondary school degree","Male","","","","","","","","","","","","","",""
"2006","college entrance qualification","Female","","","","","","","","","","","","","",""
"2006","college entrance qualification","Male","","","","","","","","","","","","","",""
"2006","lower secondary degree","Female","","","","","","","","","","","","","",""
"2006","lower secondary degree","Male","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2006","Other degree","Female","","","","","","","","","","","","","",""
"2006","Other degree","Male","","","","","","","","","","","","","",""
"2006","secondary school degree","Female","","","","","","","","","","","","","",""
"2006","secondary school degree","Male","","","","","","","","","","","","","",""
"2007","college entrance qualification","Female","","","","","","","","","","","","","",""
"2007","college entrance qualification","Male","","","","","","","","","","","","","",""
"2007","lower secondary degree","Female","","","","","","","","","","","","","",""
"2007","lower secondary degree","Male","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Female","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Male","","","","","","","","","","","","","",""
"2007","Other degree","Female","","","","","","","","","","","","","",""
"2007","Other degree","Male","","","","","","","","","","","","","",""
"2007","secondary school degree","Female","","","","","","","","","","","","","",""
"2007","secondary school degree","Male","","","","","","","","","","","","","",""
"2008","college entrance qualification","Female","4.16","4","2471","3","4","5","5","5","4.13","4.19","1","5","4","4"
"2008","college entrance qualification","Male","4.17","4","2656","3","4","5","5","5","4.14","4.2","1","5","4","4"
