"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","16-34 y.","3.85","4","5860","3","3","5","5","5","3.82","3.88","1","5","4","4"
"2003","35-65 y.","4.37","5","12620","3","4","5","5","5","4.36","4.38","1","5","5","5"
"2003","66 and older","4.71","5","3635","4","5","5","5","5","4.69","4.73","1","5","5","5"
"2004","16-34 y.","","","","","","","","","","","","","",""
"2004","35-65 y.","","","","","","","","","","","","","",""
"2004","66 and older","","","","","","","","","","","","","",""
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","3.87","4","4368","3","3","5","5","5","3.84","3.9","1","5","4","4"
"2008","35-65 y.","4.39","5","10622","3","4","5","5","5","4.38","4.4","1","5","5","5"
"2008","66 and older","4.67","5","4301","4","4","5","5","5","4.65","4.69","1","5","5","5"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","","","","","","","","","","","","","",""
"2012","35-65 y.","","","","","","","","","","","","","",""
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","3.89","4","5633","3","3","5","5","5","3.87","3.91","1","5","4","4"
"2013","35-65 y.","4.38","5","14896","3","4","5","5","5","4.37","4.39","1","5","5","5"
"2013","66 and older","4.65","5","4967","4","4","5","5","5","4.63","4.67","1","5","5","5"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","","","","","","","","","","","","","",""
"2017","35-65 y.","","","","","","","","","","","","","",""
"2017","66 and older","","","","","","","","","","","","","",""
"2018","16-34 y.","3.68","4","6034","2","3","4","5","5","3.65","3.71","1","5","4","4"
"2018","35-65 y.","4.21","4","14621","3","4","5","5","5","4.2","4.22","1","5","4","4"
"2018","66 and older","4.58","5","5031","4","4","5","5","5","4.56","4.6","1","5","5","5"
