"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2003","college entrance qualification","higher education","4.19","4","3298","3","4","5","5","5","4.16","4.22","1","5","4","4"
"2003","college entrance qualification","higher vocational","4.27","4","371","3","4","5","5","5","4.19","4.35","1","5","4","4"
"2003","college entrance qualification","in school","","","","","","","","","","","","","",""
"2003","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2003","college entrance qualification","middle vocational","3.61","4","788","2","3","4","5","5","3.54","3.68","1","5","4","4"
"2003","college entrance qualification","vocational + Abi","4.14","4","963","3","4","5","5","5","4.09","4.19","1","5","4","4"
"2003","lower secondary degree","general elemantary","4.48","5","1734","3","4","5","5","5","4.44","4.52","1","5","5","5"
"2003","lower secondary degree","higher education","4.58","5","193","4","4","5","5","5","4.48","4.68","2","5","5","5"
"2003","lower secondary degree","higher vocational","4.46","5","494","3","4","5","5","5","4.4","4.52","2","5","5","5"
"2003","lower secondary degree","in school","","","","","","","","","","","","","",""
"2003","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2003","lower secondary degree","middle vocational","4.49","5","5425","3","4","5","5","5","4.47","4.51","1","5","5","5"
"2003","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2003","no degree/no degree yet","in school","3.47","3","616","2","3","4","5","5","3.38","3.56","1","5","3","4"
"2003","no degree/no degree yet","inadequately","4.43","5","226","3","4","5","5","5","4.32","4.54","2","5","5","5"
"2003","no degree/no degree yet","middle vocational","4.44","5","43","3","4","5","5","5","4.2","4.68","3","5","4","5"
"2003","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2003","Other degree","general elemantary","4.4","5","368","3","4","5","5","5","4.31","4.49","1","5","5","5"
"2003","Other degree","higher education","4.28","4.64","195","3","4","5","5","5","4.15","4.41","1","5","4","5"
"2003","Other degree","higher vocational","4.22","5","63","3","3","5","5","5","3.97","4.47","1","5","4","5"
"2003","Other degree","in school","","","","","","","","","","","","","",""
"2003","Other degree","inadequately","4.56","5","35","3","5","5","5","5","4.24","4.88","2","5","4","5"
"2003","Other degree","middle vocational","4.19","5","438","3","3","5","5","5","4.1","4.28","1","5","4","5"
"2003","Other degree","vocational + Abi","4.1","4","132","3","3","5","5","5","3.94","4.26","1","5","4","5"
"2003","secondary school degree","general elemantary","3.86","4","629","2","3","5","5","5","3.78","3.94","1","5","4","4"
"2003","secondary school degree","higher education","4.44","5","643","4","4","5","5","5","4.39","4.49","1","5","5","5"
"2003","secondary school degree","higher vocational","4.29","4","744","3","4","5","5","5","4.24","4.34","1","5","4","5"
"2003","secondary school degree","in school","","","","","","","","","","","","","",""
"2003","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2003","secondary school degree","middle vocational","4.34","5","4374","3","4","5","5","5","4.32","4.36","1","5","4","5"
"2003","secondary school degree","vocational + Abi","4.58","5","35","3","4","5","5","5","4.22","4.94","2","5","4","5"
"2004","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
