"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","Rural Area","4.19","4","456","3","4","5","5","5","4.11","4.27","2","5","4","5"
"2003","direct migration background","Urban Area","4.16","4","2151","3","3","5","5","5","4.12","4.2","1","5","4","5"
"2003","indirect migration background","Rural Area","4.09","4","101","3","3","5","5","5","3.92","4.26","2","5","4","4"
"2003","indirect migration background","Urban Area","3.75","4","683","2","3","5","5","5","3.67","3.83","1","5","4","4"
"2003","no migration background","Rural Area","4.42","5","6750","3","4","5","5","5","4.4","4.44","1","5","5","5"
"2003","no migration background","Urban Area","4.32","5","11974","3","4","5","5","5","4.3","4.34","1","5","4","5"
"2004","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2004","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2004","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2004","no migration background","Rural Area","","","","","","","","","","","","","",""
"2004","no migration background","Urban Area","","","","","","","","","","","","","",""
"2005","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2005","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2005","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2005","no migration background","Rural Area","","","","","","","","","","","","","",""
"2005","no migration background","Urban Area","","","","","","","","","","","","","",""
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","4.36","5","346","3","4","5","5","5","4.28","4.44","2","5","5","5"
"2008","direct migration background","Urban Area","4.23","4","1547","3","4","5","5","5","4.19","4.27","1","5","4","5"
"2008","indirect migration background","Rural Area","4.33","5","112","3","4","5","5","5","4.15","4.51","1","5","4","5"
"2008","indirect migration background","Urban Area","3.88","4","659","2","3","5","5","5","3.8","3.96","1","5","4","4"
"2008","no migration background","Rural Area","4.42","5","6070","3","4","5","5","5","4.4","4.44","1","5","5","5"
"2008","no migration background","Urban Area","4.34","5","10557","3","4","5","5","5","4.32","4.36","1","5","5","5"
"2009","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2009","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2009","no migration background","Rural Area","","","","","","","","","","","","","",""
"2009","no migration background","Urban Area","","","","","","","","","","","","","",""
"2010","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2010","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2010","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2010","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2010","no migration background","Rural Area","","","","","","","","","","","","","",""
"2010","no migration background","Urban Area","","","","","","","","","","","","","",""
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2011","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2011","no migration background","Rural Area","","","","","","","","","","","","","",""
"2011","no migration background","Urban Area","","","","","","","","","","","","","",""
"2012","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2012","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2012","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2012","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2012","no migration background","Rural Area","","","","","","","","","","","","","",""
"2012","no migration background","Urban Area","","","","","","","","","","","","","",""
"2013","direct migration background","Rural Area","4.29","5","648","3","4","5","5","5","4.22","4.36","1","5","4","5"
"2013","direct migration background","Urban Area","4.24","5","2000","3","4","5","5","5","4.2","4.28","1","5","4","5"
"2013","indirect migration background","Rural Area","4.23","4","222","3","4","5","5","5","4.11","4.35","1","5","4","4"
"2013","indirect migration background","Urban Area","3.95","4","962","3","3","5","5","5","3.89","4.01","1","5","4","4"
"2013","no migration background","Rural Area","4.44","5","8268","3","4","5","5","5","4.42","4.46","1","5","5","5"
"2013","no migration background","Urban Area","4.33","5","13396","3","4","5","5","5","4.32","4.34","1","5","5","5"
"2014","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2014","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2014","no migration background","Rural Area","","","","","","","","","","","","","",""
"2014","no migration background","Urban Area","","","","","","","","","","","","","",""
"2015","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2015","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2015","no migration background","Rural Area","","","","","","","","","","","","","",""
"2015","no migration background","Urban Area","","","","","","","","","","","","","",""
"2016","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2016","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2016","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2016","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2016","no migration background","Rural Area","","","","","","","","","","","","","",""
"2016","no migration background","Urban Area","","","","","","","","","","","","","",""
"2017","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2017","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2017","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2017","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2017","no migration background","Rural Area","","","","","","","","","","","","","",""
"2017","no migration background","Urban Area","","","","","","","","","","","","","",""
"2018","direct migration background","Rural Area","4.13","4","1128","3","4","5","5","5","4.07","4.19","1","5","4","5"
"2018","direct migration background","Urban Area","4.08","4","3287","3","3","5","5","5","4.05","4.11","1","5","4","4"
"2018","indirect migration background","Rural Area","3.87","4","317","2","3","5","5","5","3.76","3.98","1","5","4","4"
"2018","indirect migration background","Urban Area","3.69","4","1393","2","3","5","5","5","3.64","3.74","1","5","4","4"
"2018","no migration background","Rural Area","4.31","5","7572","3","4","5","5","5","4.29","4.33","1","5","5","5"
"2018","no migration background","Urban Area","4.19","4","11989","3","4","5","5","5","4.17","4.21","1","5","4","4"
