"year","e11102","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Employed","college entrance qualification","4.04","4","4181","3","4","5","5","5","4.01","4.07","1","5","4","4"
"2003","Employed","lower secondary degree","4.29","4","3819","3","4","5","5","5","4.26","4.32","1","5","4","5"
"2003","Employed","no degree/no degree yet","3.78","4","228","2","3","5","5","5","3.63","3.93","1","5","3","4"
"2003","Employed","Other degree","4.14","4","734","3","3","5","5","5","4.07","4.21","1","5","4","5"
"2003","Employed","secondary school degree","4.23","4","4869","3","4","5","5","5","4.21","4.25","1","5","4","4"
"2003","Not Employed","college entrance qualification","4.27","4","1239","3","4","5","5","5","4.22","4.32","1","5","4","5"
"2003","Not Employed","lower secondary degree","4.66","5","4056","4","4","5","5","5","4.64","4.68","1","5","5","5"
"2003","Not Employed","no degree/no degree yet","3.9","4","662","2","3","5","5","5","3.82","3.98","1","5","4","4"
"2003","Not Employed","Other degree","4.44","5","497","3","4","5","5","5","4.36","4.52","1","5","5","5"
"2003","Not Employed","secondary school degree","4.46","5","1556","3","4","5","5","5","4.42","4.5","1","5","5","5"
"2004","Employed","college entrance qualification","","","","","","","","","","","","","",""
"2004","Employed","lower secondary degree","","","","","","","","","","","","","",""
"2004","Employed","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Employed","Other degree","","","","","","","","","","","","","",""
"2004","Employed","secondary school degree","","","","","","","","","","","","","",""
"2004","Not Employed","college entrance qualification","","","","","","","","","","","","","",""
"2004","Not Employed","lower secondary degree","","","","","","","","","","","","","",""
"2004","Not Employed","no degree/no degree yet","","","","","","","","","","","","","",""
"2004","Not Employed","Other degree","","","","","","","","","","","","","",""
"2004","Not Employed","secondary school degree","","","","","","","","","","","","","",""
"2005","Employed","college entrance qualification","","","","","","","","","","","","","",""
"2005","Employed","lower secondary degree","","","","","","","","","","","","","",""
"2005","Employed","no degree/no degree yet","","","","","","","","","","","","","",""
"2005","Employed","Other degree","","","","","","","","","","","","","",""
"2005","Employed","secondary school degree","","","","","","","","","","","","","",""
