"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","general elemantary","East Germany","4.46","5","418","3","4","5","5","5","4.38","4.54","1","5","5","5"
"2003","general elemantary","West Germany","4.34","5","2313","3","4","5","5","5","4.3","4.38","1","5","5","5"
"2003","higher education","East Germany","4.42","5","1285","3","4","5","5","5","4.38","4.46","1","5","5","5"
"2003","higher education","West Germany","4.2","4","3054","3","4","5","5","5","4.17","4.23","1","5","4","4"
"2003","higher vocational","East Germany","4.53","5","453","4","4","5","5","5","4.47","4.59","1","5","5","5"
"2003","higher vocational","West Germany","4.28","4","1227","3","4","5","5","5","4.24","4.32","1","5","4","5"
"2003","in school","East Germany","3.53","4","162","2","3","4","5","5","3.38","3.68","2","5","3","4"
"2003","in school","West Germany","3.45","3","454","2","3","4","5","5","3.35","3.55","1","5","3","3"
"2003","inadequately","East Germany","","","","","","","","","","","","","",""
"2003","inadequately","West Germany","4.43","5","246","3","4","5","5","5","4.32","4.54","2","5","5","5"
"2003","middle vocational","East Germany","4.49","5","2807","3","4","5","5","5","4.46","4.52","1","5","5","5"
"2003","middle vocational","West Germany","4.34","5","8286","3","4","5","5","5","4.32","4.36","1","5","5","5"
"2003","vocational + Abi","East Germany","4.26","4","143","3","4","5","5","5","4.14","4.38","2","5","4","4"
"2003","vocational + Abi","West Germany","4.15","4","1016","3","4","5","5","5","4.1","4.2","1","5","4","4"
"2004","general elemantary","East Germany","","","","","","","","","","","","","",""
"2004","general elemantary","West Germany","","","","","","","","","","","","","",""
"2004","higher education","East Germany","","","","","","","","","","","","","",""
"2004","higher education","West Germany","","","","","","","","","","","","","",""
"2004","higher vocational","East Germany","","","","","","","","","","","","","",""
"2004","higher vocational","West Germany","","","","","","","","","","","","","",""
"2004","in school","East Germany","","","","","","","","","","","","","",""
"2004","in school","West Germany","","","","","","","","","","","","","",""
"2004","inadequately","East Germany","","","","","","","","","","","","","",""
"2004","inadequately","West Germany","","","","","","","","","","","","","",""
"2004","middle vocational","East Germany","","","","","","","","","","","","","",""
"2004","middle vocational","West Germany","","","","","","","","","","","","","",""
"2004","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"2004","vocational + Abi","West Germany","","","","","","","","","","","","","",""
"2005","general elemantary","East Germany","","","","","","","","","","","","","",""
"2005","general elemantary","West Germany","","","","","","","","","","","","","",""
"2005","higher education","East Germany","","","","","","","","","","","","","",""
"2005","higher education","West Germany","","","","","","","","","","","","","",""
"2005","higher vocational","East Germany","","","","","","","","","","","","","",""
"2005","higher vocational","West Germany","","","","","","","","","","","","","",""
"2005","in school","East Germany","","","","","","","","","","","","","",""
"2005","in school","West Germany","","","","","","","","","","","","","",""
"2005","inadequately","East Germany","","","","","","","","","","","","","",""
"2005","inadequately","West Germany","","","","","","","","","","","","","",""
"2005","middle vocational","East Germany","","","","","","","","","","","","","",""
"2005","middle vocational","West Germany","","","","","","","","","","","","","",""
"2005","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"2005","vocational + Abi","West Germany","","","","","","","","","","","","","",""
"2006","general elemantary","East Germany","","","","","","","","","","","","","",""
"2006","general elemantary","West Germany","","","","","","","","","","","","","",""
"2006","higher education","East Germany","","","","","","","","","","","","","",""
"2006","higher education","West Germany","","","","","","","","","","","","","",""
"2006","higher vocational","East Germany","","","","","","","","","","","","","",""
"2006","higher vocational","West Germany","","","","","","","","","","","","","",""
"2006","in school","East Germany","","","","","","","","","","","","","",""
"2006","in school","West Germany","","","","","","","","","","","","","",""
"2006","inadequately","East Germany","","","","","","","","","","","","","",""
"2006","inadequately","West Germany","","","","","","","","","","","","","",""
"2006","middle vocational","East Germany","","","","","","","","","","","","","",""
"2006","middle vocational","West Germany","","","","","","","","","","","","","",""
"2006","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"2006","vocational + Abi","West Germany","","","","","","","","","","","","","",""
"2007","general elemantary","East Germany","","","","","","","","","","","","","",""
"2007","general elemantary","West Germany","","","","","","","","","","","","","",""
"2007","higher education","East Germany","","","","","","","","","","","","","",""
"2007","higher education","West Germany","","","","","","","","","","","","","",""
"2007","higher vocational","East Germany","","","","","","","","","","","","","",""
"2007","higher vocational","West Germany","","","","","","","","","","","","","",""
"2007","in school","East Germany","","","","","","","","","","","","","",""
"2007","in school","West Germany","","","","","","","","","","","","","",""
"2007","inadequately","East Germany","","","","","","","","","","","","","",""
"2007","inadequately","West Germany","","","","","","","","","","","","","",""
"2007","middle vocational","East Germany","","","","","","","","","","","","","",""
"2007","middle vocational","West Germany","","","","","","","","","","","","","",""
"2007","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"2007","vocational + Abi","West Germany","","","","","","","","","","","","","",""
"2008","general elemantary","East Germany","4.45","5","306","3","4","5","5","5","4.35","4.55","1","5","5","5"
"2008","general elemantary","West Germany","4.38","5","1710","3","4","5","5","5","4.34","4.42","1","5","5","5"
"2008","higher education","East Germany","4.43","5","1243","4","4","5","5","5","4.39","4.47","1","5","5","5"
"2008","higher education","West Germany","4.24","4","2946","3","4","5","5","5","4.21","4.27","1","5","4","4"
"2008","higher vocational","East Germany","4.49","5","374","4","4","5","5","5","4.42","4.56","1","5","5","5"
"2008","higher vocational","West Germany","4.37","5","1036","3","4","5","5","5","4.33","4.41","1","5","4","5"
"2008","in school","East Germany","3.74","4","82","3","3","5","5","5","3.52","3.96","1","5","3","4"
"2008","in school","West Germany","3.14","3","271","2","2","4","5","5","3.01","3.27","1","5","3","3"
