"plh0042","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","no migration background","in school","","","",""
"Big worries","1984","no migration background","inadequately","8","","",""
"Big worries","1984","no migration background","general elemantary","192","0.224112516056797","0.196112342556811","0.252112689556783"
"Big worries","1984","no migration background","middle vocational","413","0.159471896326264","0.145540403206444","0.173403389446084"
"Big worries","1984","no migration background","vocational + Abi","8","","",""
"Big worries","1984","no migration background","higher vocational","38","0.0985151503896653","0.0685913787584497","0.128438922020881"
"Big worries","1984","no migration background","higher education","38","0.081015159371947","0.0567314771646535","0.105298841579241"
"Big worries","1984","direct migration background","in school","","","",""
"Big worries","1984","direct migration background","inadequately","167","0.335372682274291","0.295552417155672","0.375192947392909"
"Big worries","1984","direct migration background","general elemantary","219","0.312263776105898","0.277534814859011","0.346992737352785"
"Big worries","1984","direct migration background","middle vocational","204","0.248538043887109","0.21750532038417","0.279570767390047"
"Big worries","1984","direct migration background","vocational + Abi","25","","",""
"Big worries","1984","direct migration background","higher vocational","5","","",""
"Big worries","1984","direct migration background","higher education","15","","",""
"Big worries","1984","indirect migration background","in school","","","",""
"Big worries","1984","indirect migration background","inadequately","1","","",""
"Big worries","1984","indirect migration background","general elemantary","6","","",""
"Big worries","1984","indirect migration background","middle vocational","5","","",""
"Big worries","1984","indirect migration background","vocational + Abi","","","",""
"Big worries","1984","indirect migration background","higher vocational","","","",""
"Big worries","1984","indirect migration background","higher education","","","",""
"Some worries","1984","no migration background","in school","","","",""
"Some worries","1984","no migration background","inadequately","14","","",""
"Some worries","1984","no migration background","general elemantary","267","0.310178512276946","0.279118436771858","0.341238587782033"
"Some worries","1984","no migration background","middle vocational","857","0.319978324308737","0.302228211237857","0.337728437379618"
"Some worries","1984","no migration background","vocational + Abi","34","0.291532089630574","0.208106566220886","0.374957613040262"
"Some worries","1984","no migration background","higher vocational","113","0.29226605997892","0.246598289761899","0.337933830195941"
"Some worries","1984","no migration background","higher education","95","0.193131874055078","0.157999663338491","0.228264084771665"
"Some worries","1984","direct migration background","in school","","","",""
"Some worries","1984","direct migration background","inadequately","184","0.32204049035043","0.282630318450516","0.361450662250344"
"Some worries","1984","direct migration background","general elemantary","241","0.354672242599766","0.318819381916827","0.390525103282705"
"Some worries","1984","direct migration background","middle vocational","235","0.334048508648298","0.300180004083771","0.367917013212824"
"Some worries","1984","direct migration background","vocational + Abi","31","0.305355033755621","0.211751853389077","0.398958214122166"
"Some worries","1984","direct migration background","higher vocational","11","","",""
"Some worries","1984","direct migration background","higher education","25","","",""
"Some worries","1984","indirect migration background","in school","","","",""
"Some worries","1984","indirect migration background","inadequately","","","",""
"Some worries","1984","indirect migration background","general elemantary","9","","",""
"Some worries","1984","indirect migration background","middle vocational","10","","",""
"Some worries","1984","indirect migration background","vocational + Abi","","","",""
"Some worries","1984","indirect migration background","higher vocational","3","","",""
"Some worries","1984","indirect migration background","higher education","3","","",""
"No worries","1984","no migration background","in school","","","",""
"No worries","1984","no migration background","inadequately","8","","",""
"No worries","1984","no migration background","general elemantary","393","0.465708971666257","0.432214391640366","0.499203551692148"
"No worries","1984","no migration background","middle vocational","1383","0.520549779364999","0.501539768687141","0.539559790042857"
"No worries","1984","no migration background","vocational + Abi","72","0.633855428157641","0.54542187551333","0.722288980801953"
"No worries","1984","no migration background","higher vocational","230","0.609218789631415","0.560225219795621","0.658212359467208"
"No worries","1984","no migration background","higher education","352","0.725852966572975","0.686152708937143","0.765553224208807"
"No worries","1984","direct migration background","in school","","","",""
"No worries","1984","direct migration background","inadequately","189","0.342586827375279","0.302559578447443","0.382614076303116"
"No worries","1984","direct migration background","general elemantary","224","0.333063981294336","0.29774355301091","0.368384409577763"
"No worries","1984","direct migration background","middle vocational","306","0.417413447464594","0.382002838073914","0.452824056855274"
"No worries","1984","direct migration background","vocational + Abi","37","0.399990407878234","0.300424535855404","0.499556279901064"
"No worries","1984","direct migration background","higher vocational","14","","",""
"No worries","1984","direct migration background","higher education","47","0.584893148003576","0.481353500379666","0.688432795627485"
"No worries","1984","indirect migration background","in school","","","",""
"No worries","1984","indirect migration background","inadequately","2","","",""
"No worries","1984","indirect migration background","general elemantary","14","","",""
"No worries","1984","indirect migration background","middle vocational","12","","",""
"No worries","1984","indirect migration background","vocational + Abi","","","",""
"No worries","1984","indirect migration background","higher vocational","","","",""
"No worries","1984","indirect migration background","higher education","","","",""
"Big worries","1985","no migration background","in school","1","","",""
"Big worries","1985","no migration background","inadequately","8","","",""
"Big worries","1985","no migration background","general elemantary","119","0.144834801528365","0.120262464924092","0.169407138132637"
"Big worries","1985","no migration background","middle vocational","269","0.11366466927554","0.100989858978755","0.126339479572325"
"Big worries","1985","no migration background","vocational + Abi","4","","",""
"Big worries","1985","no migration background","higher vocational","18","","",""
"Big worries","1985","no migration background","higher education","37","0.0774432928669573","0.0533039147163904","0.101582671017524"
"Big worries","1985","direct migration background","in school","","","",""
"Big worries","1985","direct migration background","inadequately","76","0.187419615473186","0.150142033702094","0.224697197244277"
"Big worries","1985","direct migration background","general elemantary","162","0.274493303081523","0.238845199191206","0.31014140697184"
"Big worries","1985","direct migration background","middle vocational","141","0.178643083279405","0.149012538303884","0.208273628254927"
"Big worries","1985","direct migration background","vocational + Abi","18","","",""
"Big worries","1985","direct migration background","higher vocational","6","","",""
"Big worries","1985","direct migration background","higher education","8","","",""
"Big worries","1985","indirect migration background","in school","","","",""
"Big worries","1985","indirect migration background","inadequately","","","",""
"Big worries","1985","indirect migration background","general elemantary","5","","",""
"Big worries","1985","indirect migration background","middle vocational","4","","",""
"Big worries","1985","indirect migration background","vocational + Abi","","","",""
"Big worries","1985","indirect migration background","higher vocational","","","",""
"Big worries","1985","indirect migration background","higher education","","","",""
"Some worries","1985","no migration background","in school","","","",""
"Some worries","1985","no migration background","inadequately","10","","",""
"Some worries","1985","no migration background","general elemantary","240","0.302378530514766","0.270310641107464","0.334446419922067"
"Some worries","1985","no migration background","middle vocational","723","0.302103888322213","0.28376794584369","0.320439830800736"
"Some worries","1985","no migration background","vocational + Abi","25","","",""
"Some worries","1985","no migration background","higher vocational","93","0.26330381157566","0.218120876081294","0.308486747070026"
"Some worries","1985","no migration background","higher education","81","0.164804770902943","0.131299237995895","0.198310303809992"
"Some worries","1985","direct migration background","in school","","","",""
"Some worries","1985","direct migration background","inadequately","159","0.373304568692616","0.327101910789002","0.419507226596229"
"Some worries","1985","direct migration background","general elemantary","217","0.370961986624658","0.332373922169611","0.409550051079704"
"Some worries","1985","direct migration background","middle vocational","242","0.371821257272361","0.33443695302261","0.409205561522112"
"Some worries","1985","direct migration background","vocational + Abi","30","0.359381163196428","0.253574735269646","0.46518759112321"
"Some worries","1985","direct migration background","higher vocational","12","","",""
"Some worries","1985","direct migration background","higher education","18","","",""
"Some worries","1985","indirect migration background","in school","","","",""
"Some worries","1985","indirect migration background","inadequately","","","",""
"Some worries","1985","indirect migration background","general elemantary","6","","",""
"Some worries","1985","indirect migration background","middle vocational","10","","",""
"Some worries","1985","indirect migration background","vocational + Abi","","","",""
"Some worries","1985","indirect migration background","higher vocational","","","",""
"Some worries","1985","indirect migration background","higher education","1","","",""
"No worries","1985","no migration background","in school","2","","",""
"No worries","1985","no migration background","inadequately","10","","",""
"No worries","1985","no migration background","general elemantary","429","0.55278666795687","0.518071351112829","0.58750198480091"
"No worries","1985","no migration background","middle vocational","1417","0.584231442402247","0.564550405503336","0.603912479301158"
"No worries","1985","no migration background","vocational + Abi","70","0.691604076169518","0.600630853320849","0.782577299018187"
"No worries","1985","no migration background","higher vocational","254","0.68481945812318","0.637157771859976","0.732481144386385"
"No worries","1985","no migration background","higher education","353","0.7577519362301","0.719059032563311","0.796444839896888"
"No worries","1985","direct migration background","in school","","","",""
"No worries","1985","direct migration background","inadequately","186","0.439275815834199","0.391867957761714","0.486683673906684"
"No worries","1985","direct migration background","general elemantary","223","0.35454471029382","0.316331068117022","0.392758352470617"
"No worries","1985","direct migration background","middle vocational","259","0.449535659448234","0.411056352079803","0.488014966816664"
"No worries","1985","direct migration background","vocational + Abi","31","0.428229882184285","0.319115058005719","0.537344706362851"
"No worries","1985","direct migration background","higher vocational","12","","",""
"No worries","1985","direct migration background","higher education","50","0.652493675056147","0.545437726272988","0.759549623839307"
"No worries","1985","indirect migration background","in school","","","",""
"No worries","1985","indirect migration background","inadequately","2","","",""
"No worries","1985","indirect migration background","general elemantary","13","","",""
"No worries","1985","indirect migration background","middle vocational","18","","",""
"No worries","1985","indirect migration background","vocational + Abi","","","",""
"No worries","1985","indirect migration background","higher vocational","3","","",""
"No worries","1985","indirect migration background","higher education","1","","",""
"Big worries","1986","no migration background","in school","2","","",""
"Big worries","1986","no migration background","inadequately","5","","",""
"Big worries","1986","no migration background","general elemantary","94","0.12115766477289","0.0971724162716177","0.145142913274162"
"Big worries","1986","no migration background","middle vocational","272","0.121105175609799","0.10776618753667","0.134444163682927"
"Big worries","1986","no migration background","vocational + Abi","7","","",""
"Big worries","1986","no migration background","higher vocational","28","","",""
"Big worries","1986","no migration background","higher education","34","0.06944116632729","0.0464840117300023","0.0923983209245778"
"Big worries","1986","direct migration background","in school","","","",""
"Big worries","1986","direct migration background","inadequately","91","0.262541323710484","0.218871295994121","0.306211351426846"
"Big worries","1986","direct migration background","general elemantary","133","0.215498954806207","0.182265248674162","0.248732660938252"
"Big worries","1986","direct migration background","middle vocational","128","0.188353089191712","0.157551529362292","0.219154649021132"
"Big worries","1986","direct migration background","vocational + Abi","17","","",""
"Big worries","1986","direct migration background","higher vocational","2","","",""
"Big worries","1986","direct migration background","higher education","8","","",""
"Big worries","1986","indirect migration background","in school","","","",""
"Big worries","1986","indirect migration background","inadequately","","","",""
"Big worries","1986","indirect migration background","general elemantary","8","","",""
"Big worries","1986","indirect migration background","middle vocational","5","","",""
"Big worries","1986","indirect migration background","vocational + Abi","","","",""
"Big worries","1986","indirect migration background","higher vocational","1","","",""
"Big worries","1986","indirect migration background","higher education","","","",""
"Some worries","1986","no migration background","in school","","","",""
"Some worries","1986","no migration background","inadequately","16","","",""
"Some worries","1986","no migration background","general elemantary","214","0.311098556281979","0.277070210604487","0.345126901959472"
"Some worries","1986","no migration background","middle vocational","654","0.286651948214126","0.268163465674479","0.305140430753774"
"Some worries","1986","no migration background","vocational + Abi","28","","",""
"Some worries","1986","no migration background","higher vocational","74","0.237462672050614","0.191270591878555","0.283654752222674"
"Some worries","1986","no migration background","higher education","102","0.212314197942318","0.175382126680216","0.24924626920442"
"Some worries","1986","direct migration background","in school","","","",""
"Some worries","1986","direct migration background","inadequately","148","0.376573078846004","0.328485468241691","0.424660689450316"
"Some worries","1986","direct migration background","general elemantary","227","0.349042462442195","0.310514602188927","0.387570322695464"
"Some worries","1986","direct migration background","middle vocational","215","0.324781527787785","0.287890514499389","0.36167254107618"
"Some worries","1986","direct migration background","vocational + Abi","26","","",""
"Some worries","1986","direct migration background","higher vocational","11","","",""
"Some worries","1986","direct migration background","higher education","22","","",""
"Some worries","1986","indirect migration background","in school","","","",""
"Some worries","1986","indirect migration background","inadequately","1","","",""
"Some worries","1986","indirect migration background","general elemantary","5","","",""
"Some worries","1986","indirect migration background","middle vocational","10","","",""
"Some worries","1986","indirect migration background","vocational + Abi","1","","",""
"Some worries","1986","indirect migration background","higher vocational","2","","",""
"Some worries","1986","indirect migration background","higher education","2","","",""
"No worries","1986","no migration background","in school","3","","",""
"No worries","1986","no migration background","inadequately","10","","",""
"No worries","1986","no migration background","general elemantary","403","0.567743778945131","0.531330473099079","0.604157084791182"
"No worries","1986","no migration background","middle vocational","1372","0.592242876176075","0.572150847922083","0.612334904430067"
"No worries","1986","no migration background","vocational + Abi","69","0.656212652834547","0.564927811346054","0.74749749432304"
"No worries","1986","no migration background","higher vocational","224","0.678691188580964","0.627999505133091","0.729382872028836"
"No worries","1986","no migration background","higher education","335","0.718244635730392","0.67761808704508","0.758871184415703"
"No worries","1986","direct migration background","in school","1","","",""
"No worries","1986","direct migration background","inadequately","151","0.360885597443513","0.313221665597756","0.408549529289269"
"No worries","1986","direct migration background","general elemantary","228","0.435458582751598","0.395382915687693","0.475534249815502"
"No worries","1986","direct migration background","middle vocational","276","0.486865383020503","0.447490174043366","0.52624059199764"
"No worries","1986","direct migration background","vocational + Abi","37","0.455998640974347","0.346858411139448","0.565138870809245"
"No worries","1986","direct migration background","higher vocational","16","","",""
"No worries","1986","direct migration background","higher education","49","0.607357496587351","0.499672450425666","0.715042542749036"
"No worries","1986","indirect migration background","in school","","","",""
"No worries","1986","indirect migration background","inadequately","2","","",""
"No worries","1986","indirect migration background","general elemantary","16","","",""
"No worries","1986","indirect migration background","middle vocational","25","","",""
"No worries","1986","indirect migration background","vocational + Abi","","","",""
