"ple0179","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2016","no migration background","in school","42","0.193230288133639","0.140206508390723","0.246254067876556"
"Daily","2016","no migration background","inadequately","33","0.146075393564486","0.086276384336349","0.205874402792623"
"Daily","2016","no migration background","general elemantary","165","0.0874528224258179","0.0731136579085069","0.101791986943129"
"Daily","2016","no migration background","middle vocational","870","0.0946849859314573","0.0885622948411187","0.100807677021796"
"Daily","2016","no migration background","vocational + Abi","112","0.0966167006803534","0.0797529831654695","0.113480418195237"
"Daily","2016","no migration background","higher vocational","133","0.107827308969357","0.0906468495622244","0.12500776837649"
"Daily","2016","no migration background","higher education","312","0.0702448718767161","0.062721027245298","0.0777687165081343"
"Daily","2016","direct migration background","in school","7","","",""
"Daily","2016","direct migration background","inadequately","35","0.102102255068","0.06363504226677","0.14056946786923"
"Daily","2016","direct migration background","general elemantary","127","0.111766799075169","0.0895982567058815","0.133935341444456"
"Daily","2016","direct migration background","middle vocational","223","0.13045351843743","0.113793611759914","0.147113425114945"
"Daily","2016","direct migration background","vocational + Abi","110","0.114463138333465","0.0913202781191095","0.13760599854782"
"Daily","2016","direct migration background","higher vocational","8","","",""
"Daily","2016","direct migration background","higher education","126","0.0871634190991859","0.0713222185003477","0.103004619698024"
"Daily","2016","indirect migration background","in school","13","","",""
"Daily","2016","indirect migration background","inadequately","7","","",""
"Daily","2016","indirect migration background","general elemantary","53","0.159362013297475","0.117665557173981","0.201058469420968"
"Daily","2016","indirect migration background","middle vocational","59","0.0841997320490528","0.0625503607086023","0.105849103389503"
"Daily","2016","indirect migration background","vocational + Abi","8","","",""
"Daily","2016","indirect migration background","higher vocational","2","","",""
"Daily","2016","indirect migration background","higher education","19","","",""
"Four to six days a week","2016","no migration background","in school","51","0.287004055806655","0.226254118228853","0.347753993384456"
"Four to six days a week","2016","no migration background","inadequately","29","","",""
"Four to six days a week","2016","no migration background","general elemantary","343","0.217099704317574","0.196173420375941","0.238025988259207"
"Four to six days a week","2016","no migration background","middle vocational","2048","0.228424822890674","0.219645466089866","0.237204179691482"
"Four to six days a week","2016","no migration background","vocational + Abi","273","0.24192601881462","0.217481118348242","0.266370919280998"
"Four to six days a week","2016","no migration background","higher vocational","323","0.26331824420247","0.238921809725106","0.287714678679834"
"Four to six days a week","2016","no migration background","higher education","1024","0.229368230560717","0.216990577606023","0.24174588351541"
"Four to six days a week","2016","direct migration background","in school","13","","",""
"Four to six days a week","2016","direct migration background","inadequately","57","0.262237019889774","0.206355907532632","0.318118132246916"
"Four to six days a week","2016","direct migration background","general elemantary","170","0.198644268640453","0.170572619723873","0.226715917557033"
"Four to six days a week","2016","direct migration background","middle vocational","356","0.200697451410264","0.180885612300333","0.220509290520194"
"Four to six days a week","2016","direct migration background","vocational + Abi","156","0.210280124244568","0.180657977276612","0.239902271212523"
"Four to six days a week","2016","direct migration background","higher vocational","11","","",""
"Four to six days a week","2016","direct migration background","higher education","264","0.197916573477888","0.175540942041224","0.220292204914551"
"Four to six days a week","2016","indirect migration background","in school","17","","",""
"Four to six days a week","2016","indirect migration background","inadequately","8","","",""
"Four to six days a week","2016","indirect migration background","general elemantary","81","0.290394528202741","0.238680909640441","0.342108146765042"
"Four to six days a week","2016","indirect migration background","middle vocational","136","0.185275683320708","0.154985346468278","0.215566020173137"
"Four to six days a week","2016","indirect migration background","vocational + Abi","28","","",""
"Four to six days a week","2016","indirect migration background","higher vocational","18","","",""
"Four to six days a week","2016","indirect migration background","higher education","54","0.205914093003063","0.154432651613788","0.257395534392337"
"Two to three days a week","2016","no migration background","in school","77","0.347737987072738","0.283779909648133","0.411696064497344"
"Two to three days a week","2016","no migration background","inadequately","52","0.42671606331324","0.34297276263753","0.51045936398895"
"Two to three days a week","2016","no migration background","general elemantary","733","0.514864317526453","0.489496256379743","0.540232378673162"
"Two to three days a week","2016","no migration background","middle vocational","4315","0.489242358498856","0.478788625837596","0.499696091160115"
"Two to three days a week","2016","no migration background","vocational + Abi","548","0.47920202011549","0.450686246773461","0.507717793457519"
"Two to three days a week","2016","no migration background","higher vocational","598","0.457111876058049","0.429518022854853","0.484705729261245"
"Two to three days a week","2016","no migration background","higher education","2130","0.47623910302818","0.461535381239075","0.490942824817285"
"Two to three days a week","2016","direct migration background","in school","13","","",""
"Two to three days a week","2016","direct migration background","inadequately","118","0.501064268590059","0.437541614850306","0.564586922329812"
"Two to three days a week","2016","direct migration background","general elemantary","355","0.516020231296748","0.480858989983451","0.551181472610045"
"Two to three days a week","2016","direct migration background","middle vocational","726","0.495098265347457","0.470366939555363","0.519829591139551"
"Two to three days a week","2016","direct migration background","vocational + Abi","333","0.464782024039906","0.428526774998136","0.501037273081676"
"Two to three days a week","2016","direct migration background","higher vocational","59","0.496617533215831","0.393320724900617","0.599914341531046"
"Two to three days a week","2016","direct migration background","higher education","546","0.444702616767469","0.416795041621896","0.472610191913042"
"Two to three days a week","2016","indirect migration background","in school","28","","",""
"Two to three days a week","2016","indirect migration background","inadequately","10","","",""
"Two to three days a week","2016","indirect migration background","general elemantary","115","0.360074749033926","0.305390381625018","0.414759116442835"
"Two to three days a week","2016","indirect migration background","middle vocational","280","0.432441022662004","0.393816911931328","0.471065133392679"
"Two to three days a week","2016","indirect migration background","vocational + Abi","50","0.308251435238207","0.222347454609754","0.394155415866659"
"Two to three days a week","2016","indirect migration background","higher vocational","31","0.406433427102301","0.282153241503676","0.530713612700927"
"Two to three days a week","2016","indirect migration background","higher education","103","0.429082807870651","0.366069680327159","0.492095935414144"
"Two to four days a month","2016","no migration background","in school","24","","",""
"Two to four days a month","2016","no migration background","inadequately","17","","",""
"Two to four days a month","2016","no migration background","general elemantary","179","0.11940106331067","0.10294210122398","0.135860025397359"
