"ple0179","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2016","lower secondary degree","in school","","","",""
"Daily","2016","lower secondary degree","inadequately","","","",""
"Daily","2016","lower secondary degree","general elemantary","155","0.0883938056129325","0.0732569744689103","0.103530636756955"
"Daily","2016","lower secondary degree","middle vocational","381","0.0842128933700293","0.0756399836778726","0.0927858030621859"
"Daily","2016","lower secondary degree","vocational + Abi","1","","",""
"Daily","2016","lower secondary degree","higher vocational","25","","",""
"Daily","2016","lower secondary degree","higher education","14","","",""
"Daily","2016","secondary school degree","in school","","","",""
"Daily","2016","secondary school degree","inadequately","","","",""
"Daily","2016","secondary school degree","general elemantary","115","0.125800590638632","0.101056577358119","0.150544603919145"
"Daily","2016","secondary school degree","middle vocational","488","0.109219015469611","0.100298860315555","0.118139170623667"
"Daily","2016","secondary school degree","vocational + Abi","1","","",""
"Daily","2016","secondary school degree","higher vocational","64","0.10676263972595","0.0823363785300595","0.13118890092184"
"Daily","2016","secondary school degree","higher education","42","0.0702005647288336","0.0494797604091616","0.0909213690485056"
"Daily","2016","college entrance qualification","in school","","","",""
"Daily","2016","college entrance qualification","inadequately","","","",""
"Daily","2016","college entrance qualification","general elemantary","","","",""
"Daily","2016","college entrance qualification","middle vocational","95","0.109920624930144","0.0900512785852067","0.129789971275081"
"Daily","2016","college entrance qualification","vocational + Abi","129","0.0975251780672974","0.0818270828671212","0.113223273267474"
"Daily","2016","college entrance qualification","higher vocational","44","0.126493622555593","0.0937130225608279","0.159274222550358"
"Daily","2016","college entrance qualification","higher education","281","0.0713679363340162","0.0634472014617355","0.0792886712062968"
"Daily","2016","Other degree","in school","","","",""
"Daily","2016","Other degree","inadequately","13","","",""
"Daily","2016","Other degree","general elemantary","75","0.0980907040325353","0.0725749623397479","0.123606445725323"
"Daily","2016","Other degree","middle vocational","146","0.114073522714394","0.0943306798401415","0.133816365588646"
"Daily","2016","Other degree","vocational + Abi","99","0.119104973907031","0.0937107403029127","0.14449920751115"
"Daily","2016","Other degree","higher vocational","5","","",""
"Daily","2016","Other degree","higher education","108","0.0978137127840828","0.0795114065510111","0.116116019017155"
"Daily","2016","no degree/no degree yet","in school","62","0.206236274567721","0.16284493986057","0.249627609274871"
"Daily","2016","no degree/no degree yet","inadequately","62","0.135171696868294","0.0994539060675661","0.170889487669023"
"Daily","2016","no degree/no degree yet","general elemantary","","","",""
"Daily","2016","no degree/no degree yet","middle vocational","17","","",""
"Daily","2016","no degree/no degree yet","vocational + Abi","","","",""
"Daily","2016","no degree/no degree yet","higher vocational","2","","",""
