"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Baden-W?rttemberg","Rural Area","18.26","16","72","3","8","20","35","80","14.77","21.75","1","80","15","20"
"1986","Baden-W?rttemberg","Urban Area","16.54","12","325","4","6","20","40","80","14.84","18.24","1","98","11","15"
"1986","Bavaria","Rural Area","16.18","10","127","2","6","20","40","88","13.08","19.28","1","99","10","14"
"1986","Bavaria","Urban Area","16.54","12","196","4","7","20","35","90","14.38","18.7","1","90","10","15"
"1986","Berlin","Rural Area","","","","","","","","","","","","","",""
"1986","Berlin","Urban Area","16.87","12","59","5","7","20","30","80","12.2","21.54","0","80","10","20"
"1986","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1986","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1986","Bremen","Rural Area","","","","","","","","","","","","","",""
"1986","Bremen","Urban Area","","","","","","","","","","","","","",""
"1986","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1986","Hamburg","Urban Area","20.74","15","46","3","9","28","40","99","15.33","26.15","1","99","10","20"
"1986","Hesse","Rural Area","","","","","","","","","","","","","",""
"1986","Hesse","Urban Area","19.72","14.66","170","5","9","20","50","99","16.94","22.5","1","99","12","17"
"1986","Lower Saxony","Rural Area","23.43","20","91","4","9","30","48","80","19.24","27.62","1","80","13","21"
"1986","Lower Saxony","Urban Area","20.64","12","109","4","8","24","50","80","17.01","24.27","1","80","10","16"
"1986","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1986","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","Rural Area","","","","","","","","","","","","","",""
"1986","North Rhine-Westphalia","Urban Area","19.92","15","430","4","8","28","40","80","18.23","21.61","0","99","15","17"
"1986","Rhineland-Palatinate,Saarland","Rural Area","","","","","","","","","","","","","",""
