"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Employed","East Germany","","","","","","","","","","","","","",""
"1986","Employed","West Germany","18.97","14","1842","4","8","22","40","80","18.18","19.76","0","99","13","15"
"1986","Not Employed","East Germany","","","","","","","","","","","","","",""
"1986","Not Employed","West Germany","","","","","","","","","","","","","",""
"1987","Employed","East Germany","","","","","","","","","","","","","",""
"1987","Employed","West Germany","","","","","","","","","","","","","",""
"1987","Not Employed","East Germany","","","","","","","","","","","","","",""
"1987","Not Employed","West Germany","","","","","","","","","","","","","",""
"1988","Employed","East Germany","","","","","","","","","","","","","",""
"1988","Employed","West Germany","19.11","13","1823","4","8","24","40","80","18.31","19.91","1","99","12","15"
"1988","Not Employed","East Germany","","","","","","","","","","","","","",""
"1988","Not Employed","West Germany","","","","","","","","","","","","","",""
"1989","Employed","East Germany","","","","","","","","","","","","","",""
"1989","Employed","West Germany","19.76","15","1894","4","8","25","40","95","18.96","20.56","0","99","12","15"
"1989","Not Employed","East Germany","","","","","","","","","","","","","",""
"1989","Not Employed","West Germany","","","","","","","","","","","","","",""
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","18.81","14","1953","4","8","22","40","80","18.07","19.55","0","99","12","15"
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","","","","","","","","","","","","","",""
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","19.83","15","2067","4","8","25","40","99","19.07","20.59","0","99","12","15"
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","","","","","","","","","","","","","",""
"1992","Employed","East Germany","21.09","15","957","5","8","27","42","99","19.86","22.32","0","99","13","15"
"1992","Employed","West Germany","18.86","14","2016","4","8","24","40","80","18.12","19.6","0","99","12","15"
"1992","Not Employed","East Germany","","","","","","","","","","","","","",""
"1992","Not Employed","West Germany","","","","","","","","","","","","","",""
"1993","Employed","East Germany","19.46","14.31","957","4","8","24","40","99","18.25","20.67","0","99","12","15"
"1993","Employed","West Germany","18.8","14","1849","4","8","22","40","90","17.98","19.62","0","99","12","14"
"1993","Not Employed","East Germany","","","","","","","","","","","","","",""
"1993","Not Employed","West Germany","","","","","","","","","","","","","",""
"1994","Employed","East Germany","20.14","15","1014","4","8","26","40","90","19.01","21.27","0","99","12","15"
"1994","Employed","West Germany","18.59","12","1862","4","8","23","40","99","17.79","19.39","0","99","11","13"
"1994","Not Employed","East Germany","","","","","","","","","","","","","",""
"1994","Not Employed","West Germany","","","","","","","","","","","","","",""
"1995","Employed","East Germany","20.06","13","1000","4","8","25","42","90","18.9","21.22","0","99","12","15"
"1995","Employed","West Germany","19.35","15","2166","4","8","25","40","80","18.63","20.07","1","99","12","15"
"1995","Not Employed","East Germany","","","","","","","","","","","","","",""
"1995","Not Employed","West Germany","","","","","","","","","","","","","",""
"1996","Employed","East Germany","20.01","14","954","4","8","25","44","80","18.87","21.15","1","99","12","15"
"1996","Employed","West Germany","18.2","12","2143","4","8","22","40","80","17.52","18.88","1","99","12","14"
"1996","Not Employed","East Germany","","","","","","","","","","","","","",""
"1996","Not Employed","West Germany","","","","","","","","","","","","","",""
"1997","Employed","East Germany","20.31","15","968","5","8","26","50","80","19.17","21.45","1","99","12","15"
"1997","Employed","West Germany","18.84","14","2158","4","8","24","40","80","18.14","19.54","1","99","12","15"
"1997","Not Employed","East Germany","","","","","","","","","","","","","",""
"1997","Not Employed","West Germany","","","","","","","","","","","","","",""
"1998","Employed","East Germany","19.79","15","1034","4","8","25","40","80","18.72","20.86","1","99","12","15"
"1998","Employed","West Germany","19.7","15","2450","5","8","25","40","84","19.04","20.36","1","99","15","15"
"1998","Not Employed","East Germany","","","","","","","","","","","","","",""
"1998","Not Employed","West Germany","","","","","","","","","","","","","",""
"1999","Employed","East Germany","20.27","15","1029","5","9","25","45","90","19.16","21.38","1","99","12","15"
