"year","e11103","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Full Time","(0) in school","","","","","","","","","","","","","",""
"1986","Full Time","(1a) inadequately completed","19.61","12","79","4","6","30","48","88","15.01","24.21","2","99","12","20"
"1986","Full Time","(1b) general elementary school","18.7","12","192","4","7","25","40","80","16.36","21.04","1","80","10","15"
"1986","Full Time","(1c) basic vocational qualification","19.47","15","642","5","8","24","40","90","18.16","20.78","0","99","14","16"
"1986","Full Time","(2a) intermediate vocational","19.51","15","281","4","8","28","40","80","17.53","21.49","0","99","12","16"
"1986","Full Time","(2b) intermediate general qualification","10.86","8","41","3","4","12","28","48","7.48","14.24","2","48","5","10"
"1986","Full Time","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","Full Time","(2c_voc) vocational maturity certificate","20.28","15","92","4","10","25","40","88","16.63","23.93","1","88","10","16"
"1986","Full Time","(3a) lower tertiary education","21.2","17","76","4","10","21","50","90","16.93","25.47","1","90","12","20"
"1986","Full Time","(3b) higher tertiary education","24.01","19.78","142","4","10","30","52","99","20.43","27.59","0","99","16","20"
"1986","Not Working","(0) in school","","","","","","","","","","","","","",""
"1986","Not Working","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","Not Working","(1b) general elementary school","","","","","","","","","","","","","",""
"1986","Not Working","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1986","Not Working","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1986","Not Working","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","Not Working","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","Not Working","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","Not Working","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","Not Working","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1986","Part Time","(0) in school","","","","","","","","","","","","","",""
"1986","Part Time","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","Part Time","(1b) general elementary school","14.45","12","53","3","8","20","20","60","10.87","18.03","1","60","10","20"
"1986","Part Time","(1c) basic vocational qualification","15.6","10","96","4","6","18","29","90","12.14","19.06","1","90","9","15"
"1986","Part Time","(2a) intermediate vocational","16.42","10.23","40","2","8","16","52","80","10.79","22.05","1","80","10","14"
"1986","Part Time","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","Part Time","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","Part Time","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","Part Time","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","Part Time","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","Full Time","(0) in school","","","","","","","","","","","","","",""
"1987","Full Time","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","Full Time","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","Full Time","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","Full Time","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","Full Time","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","Full Time","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","Full Time","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","Full Time","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","Full Time","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","Not Working","(0) in school","","","","","","","","","","","","","",""
"1987","Not Working","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","Not Working","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","Not Working","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","Not Working","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","Not Working","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","Not Working","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
