"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1986","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1986","college entrance qualification","no migration background","21.35","16","297","4","10","25","45","90","19.06","23.64","1","99","15","19"
"1986","lower secondary degree","direct migration background","16.57","10","92","3","5","20","40","70","13.45","19.69","1","70","10","20"
"1986","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1986","lower secondary degree","no migration background","18.77","13","720","4","8","20","40","80","17.5","20.04","0","99","12","15"
"1986","no degree/no degree yet","direct migration background","24.62","17.18","81","4","8","35","60","98","19.69","29.55","2","99","15","20"
"1986","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1986","Other degree","direct migration background","19.36","15","203","6","10","24","40","60","17.33","21.39","1","75","12","20"
"1986","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1986","Other degree","no migration background","","","","","","","","","","","","","",""
"1986","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1986","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1986","secondary school degree","no migration background","17.87","12","374","4","6","20","40","80","16.19","19.55","1","99","10","15"
"1987","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1987","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1987","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1987","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1987","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1987","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1987","Other degree","direct migration background","","","","","","","","","","","","","",""
"1987","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1987","Other degree","no migration background","","","","","","","","","","","","","",""
"1987","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1987","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1987","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1988","college entrance qualification","direct migration background","19.23","18.04","30","4","7","25","40","50","14.14","24.32","2","50","8","20"
"1988","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1988","college entrance qualification","no migration background","21.05","16","303","4","8","25","42","80","18.89","23.21","1","99","14","18"
"1988","lower secondary degree","direct migration background","17.58","12","118","5","8","25","40","55","14.9","20.26","2","99","10","16"
"1988","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1988","lower secondary degree","no migration background","19.01","12","689","4","8","22","40","99","17.65","20.37","1","99","10","15"
"1988","no degree/no degree yet","direct migration background","18.04","11.47","77","5","8","24","40","60","14.45","21.63","1","90","10","16"
"1988","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1988","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1988","Other degree","direct migration background","21.08","16","173","7","10","30","42","60","18.7","23.46","2","80","12","20"
"1988","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1988","Other degree","no migration background","","","","","","","","","","","","","",""
"1988","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1988","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1988","secondary school degree","no migration background","18.14","12","364","4","8","24","40","80","16.37","19.91","1","99","10","15"
"1989","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
