"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","direct migration background","Rural Area","18.4","14","70","3","9","20","40","88","14.69","22.11","1","88","12","20"
"1986","direct migration background","Urban Area","18.65","14.12","353","5","8","25","40","64","16.9","20.4","0","99","12","16"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1986","no migration background","Rural Area","20.84","15","302","3","7","25","50","90","18.56","23.12","1","99","12","16"
"1986","no migration background","Urban Area","18.51","14","1117","4","8","20","40","80","17.51","19.51","0","99","12","15"
"1987","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1987","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1987","no migration background","Rural Area","","","","","","","","","","","","","",""
"1987","no migration background","Urban Area","","","","","","","","","","","","","",""
"1988","direct migration background","Rural Area","17.46","10.18","61","4","8","20","40","60","13.73","21.19","2","60","10","16"
"1988","direct migration background","Urban Area","19.31","15","365","5","8","30","40","55","17.72","20.9","1","99","12","16"
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1988","no migration background","Rural Area","21.02","14.84","294","4","8","24","50","99","18.61","23.43","1","99","10","15"
"1988","no migration background","Urban Area","18.63","12.41","1093","4","8","22","40","80","17.61","19.65","1","99","12","15"
"1989","direct migration background","Rural Area","21.06","18.1","58","6","10","24","40","90","16.4","25.72","1","90","10","20"
"1989","direct migration background","Urban Area","17.82","15.18","385","5","8","20","40","80","16.25","19.39","0","99","12","16"
"1989","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1989","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1989","no migration background","Rural Area","20.31","13.57","308","4","7","25","41","99","18.07","22.55","1","99","10","15"
"1989","no migration background","Urban Area","19.64","15","1133","4","8","25","40","95","18.61","20.67","0","99","12","15"
"1990","direct migration background","Rural Area","18.33","15.99","74","6","10","20","30","80","14.99","21.67","1","80","12","20"
"1990","direct migration background","Urban Area","20.72","15","394","5","10","25","40","99","18.98","22.46","0","99","12","16"
"1990","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1990","indirect migration background","Urban Area","16.78","10.86","38","6","8","16","30","80","11.51","22.05","1","80","8","20"
"1990","no migration background","Rural Area","19.62","15","952","4","8","25","43","80","18.57","20.67","0","99","15","16"
"1990","no migration background","Urban Area","18.49","14","1555","4","8","22","40","80","17.69","19.29","0","99","12","15"
"1991","direct migration background","Rural Area","18.52","11.69","74","5","6","20","42","80","14.56","22.48","0","80","10","17"
"1991","direct migration background","Urban Area","18.44","15","390","5","8","24","40","63","16.92","19.96","0","99","12","15"
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","15.75","15.15","53","4","7","20","30","60","12.46","19.04","2","60","8","16"
