"year","e11102","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Employed","general elemantary","15.66","10","300","3","6","20","35","80","13.94","17.38","1","80","10","14"
"1986","Employed","higher education","22.32","17.73","237","4","10","26","50","90","19.74","24.9","0","99","15","20"
"1986","Employed","higher vocational","22.71","16","157","5","10","29","50","88","19.64","25.78","2","99","15","20"
"1986","Employed","in school","","","","","","","","","","","","","",""
"1986","Employed","inadequately","21.8","14.61","74","4","10","33","48","88","17.06","26.54","2","99","12","20"
"1986","Employed","middle vocational","18.53","12.07","994","4","8","20","40","80","17.48","19.58","0","99","12","15"
"1986","Employed","vocational + Abi","13.82","10","69","3","4","20","25","60","10.93","16.71","1","60","8","15"
"1986","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1986","Not Employed","higher education","","","","","","","","","","","","","",""
"1986","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1986","Not Employed","in school","","","","","","","","","","","","","",""
"1986","Not Employed","inadequately","","","","","","","","","","","","","",""
"1986","Not Employed","middle vocational","","","","","","","","","","","","","",""
"1986","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1987","Employed","general elemantary","","","","","","","","","","","","","",""
"1987","Employed","higher education","","","","","","","","","","","","","",""
"1987","Employed","higher vocational","","","","","","","","","","","","","",""
"1987","Employed","in school","","","","","","","","","","","","","",""
"1987","Employed","inadequately","","","","","","","","","","","","","",""
"1987","Employed","middle vocational","","","","","","","","","","","","","",""
"1987","Employed","vocational + Abi","","","","","","","","","","","","","",""
"1987","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1987","Not Employed","higher education","","","","","","","","","","","","","",""
"1987","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1987","Not Employed","in school","","","","","","","","","","","","","",""
"1987","Not Employed","inadequately","","","","","","","","","","","","","",""
"1987","Not Employed","middle vocational","","","","","","","","","","","","","",""
"1987","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1988","Employed","general elemantary","17.61","12","309","3","8","22","40","90","15.86","19.36","1","99","10","15"
"1988","Employed","higher education","22.43","20","232","4","8","30","50","80","19.95","24.91","1","99","15","20"
"1988","Employed","higher vocational","20.15","16","157","4","9","23","40","99","17.2","23.1","1","99","12","20"
"1988","Employed","in school","","","","","","","","","","","","","",""
"1988","Employed","inadequately","19.3","14.59","73","4","8","30","40","50","16.16","22.44","1","60","10","18"
"1988","Employed","middle vocational","18.59","12","966","4","8","22","40","81","17.48","19.7","1","99","10","14"
"1988","Employed","vocational + Abi","19.06","15.1","66","4","8","25","40","80","14.87","23.25","1","80","15","20"
"1988","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1988","Not Employed","higher education","","","","","","","","","","","","","",""
"1988","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1988","Not Employed","in school","","","","","","","","","","","","","",""
"1988","Not Employed","inadequately","","","","","","","","","","","","","",""
"1988","Not Employed","middle vocational","","","","","","","","","","","","","",""
"1988","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1989","Employed","general elemantary","16.57","10","302","3","6","20","38","75","14.73","18.41","1","99","10","15"
"1989","Employed","higher education","23.44","20","243","6","10","30","50","90","21.08","25.8","1","99","15","20"
"1989","Employed","higher vocational","19.78","16.5","139","5","10","25","40","80","17.33","22.23","2","80","12","20"
"1989","Employed","in school","","","","","","","","","","","","","",""
"1989","Employed","inadequately","20.06","10.58","82","3","8","24","40","99","16.68","23.44","0","99","10","20"
"1989","Employed","middle vocational","19.7","13.91","1029","4","8","24","40","99","18.56","20.84","0","99","12","15"
"1989","Employed","vocational + Abi","17.61","11.13","78","2","6","21","42","99","13.96","21.26","0","99","10","20"
"1989","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1989","Not Employed","higher education","","","","","","","","","","","","","",""
"1989","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1989","Not Employed","in school","","","","","","","","","","","","","",""
"1989","Not Employed","inadequately","","","","","","","","","","","","","",""
"1989","Not Employed","middle vocational","","","","","","","","","","","","","",""
"1989","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1990","Employed","general elemantary","16.19","12","325","4","7","20","35","60","14.68","17.7","0","99","10","14"
"1990","Employed","higher education","20.06","15","265","5","8","25","41","80","17.92","22.2","0","90","12","20"
"1990","Employed","higher vocational","19.25","15","146","5","10","22","40","99","16.55","21.95","2","99","12","18"
"1990","Employed","in school","","","","","","","","","","","","","",""
"1990","Employed","inadequately","15.21","10","68","2","8","20","37","60","11.46","18.96","2","78","10","16"
"1990","Employed","middle vocational","19.22","14","1054","4","8","24","41","85","18.16","20.28","0","99","12","15"
"1990","Employed","vocational + Abi","15.45","11.37","79","3","5","20","40","65","12.6","18.3","1","65","10","20"
"1990","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1990","Not Employed","higher education","","","","","","","","","","","","","",""
"1990","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1990","Not Employed","in school","","","","","","","","","","","","","",""
"1990","Not Employed","inadequately","","","","","","","","","","","","","",""
"1990","Not Employed","middle vocational","","","","","","","","","","","","","",""
"1990","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1991","Employed","general elemantary","17.06","12","328","4","7","20","35","99","15.18","18.94","1","99","10","12"
"1991","Employed","higher education","24.32","18","267","6","10","33","50","99","21.98","26.66","1","99","15","20"
"1991","Employed","higher vocational","18.88","15","156","5","8","21","40","70","16.45","21.31","2","99","10","20"
"1991","Employed","in school","","","","","","","","","","","","","",""
"1991","Employed","inadequately","17.13","14.38","74","5","8","20","30","60","13.06","21.2","0","90","10","20"
"1991","Employed","middle vocational","19.83","14","1134","4","8","25","44","99","18.79","20.87","0","99","12","15"
"1991","Employed","vocational + Abi","15.35","10","88","4","6","20","28","70","12.5","18.2","2","70","10","12"
"1991","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1991","Not Employed","higher education","","","","","","","","","","","","","",""
"1991","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1991","Not Employed","in school","","","","","","","","","","","","","",""
"1991","Not Employed","inadequately","","","","","","","","","","","","","",""
"1991","Not Employed","middle vocational","","","","","","","","","","","","","",""
"1991","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1992","Employed","general elemantary","18.02","11.74","323","4","6","20","40","99","16.04","20","0","99","10","14"
"1992","Employed","higher education","21.48","15","614","4","8","30","42","88","19.93","23.03","1","99","15","18"
"1992","Employed","higher vocational","18.3","12","219","4","8","24","40","70","16.06","20.54","1","90","10","16"
"1992","Employed","in school","","","","","","","","","","","","","",""
"1992","Employed","inadequately","17.23","14.07","69","5","7","20","40","85","13.61","20.85","2","85","10","16"
"1992","Employed","middle vocational","19.2","14","1607","4","8","24","40","95","18.36","20.04","0","99","12","15"
"1992","Employed","vocational + Abi","17.34","12","108","3","8","20","35","80","13.94","20.74","0","99","10","16"
"1992","Not Employed","general elemantary","","","","","","","","","","","","","",""
"1992","Not Employed","higher education","","","","","","","","","","","","","",""
"1992","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1992","Not Employed","in school","","","","","","","","","","","","","",""
