"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1986","college entrance qualification","West Germany","20.95","16","317","4","10","25","42","90","18.79","23.11","0","99","15","18"
"1986","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1986","lower secondary degree","West Germany","18.67","12","823","4","8","20","40","80","17.5","19.84","0","99","12","15"
"1986","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1986","no degree/no degree yet","West Germany","19.77","12.55","93","4","8","30","48","88","15.33","24.21","2","99","12","18"
"1986","Other degree","East Germany","","","","","","","","","","","","","",""
"1986","Other degree","West Germany","19.61","15","213","6","10","25","40","60","17.63","21.59","1","75","12","20"
"1986","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1986","secondary school degree","West Germany","18.17","12","400","4","6","23","40","80","16.55","19.79","0","99","10","15"
"1987","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1987","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1987","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1987","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1987","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1987","Other degree","East Germany","","","","","","","","","","","","","",""
"1987","Other degree","West Germany","","","","","","","","","","","","","",""
"1987","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1987","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1988","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1988","college entrance qualification","West Germany","20.93","16","334","4","8","25","42","80","18.92","22.94","1","99","14","18"
"1988","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1988","lower secondary degree","West Germany","18.89","12","825","4","8","22","40","90","17.68","20.1","1","99","11","15"
"1988","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1988","no degree/no degree yet","West Germany","16.94","10","84","5","8","20","39","60","13.61","20.27","1","90","10","16"
"1988","Other degree","East Germany","","","","","","","","","","","","","",""
"1988","Other degree","West Germany","20.56","16","181","6","10","30","42","60","18.23","22.89","2","80","12","20"
"1988","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1988","secondary school degree","West Germany","18.19","12","392","4","8","24","40","80","16.51","19.87","1","99","10","15"
"1989","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1989","college entrance qualification","West Germany","22.05","16","344","4","10","30","50","90","20.05","24.05","0","99","15","20"
"1989","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1989","lower secondary degree","West Germany","20.07","15","824","4","8","24","40","95","18.82","21.32","0","99","13","16"
"1989","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1989","no degree/no degree yet","West Germany","14.09","9.72","88","4","8","20","30","76","11.18","17","0","80","10","15"
"1989","Other degree","East Germany","","","","","","","","","","","","","",""
"1989","Other degree","West Germany","22.89","16","193","5","9","30","45","99","20.37","25.41","2","99","12","20"
"1989","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1989","secondary school degree","West Germany","17.03","10","436","3","6","20","38","99","15.49","18.57","1","99","10","12"
"1990","college entrance qualification","East Germany","18.03","15","189","5","8","25","40","80","15.66","20.4","1","99","10","15"
"1990","college entrance qualification","West Germany","19.53","15","369","4","6","25","41","80","17.73","21.33","0","99","12","16"
"1990","lower secondary degree","East Germany","21.04","16","314","6","10","30","43","80","19.34","22.74","0","81","15","17"
"1990","lower secondary degree","West Germany","19.52","15","851","4","8","23","40","85","18.39","20.65","0","99","12","15"
"1990","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1990","no degree/no degree yet","West Germany","15.57","10","77","4","8","20","28","60","12.02","19.12","2","78","10","16"
"1990","Other degree","East Germany","","","","","","","","","","","","","",""
"1990","Other degree","West Germany","19.76","15.72","195","4","10","24","40","90","17.45","22.07","1","99","14","20"
"1990","secondary school degree","East Germany","18.91","15","569","5","8","25","40","80","17.6","20.22","0","95","12","16"
"1990","secondary school degree","West Germany","16.7","12","443","4","6","20","35","80","15.23","18.17","0","99","10","12"
"1991","college entrance qualification","East Germany","22.27","15","161","4","8","25","50","99","18.7","25.84","2","99","15","20"
"1991","college entrance qualification","West Germany","21.99","15","395","4","9","28","50","99","20.1","23.88","1","99","12","17"
"1991","lower secondary degree","East Germany","26.21","20","175","6","10","35","50","99","23.06","29.36","2","99","15","20"
"1991","lower secondary degree","West Germany","20.67","15","888","4","8","25","47","99","19.45","21.89","0","99","12","15"
"1991","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","West Germany","17.53","15","85","5","8","23","32","60","13.8","21.26","0","90","10","20"
"1991","Other degree","East Germany","","","","","","","","","","","","","",""
"1991","Other degree","West Germany","18.57","14.67","187","4","10","24","40","63","16.3","20.84","0","99","10","16"
"1991","secondary school degree","East Germany","19.64","15","466","4","8","27","40","80","18.12","21.16","0","99","12","16"
"1991","secondary school degree","West Germany","17.16","12","508","4","8","20","38","85","15.81","18.51","0","99","10","14"
"1992","college entrance qualification","East Germany","22","15","188","4","8","30","50","99","19.07","24.93","0","99","10","19"
"1992","college entrance qualification","West Germany","19.51","15","391","4","8","26","40","80","17.74","21.28","0","99","12","16"
"1992","lower secondary degree","East Germany","24.11","20","183","6","10","30","46","99","21.17","27.05","0","99","15","20"
"1992","lower secondary degree","West Germany","19.39","13.61","842","4","8","25","40","86","18.2","20.58","0","99","12","15"
"1992","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","West Germany","17.03","14.75","80","3","7","20","40","85","13.79","20.27","0","85","10","16"
"1992","Other degree","East Germany","","","","","","","","","","","","","",""
"1992","Other degree","West Germany","18.07","14.91","161","5","10","20","40","80","15.81","20.33","2","80","12","18"
"1992","secondary school degree","East Germany","19.58","12","585","4","8","24","40","99","18.08","21.08","0","99","12","15"
"1992","secondary school degree","West Germany","17.48","12","509","4","7","20","40","70","16.1","18.86","1","99","10","12"
"1993","college entrance qualification","East Germany","21.77","18","183","5","9","30","44","90","18.9","24.64","0","99","14","20"
"1993","college entrance qualification","West Germany","20.76","15","379","4","9","26","45","90","18.83","22.69","1","99","12","16"
"1993","lower secondary degree","East Germany","22.62","16","188","5","10","28","50","99","19.8","25.44","0","99","12","20"
"1993","lower secondary degree","West Germany","17.77","12","742","4","8","20","40","90","16.48","19.06","0","99","10","13"
"1993","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","West Germany","21.56","20","57","3","8","30","50","99","17.05","26.07","1","99","10","20"
"1993","Other degree","East Germany","","","","","","","","","","","","","",""
"1993","Other degree","West Germany","17.21","15","127","3","8","24","32","60","14.48","19.94","1","99","12","20"
"1993","secondary school degree","East Germany","17.76","12","586","4","6","20","38","90","16.27","19.25","0","99","10","14"
"1993","secondary school degree","West Germany","18.56","12","515","4","6","20","40","95","17.01","20.11","0","99","10","14"
"1994","college entrance qualification","East Germany","21.45","15","212","4","9","30","40","80","18.98","23.92","2","99","13","20"
"1994","college entrance qualification","West Germany","20.97","16","393","5","8","30","40","90","19.07","22.87","1","99","12","18"
"1994","lower secondary degree","East Germany","24.72","16","192","6","10","32","50","99","21.9","27.54","1","99","12","20"
"1994","lower secondary degree","West Germany","17.45","10","742","4","7","20","40","99","16.16","18.74","0","99","10","12"
"1994","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1994","no degree/no degree yet","West Germany","19.38","18","44","4","7","30","48","52","15.09","23.67","0","52","9","22"
"1994","Other degree","East Germany","","","","","","","","","","","","","",""
"1994","Other degree","West Germany","20.04","14","132","3","8","30","50","70","17.23","22.85","1","80","10","18"
"1994","secondary school degree","East Germany","18.16","12","598","4","7","20","40","80","16.75","19.57","0","99","12","15"
"1994","secondary school degree","West Germany","18.06","12","515","4","8","20","40","88","16.63","19.49","1","99","10","12"
"1995","college entrance qualification","East Germany","23.13","15","206","5","8","35","60","90","20.26","26","1","99","10","17"
"1995","college entrance qualification","West Germany","21.88","16","457","4","10","30","49","80","20.16","23.6","1","99","15","19"
"1995","lower secondary degree","East Germany","22.56","16.34","181","5","9","30","40","90","19.72","25.4","0","99","14","20"
"1995","lower secondary degree","West Germany","19.17","14","809","4","8","23","40","80","17.98","20.36","1","99","12","15"
"1995","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1995","no degree/no degree yet","West Germany","17.62","14.81","61","2","8","25","40","60","14.08","21.16","2","66","10","20"
"1995","Other degree","East Germany","","","","","","","","","","","","","",""
"1995","Other degree","West Germany","19.54","15","196","5","9","26","40","80","17.34","21.74","2","99","12","16"
