"year","e11103","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","Full Time","(Married) couple without C.","20.06","15","343","4","8","25","45","90","18.26","21.86","1","99","12","16"
"1986","Full Time","1-pers.-HH","18.05","12","186","4","8","20","40","88","15.54","20.56","0","99","10","16"
"1986","Full Time","Couple + C. GT 16 ","17.96","12","310","4","7","20","40","90","16.11","19.81","1","99","10","14"
"1986","Full Time","Couple + C. LE 16","22.07","17.19","432","5","10","30","42","80","20.39","23.75","0","90","16","20"
"1986","Full Time","Couple + C. LE and GT 16","21.37","15","171","3","7","30","55","80","18.64","24.1","0","80","12","20"
"1986","Full Time","Single parent","15.11","10","60","3","6","20","30","80","11.42","18.8","1","80","8","14"
"1986","Not Working","(Married) couple without C.","","","","","","","","","","","","","",""
"1986","Not Working","1-pers.-HH","","","","","","","","","","","","","",""
"1986","Not Working","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1986","Not Working","Couple + C. LE 16","","","","","","","","","","","","","",""
"1986","Not Working","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1986","Not Working","Single parent","","","","","","","","","","","","","",""
"1986","Part Time","(Married) couple without C.","13.23","11.09","55","3","6","15","22","60","10.35","16.11","1","60","10","15"
"1986","Part Time","1-pers.-HH","","","","","","","","","","","","","",""
"1986","Part Time","Couple + C. GT 16 ","12","10","59","1","5","15","20","60","8.75","15.25","1","60","8","13"
"1986","Part Time","Couple + C. LE 16","17.08","12","70","4","6","20","40","76","12.78","21.38","1","76","10","17"
"1986","Part Time","Couple + C. LE and GT 16","10.77","10","31","4","6","15","20","24","7.85","13.69","2","40","6","15"
"1986","Part Time","Single parent","","","","","","","","","","","","","",""
"1987","Full Time","(Married) couple without C.","","","","","","","","","","","","","",""
"1987","Full Time","1-pers.-HH","","","","","","","","","","","","","",""
"1987","Full Time","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1987","Full Time","Couple + C. LE 16","","","","","","","","","","","","","",""
"1987","Full Time","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1987","Full Time","Single parent","","","","","","","","","","","","","",""
"1987","Not Working","(Married) couple without C.","","","","","","","","","","","","","",""
"1987","Not Working","1-pers.-HH","","","","","","","","","","","","","",""
"1987","Not Working","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1987","Not Working","Couple + C. LE 16","","","","","","","","","","","","","",""
"1987","Not Working","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1987","Not Working","Single parent","","","","","","","","","","","","","",""
"1987","Part Time","(Married) couple without C.","","","","","","","","","","","","","",""
"1987","Part Time","1-pers.-HH","","","","","","","","","","","","","",""
"1987","Part Time","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1987","Part Time","Couple + C. LE 16","","","","","","","","","","","","","",""
"1987","Part Time","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1987","Part Time","Single parent","","","","","","","","","","","","","",""
"1988","Full Time","(Married) couple without C.","20","15","353","5","8","22","40","99","18.13","21.87","1","99","12","16"
"1988","Full Time","1-pers.-HH","20.05","16","148","5","10","30","40","70","17.51","22.59","2","80","12","20"
