"year","age_gr","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","16-34 y.","Employed","16.92","12","800","3","6","20","40","80","15.85","17.99","0","99","12","15"
"1986","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1986","35-65 y.","Employed","20.56","15","1042","5","8","25","45","90","19.43","21.69","1","99","15","16"
"1986","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1986","66 and older","Employed","","","","","","","","","","","","","",""
"1986","66 and older","Not Employed","","","","","","","","","","","","","",""
"1987","16-34 y.","Employed","","","","","","","","","","","","","",""
"1987","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1987","35-65 y.","Employed","","","","","","","","","","","","","",""
"1987","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1987","66 and older","Employed","","","","","","","","","","","","","",""
"1987","66 and older","Not Employed","","","","","","","","","","","","","",""
"1988","16-34 y.","Employed","17.3","11","817","4","7","20","37","99","16.16","18.44","1","99","10","12"
"1988","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1988","35-65 y.","Employed","20.38","15","1003","4","8","25","42","80","19.28","21.48","1","99","13","16"
"1988","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1988","66 and older","Employed","","","","","","","","","","","","","",""
"1988","66 and older","Not Employed","","","","","","","","","","","","","",""
"1989","16-34 y.","Employed","18","12","868","4","7","20","40","99","16.81","19.19","0","99","10","12"
"1989","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1989","35-65 y.","Employed","21.07","15","1025","5","9","30","45","90","19.99","22.15","0","99","15","16"
"1989","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1989","66 and older","Employed","","","","","","","","","","","","","",""
"1989","66 and older","Not Employed","","","","","","","","","","","","","",""
"1990","16-34 y.","Employed","17.66","12","888","4","6","20","40","90","16.51","18.81","0","99","10","12"
"1990","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1990","35-65 y.","Employed","19.68","15","1065","4","8","25","40","80","18.71","20.65","0","99","14","16"
"1990","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1990","66 and older","Employed","","","","","","","","","","","","","",""
"1990","66 and older","Not Employed","","","","","","","","","","","","","",""
"1991","16-34 y.","Employed","17.96","12","923","4","7","21","40","99","16.91","19.01","0","99","10","12"
"1991","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1991","35-65 y.","Employed","21.22","15","1144","5","10","25","48","99","20.15","22.29","0","99","15","16"
"1991","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1991","66 and older","Employed","","","","","","","","","","","","","",""
"1991","66 and older","Not Employed","","","","","","","","","","","","","",""
"1992","16-34 y.","Employed","17.87","12","1336","4","7","21","40","99","16.94","18.8","0","99","10","12"
"1992","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1992","35-65 y.","Employed","20.43","15","1637","5","8","27","40","86","19.56","21.3","0","99","15","16"
"1992","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1992","66 and older","Employed","","","","","","","","","","","","","",""
"1992","66 and older","Not Employed","","","","","","","","","","","","","",""
"1993","16-34 y.","Employed","16.89","11","1223","3","6","20","39","90","15.93","17.85","0","99","10","12"
"1993","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1993","35-65 y.","Employed","20.4","15","1583","5","8","25","40","99","19.46","21.34","0","99","15","16"
"1993","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1993","66 and older","Employed","","","","","","","","","","","","","",""
"1993","66 and older","Not Employed","","","","","","","","","","","","","",""
"1994","16-34 y.","Employed","17.72","10","1282","4","6","20","40","99","16.79","18.65","0","99","10","12"
"1994","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1994","35-65 y.","Employed","19.82","15","1594","5","8","25","40","94","18.91","20.73","0","99","15","15"
"1994","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1994","66 and older","Employed","","","","","","","","","","","","","",""
"1994","66 and older","Not Employed","","","","","","","","","","","","","",""
"1995","16-34 y.","Employed","17.75","12","1413","4","6","20","40","80","16.86","18.64","0","99","10","12"
"1995","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"1995","35-65 y.","Employed","20.69","15","1753","4","9","25","43","90","19.84","21.54","0","99","15","15"
"1995","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"1995","66 and older","Employed","","","","","","","","","","","","","",""
"1995","66 and older","Not Employed","","","","","","","","","","","","","",""
