"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1986","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1986","direct migration background","(1a) inadequately completed","24.62","17.18","81","4","8","35","60","98","19.69","29.55","2","99","15","20"
"1986","direct migration background","(1b) general elementary school","19.59","12","127","5","8","27","48","60","16.96","22.22","2","64","10","20"
"1986","direct migration background","(1c) basic vocational qualification","16.78","12","125","3","5","20","40","70","14.2","19.36","1","70","12","20"
"1986","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1986","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1986","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1986","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1986","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1986","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1986","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1986","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1986","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1986","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1986","no migration background","(0) in school","","","","","","","","","","","","","",""
"1986","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1986","no migration background","(1b) general elementary school","17","12","115","4","6","20","35","80","13.92","20.08","1","80","10","15"
"1986","no migration background","(1c) basic vocational qualification","19.07","13.18","608","4","8","22","40","90","17.69","20.45","0","99","12","15"
"1986","no migration background","(2a) intermediate vocational","18.95","14","304","4","8","24","43","80","17.02","20.88","1","99","12","15"
"1986","no migration background","(2b) intermediate general qualification","11.02","8","53","3","4","13","28","48","8.06","13.98","1","48","5","10"
"1986","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1986","no migration background","(2c_voc) vocational maturity certificate","19.04","15","79","4","8","25","40","88","14.92","23.16","1","88","11","18"
"1986","no migration background","(3a) lower tertiary education","20.84","15","73","4","10","20","50","90","16.38","25.3","1","90","12","20"
"1986","no migration background","(3b) higher tertiary education","23.48","20","143","4","10","30","50","90","19.89","27.07","1","99","15","20"
"1987","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1987","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","direct migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1987","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1987","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1987","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1987","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1987","no migration background","(0) in school","","","","","","","","","","","","","",""
"1987","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1987","no migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1987","no migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1987","no migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1987","no migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1987","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
