"plh0180","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2006","Schleswig-Holstein","in school","","","","","0"
"0 Completely dissatisfied","2006","Schleswig-Holstein","inadequately","","","","","0"
"0 Completely dissatisfied","2006","Schleswig-Holstein","general elemantary","","","","","0"
"0 Completely dissatisfied","2006","Schleswig-Holstein","middle vocational","3","","","","0"
"0 Completely dissatisfied","2006","Schleswig-Holstein","vocational + Abi","","","","","0"
"0 Completely dissatisfied","2006","Schleswig-Holstein","higher vocational","","","","","0"
"0 Completely dissatisfied","2006","Schleswig-Holstein","higher education","2","","","","0"
"0 Completely dissatisfied","2006","Hamburg","in school","","","","","0"
"0 Completely dissatisfied","2006","Hamburg","inadequately","","","","","0"
"0 Completely dissatisfied","2006","Hamburg","general elemantary","","","","","0"
"0 Completely dissatisfied","2006","Hamburg","middle vocational","2","","","","0"
"0 Completely dissatisfied","2006","Hamburg","vocational + Abi","","","","","0"
"0 Completely dissatisfied","2006","Hamburg","higher vocational","","","","","0"
"0 Completely dissatisfied","2006","Hamburg","higher education","","","","","0"
"0 Completely dissatisfied","2006","Lower Saxony","in school","1","","","","0"
"0 Completely dissatisfied","2006","Lower Saxony","inadequately","1","","","","0"
"0 Completely dissatisfied","2006","Lower Saxony","general elemantary","3","","","","0"
"0 Completely dissatisfied","2006","Lower Saxony","middle vocational","9","","","","0"
"0 Completely dissatisfied","2006","Lower Saxony","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2006","Lower Saxony","higher vocational","1","","","","0"
"0 Completely dissatisfied","2006","Lower Saxony","higher education","","","","","0"
"0 Completely dissatisfied","2006","Bremen","in school","","","","","0"
"0 Completely dissatisfied","2006","Bremen","inadequately","","","","","0"
"0 Completely dissatisfied","2006","Bremen","general elemantary","","","","","0"
"0 Completely dissatisfied","2006","Bremen","middle vocational","","","","","0"
"0 Completely dissatisfied","2006","Bremen","vocational + Abi","","","","","0"
"0 Completely dissatisfied","2006","Bremen","higher vocational","","","","","0"
"0 Completely dissatisfied","2006","Bremen","higher education","2","","","","0"
"0 Completely dissatisfied","2006","North Rhine-Westphalia","in school","","","","","0"
"0 Completely dissatisfied","2006","North Rhine-Westphalia","inadequately","","","","","0"
"0 Completely dissatisfied","2006","North Rhine-Westphalia","general elemantary","1","","","","0"
"0 Completely dissatisfied","2006","North Rhine-Westphalia","middle vocational","13","","","","0"
"0 Completely dissatisfied","2006","North Rhine-Westphalia","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2006","North Rhine-Westphalia","higher vocational","2","","","","0"
"0 Completely dissatisfied","2006","North Rhine-Westphalia","higher education","3","","","","0"
"0 Completely dissatisfied","2006","Hesse","in school","1","","","","0"
"0 Completely dissatisfied","2006","Hesse","inadequately","","","","","0"
"0 Completely dissatisfied","2006","Hesse","general elemantary","3","","","","0"
"0 Completely dissatisfied","2006","Hesse","middle vocational","2","","","","0"
"0 Completely dissatisfied","2006","Hesse","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2006","Hesse","higher vocational","","","","","0"
"0 Completely dissatisfied","2006","Hesse","higher education","2","","","","0"
"0 Completely dissatisfied","2006","Rhineland-Palatinate,Saarland","in school","","","","","0"
"0 Completely dissatisfied","2006","Rhineland-Palatinate,Saarland","inadequately","1","","","","0"
"0 Completely dissatisfied","2006","Rhineland-Palatinate,Saarland","general elemantary","1","","","","0"
"0 Completely dissatisfied","2006","Rhineland-Palatinate,Saarland","middle vocational","3","","","","0"
"0 Completely dissatisfied","2006","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2006","Rhineland-Palatinate,Saarland","higher vocational","","","","","0"
"0 Completely dissatisfied","2006","Rhineland-Palatinate,Saarland","higher education","2","","","","0"
"0 Completely dissatisfied","2006","Baden-Württemberg","in school","","","","","0"
"0 Completely dissatisfied","2006","Baden-Württemberg","inadequately","1","","","","0"
"0 Completely dissatisfied","2006","Baden-Württemberg","general elemantary","5","","","","0"
"0 Completely dissatisfied","2006","Baden-Württemberg","middle vocational","3","","","","0"
"0 Completely dissatisfied","2006","Baden-Württemberg","vocational + Abi","1","","","","0"
