"plh0180","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2006","in school","Urban Area","1","","","","0"
"0 Completely dissatisfied","2006","in school","Rural Area","1","","","","0"
"0 Completely dissatisfied","2006","inadequately","Urban Area","2","","","","0"
"0 Completely dissatisfied","2006","inadequately","Rural Area","1","","","","0"
"0 Completely dissatisfied","2006","general elemantary","Urban Area","11","","","","0"
"0 Completely dissatisfied","2006","general elemantary","Rural Area","11","","","","0"
"0 Completely dissatisfied","2006","middle vocational","Urban Area","38","0.0096664139732997","0.00736581121994542","0.011967016726654","0"
"0 Completely dissatisfied","2006","middle vocational","Rural Area","25","","","","0"
"0 Completely dissatisfied","2006","vocational + Abi","Urban Area","5","","","","0"
"0 Completely dissatisfied","2006","vocational + Abi","Rural Area","1","","","","0"
"0 Completely dissatisfied","2006","higher vocational","Urban Area","6","","","","0"
"0 Completely dissatisfied","2006","higher vocational","Rural Area","","","","","0"
"0 Completely dissatisfied","2006","higher education","Urban Area","16","","","","0"
"0 Completely dissatisfied","2006","higher education","Rural Area","6","","","","0"
"1 on Scale 1 to 10","2006","inadequately","Urban Area","","","","","1"
"1 on Scale 1 to 10","2006","inadequately","Rural Area","3","","","","1"
"1 on Scale 1 to 10","2006","general elemantary","Urban Area","11","","","","1"
"1 on Scale 1 to 10","2006","higher vocational","Urban Area","1","","","","1"
"1 on Scale 1 to 10","2006","in school","Urban Area","1","","","","1"
"1 on Scale 1 to 10","2006","in school","Rural Area","1","","","","1"
"1 on Scale 1 to 10","2006","higher vocational","Rural Area","2","","","","1"
"1 on Scale 1 to 10","2006","higher education","Urban Area","12","","","","1"
"1 on Scale 1 to 10","2006","higher education","Rural Area","10","","","","1"
"1 on Scale 1 to 10","2006","general elemantary","Rural Area","5","","","","1"
"1 on Scale 1 to 10","2006","middle vocational","Urban Area","36","0.0076250145061589","0.00557962309691933","0.00967040591539847","1"
"1 on Scale 1 to 10","2006","middle vocational","Rural Area","22","","","","1"
"1 on Scale 1 to 10","2006","vocational + Abi","Urban Area","5","","","","1"
"1 on Scale 1 to 10","2006","vocational + Abi","Rural Area","4","","","","1"
"10 Completely satisfied","2006","in school","Urban Area","48","0.15970342751363","0.116327754719709","0.20307910030755","10"
"10 Completely satisfied","2006","in school","Rural Area","24","","","","10"
"10 Completely satisfied","2006","inadequately","Urban Area","32","0.198636123543496","0.13935485843102","0.257917388655972","10"
"10 Completely satisfied","2006","inadequately","Rural Area","10","","","","10"
"10 Completely satisfied","2006","general elemantary","Urban Area","273","0.16653102136761","0.148411472879645","0.184650569855574","10"
"10 Completely satisfied","2006","general elemantary","Rural Area","166","0.198520750186011","0.171318353927974","0.225723146444048","10"
"10 Completely satisfied","2006","middle vocational","Urban Area","1376","0.193171163088539","0.183888340733224","0.202453985443855","10"
"10 Completely satisfied","2006","middle vocational","Rural Area","727","0.191169764181494","0.178967108307216","0.203372420055772","10"
"10 Completely satisfied","2006","vocational + Abi","Urban Area","182","0.200033182140744","0.174142086342511","0.225924277938978","10"
"10 Completely satisfied","2006","vocational + Abi","Rural Area","36","0.1359012561711","0.0961858967832008","0.175616615559","10"
"10 Completely satisfied","2006","higher vocational","Urban Area","155","0.133314016756504","0.112565476308135","0.154062557204873","10"
"10 Completely satisfied","2006","higher vocational","Rural Area","102","0.178234877101206","0.147713802544537","0.208755951657875","10"
"10 Completely satisfied","2006","higher education","Urban Area","587","0.162890730359895","0.150156107413214","0.175625353306576","10"
"10 Completely satisfied","2006","higher education","Rural Area","205","0.156513309814347","0.136747004484627","0.176279615144066","10"
"2 on Scale 1 to 10","2006","in school","Rural Area","1","","","","2"
"2 on Scale 1 to 10","2006","inadequately","Urban Area","3","","","","2"
"2 on Scale 1 to 10","2006","general elemantary","Urban Area","26","","","","2"
"2 on Scale 1 to 10","2006","inadequately","Rural Area","2","","","","2"
"2 on Scale 1 to 10","2006","in school","Urban Area","3","","","","2"
"2 on Scale 1 to 10","2006","general elemantary","Rural Area","13","","","","2"
"2 on Scale 1 to 10","2006","middle vocational","Urban Area","77","0.0133740663783362","0.0106730564118183","0.0160750763448541","2"
"2 on Scale 1 to 10","2006","middle vocational","Rural Area","50","0.0152608931556118","0.0114566642474145","0.0190651220638091","2"
"2 on Scale 1 to 10","2006","vocational + Abi","Urban Area","18","","","","2"
"2 on Scale 1 to 10","2006","vocational + Abi","Rural Area","3","","","","2"
"2 on Scale 1 to 10","2006","higher vocational","Urban Area","19","","","","2"
"2 on Scale 1 to 10","2006","higher vocational","Rural Area","11","","","","2"
"2 on Scale 1 to 10","2006","higher education","Urban Area","33","0.0120991326472365","0.00832879163426919","0.0158694736602039","2"
"2 on Scale 1 to 10","2006","higher education","Rural Area","13","","","","2"
"3 on Scale 1 to 10","2006","in school","Urban Area","4","","","","3"
"3 on Scale 1 to 10","2006","in school","Rural Area","2","","","","3"
"3 on Scale 1 to 10","2006","inadequately","Urban Area","10","","","","3"
"3 on Scale 1 to 10","2006","inadequately","Rural Area","","","","","3"
"3 on Scale 1 to 10","2006","general elemantary","Urban Area","38","0.0364911621853897","0.0273715414483269","0.0456107829224526","3"
"3 on Scale 1 to 10","2006","general elemantary","Rural Area","16","","","","3"
"3 on Scale 1 to 10","2006","middle vocational","Urban Area","130","0.0267765967097855","0.0229808069755614","0.0305723864440096","3"
"3 on Scale 1 to 10","2006","middle vocational","Rural Area","63","0.0195028797434565","0.0152115824222353","0.0237941770646777","3"
"3 on Scale 1 to 10","2006","vocational + Abi","Urban Area","16","","","","3"
"3 on Scale 1 to 10","2006","vocational + Abi","Rural Area","4","","","","3"
"3 on Scale 1 to 10","2006","higher vocational","Urban Area","14","","","","3"
"3 on Scale 1 to 10","2006","higher vocational","Rural Area","11","","","","3"
"3 on Scale 1 to 10","2006","higher education","Urban Area","65","0.0276831642666511","0.022025220880472","0.0333411076528302","3"
"3 on Scale 1 to 10","2006","higher education","Rural Area","27","","","","3"
"4 on Scale 1 to 10","2006","in school","Urban Area","5","","","","4"
"4 on Scale 1 to 10","2006","in school","Rural Area","2","","","","4"
"4 on Scale 1 to 10","2006","inadequately","Urban Area","4","","","","4"
"4 on Scale 1 to 10","2006","inadequately","Rural Area","","","","","4"
"4 on Scale 1 to 10","2006","general elemantary","Urban Area","36","0.0250862008224388","0.017480212844233","0.0326921888006447","4"
"4 on Scale 1 to 10","2006","vocational + Abi","Urban Area","13","","","","4"
"4 on Scale 1 to 10","2006","vocational + Abi","Rural Area","4","","","","4"
"4 on Scale 1 to 10","2006","higher vocational","Urban Area","31","0.0379018089722229","0.0262455704291905","0.0495580475152553","4"
"4 on Scale 1 to 10","2006","higher vocational","Rural Area","11","","","","4"
"4 on Scale 1 to 10","2006","general elemantary","Rural Area","25","","","","4"
"4 on Scale 1 to 10","2006","middle vocational","Urban Area","180","0.031408372899949","0.0273071699542153","0.0355095758456828","4"
"4 on Scale 1 to 10","2006","middle vocational","Rural Area","89","0.0284047115341638","0.0232494112796732","0.0335600117886544","4"
"4 on Scale 1 to 10","2006","higher education","Urban Area","77","0.0267188863918464","0.0211576013592384","0.0322801714244545","4"
"4 on Scale 1 to 10","2006","higher education","Rural Area","37","0.0411835750108787","0.0303732064896148","0.0519939435321426","4"
