"plh0180","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2006","no migration background","in school","2","","","","0"
"0 Completely dissatisfied","2006","no migration background","inadequately","2","","","","0"
"0 Completely dissatisfied","2006","no migration background","general elemantary","14","","","","0"
"0 Completely dissatisfied","2006","no migration background","middle vocational","55","0.00835493271625025","0.00654354328179312","0.0101663221507074","0"
"0 Completely dissatisfied","2006","no migration background","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2006","no migration background","higher vocational","5","","","","0"
"0 Completely dissatisfied","2006","no migration background","higher education","18","","","","0"
"0 Completely dissatisfied","2006","direct migration background","in school","","","","","0"
"0 Completely dissatisfied","2006","direct migration background","inadequately","","","","","0"
"0 Completely dissatisfied","2006","direct migration background","general elemantary","7","","","","0"
"0 Completely dissatisfied","2006","direct migration background","middle vocational","6","","","","0"
"0 Completely dissatisfied","2006","direct migration background","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2006","direct migration background","higher vocational","1","","","","0"
"0 Completely dissatisfied","2006","direct migration background","higher education","3","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","in school","","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","inadequately","1","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","general elemantary","1","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","middle vocational","2","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","higher education","1","","","","0"
"1 on Scale 1 to 10","2006","no migration background","in school","2","","","","1"
"1 on Scale 1 to 10","2006","no migration background","higher vocational","3","","","","1"
"1 on Scale 1 to 10","2006","no migration background","inadequately","2","","","","1"
"1 on Scale 1 to 10","2006","no migration background","general elemantary","10","","","","1"
"1 on Scale 1 to 10","2006","no migration background","higher education","19","","","","1"
"1 on Scale 1 to 10","2006","no migration background","middle vocational","52","0.00749558077772079","0.00577913103115773","0.00921203052428385","1"
"1 on Scale 1 to 10","2006","no migration background","vocational + Abi","9","","","","1"
"1 on Scale 1 to 10","2006","direct migration background","in school","","","","","1"
"1 on Scale 1 to 10","2006","direct migration background","inadequately","1","","","","1"
"1 on Scale 1 to 10","2006","direct migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","2006","direct migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","middle vocational","2","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","higher education","","","","","1"
"1 on Scale 1 to 10","2006","direct migration background","general elemantary","4","","","","1"
"1 on Scale 1 to 10","2006","direct migration background","middle vocational","4","","","","1"
"1 on Scale 1 to 10","2006","direct migration background","higher education","3","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","in school","","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","inadequately","","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","general elemantary","2","","","","1"
"10 Completely satisfied","2006","direct migration background","general elemantary","84","0.138718686601907","0.109592109180987","0.167845264022827","10"
"10 Completely satisfied","2006","no migration background","higher education","721","0.16101262181063","0.149745828636145","0.172279414985116","10"
"10 Completely satisfied","2006","direct migration background","higher education","58","0.169118509415476","0.130609485347032","0.20762753348392","10"
"10 Completely satisfied","2006","no migration background","higher vocational","221","0.141220948830343","0.123296146571287","0.1591457510894","10"
"10 Completely satisfied","2006","no migration background","general elemantary","320","0.186616823977351","0.168300167749118","0.204933480205585","10"
"10 Completely satisfied","2006","no migration background","vocational + Abi","157","0.182113413984514","0.157362447412983","0.206864380556044","10"
"10 Completely satisfied","2006","direct migration background","in school","7","","","","10"
"10 Completely satisfied","2006","direct migration background","inadequately","19","","","","10"
"10 Completely satisfied","2006","direct migration background","middle vocational","178","0.219110830700819","0.192011211036405","0.246210450365233","10"
"10 Completely satisfied","2006","direct migration background","higher vocational","28","","","","10"
"10 Completely satisfied","2006","no migration background","inadequately","21","","","","10"
"10 Completely satisfied","2006","no migration background","middle vocational","1862","0.191071965130181","0.183248202737422","0.19889572752294","10"
"10 Completely satisfied","2006","no migration background","in school","56","0.167129340801178","0.124840320081933","0.209418361520424","10"
"10 Completely satisfied","2006","direct migration background","vocational + Abi","51","0.201516786897158","0.148389878523987","0.254643695270328","10"
"10 Completely satisfied","2006","indirect migration background","in school","9","","","","10"
"10 Completely satisfied","2006","indirect migration background","inadequately","2","","","","10"
"10 Completely satisfied","2006","indirect migration background","general elemantary","35","0.199484830200844","0.139589942269793","0.259379718131896","10"
"10 Completely satisfied","2006","indirect migration background","middle vocational","63","0.153158814408497","0.114990144884076","0.191327483932918","10"
"10 Completely satisfied","2006","indirect migration background","vocational + Abi","10","","","","10"
"10 Completely satisfied","2006","indirect migration background","higher vocational","8","","","","10"
