"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","general elemantary","1.26","1","852","1","1","1","2","5","1.21","1.31","1","5","1","1"
"1990","direct migration background","higher education","1.66","1","89","1","1","2","4","5","1.45","1.87","1","5","1","1"
"1990","direct migration background","higher vocational","1.47","1","49","1","1","2","2","4","1.26","1.68","1","4","1","1"
"1990","direct migration background","in school","","","","","","","","","","","","","",""
"1990","direct migration background","inadequately","1.42","1","550","1","1","1","2","5","1.35","1.49","1","5","1","1"
"1990","direct migration background","middle vocational","1.2","1","799","1","1","1","2","4","1.16","1.24","1","5","1","1"
"1990","direct migration background","vocational + Abi","1.43","1","96","1","1","2","2","5","1.27","1.59","1","5","1","1"
"1990","indirect migration background","general elemantary","1.25","1","115","1","1","1","2","4","1.12","1.38","1","4","1","1"
"1990","indirect migration background","higher education","","","","","","","","","","","","","",""
"1990","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1990","indirect migration background","in school","1.18","1","33","1","1","1","2","3","0.95","1.41","1","4","1","1"
"1990","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1990","indirect migration background","middle vocational","1.4","1","96","1","1","1","2","4","1.22","1.58","1","5","1","1"
"1990","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1990","no migration background","general elemantary","1.32","1","1504","1","1","1","2","5","1.28","1.36","1","5","1","1"
"1990","no migration background","higher education","1.55","1","603","1","1","2","3","5","1.47","1.63","1","5","1","1"
"1990","no migration background","higher vocational","1.36","1","459","1","1","1","2","5","1.29","1.43","1","5","1","1"
"1990","no migration background","in school","1.39","1","101","1","1","2","2","4","1.25","1.53","1","4","1","1"
"1990","no migration background","inadequately","1.28","1","65","1","1","1","2","5","1.05","1.51","1","5","1","1"
"1990","no migration background","middle vocational","1.3","1","3653","1","1","1","2","4","1.28","1.32","1","5","1","1"
"1990","no migration background","vocational + Abi","1.53","1","191","1","1","2","2","5","1.41","1.65","1","5","1","1"
"1991","direct migration background","general elemantary","","","","","","","","","","","","","",""
"1991","direct migration background","higher education","","","","","","","","","","","","","",""
"1991","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1991","direct migration background","in school","","","","","","","","","","","","","",""
"1991","direct migration background","inadequately","","","","","","","","","","","","","",""
"1991","direct migration background","middle vocational","","","","","","","","","","","","","",""
"1991","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1991","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1991","indirect migration background","higher education","","","","","","","","","","","","","",""
"1991","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1991","indirect migration background","in school","","","","","","","","","","","","","",""
"1991","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1991","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1991","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
