"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","1.38","1","6144","1","1","2","2","4","1.36","1.4","1","5","1","1"
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","1.26","1","3327","1","1","1","2","5","1.24","1.28","1","5","1","1"
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","","","","","","","","","","","","","",""
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","","","","","","","","","","","","","",""
"1992","Employed","East Germany","","","","","","","","","","","","","",""
"1992","Employed","West Germany","","","","","","","","","","","","","",""
"1992","Not Employed","East Germany","","","","","","","","","","","","","",""
"1992","Not Employed","West Germany","","","","","","","","","","","","","",""
"1993","Employed","East Germany","","","","","","","","","","","","","",""
"1993","Employed","West Germany","","","","","","","","","","","","","",""
"1993","Not Employed","East Germany","","","","","","","","","","","","","",""
"1993","Not Employed","West Germany","","","","","","","","","","","","","",""
"1994","Employed","East Germany","","","","","","","","","","","","","",""
"1994","Employed","West Germany","","","","","","","","","","","","","",""
"1994","Not Employed","East Germany","","","","","","","","","","","","","",""
"1994","Not Employed","West Germany","","","","","","","","","","","","","",""
"1995","Employed","East Germany","1.24","1","2385","1","1","1","2","5","1.21","1.27","1","5","1","1"
"1995","Employed","West Germany","1.33","1","6107","1","1","1","2","4","1.31","1.35","1","5","1","1"
"1995","Not Employed","East Germany","1.12","1","1305","1","1","1","1","4","1.09","1.15","1","5","1","1"
"1995","Not Employed","West Germany","1.22","1","3497","1","1","1","2","5","1.2","1.24","1","5","1","1"
"1996","Employed","East Germany","","","","","","","","","","","","","",""
"1996","Employed","West Germany","","","","","","","","","","","","","",""
"1996","Not Employed","East Germany","","","","","","","","","","","","","",""
"1996","Not Employed","West Germany","","","","","","","","","","","","","",""
"1997","Employed","East Germany","","","","","","","","","","","","","",""
"1997","Employed","West Germany","","","","","","","","","","","","","",""
"1997","Not Employed","East Germany","","","","","","","","","","","","","",""
"1997","Not Employed","West Germany","","","","","","","","","","","","","",""
"1998","Employed","East Germany","1.24","1","2442","1","1","1","2","4","1.21","1.27","1","5","1","1"
"1998","Employed","West Germany","1.33","1","6400","1","1","1","2","5","1.31","1.35","1","5","1","1"
"1998","Not Employed","East Germany","1.11","1","1422","1","1","1","1","4","1.08","1.14","1","5","1","1"
"1998","Not Employed","West Germany","1.18","1","3980","1","1","1","2","5","1.16","1.2","1","5","1","1"
"1999","Employed","East Germany","","","","","","","","","","","","","",""
"1999","Employed","West Germany","","","","","","","","","","","","","",""
"1999","Not Employed","East Germany","","","","","","","","","","","","","",""
"1999","Not Employed","West Germany","","","","","","","","","","","","","",""
"2000","Employed","East Germany","","","","","","","","","","","","","",""
"2000","Employed","West Germany","","","","","","","","","","","","","",""
