"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","1.31","1","2530","1","1","1","2","5","1.28","1.34","1","5","1","1"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","1.31","1","293","1","1","1","2","4","1.22","1.4","1","5","1","1"
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","1.34","1","6648","1","1","1","2","4","1.32","1.36","1","5","1","1"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","","","","","","","","","","","","","",""
"1992","direct migration background","East Germany","","","","","","","","","","","","","",""
"1992","direct migration background","West Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1992","no migration background","East Germany","","","","","","","","","","","","","",""
"1992","no migration background","West Germany","","","","","","","","","","","","","",""
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
"1993","direct migration background","West Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1993","no migration background","East Germany","","","","","","","","","","","","","",""
"1993","no migration background","West Germany","","","","","","","","","","","","","",""
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1994","no migration background","East Germany","","","","","","","","","","","","","",""
"1994","no migration background","West Germany","","","","","","","","","","","","","",""
"1995","direct migration background","East Germany","1.12","1","143","1","1","1","2","3","1.05","1.19","1","4","1","1"
"1995","direct migration background","West Germany","1.26","1","2643","1","1","1","2","5","1.23","1.29","1","5","1","1"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","1.29","1","493","1","1","1","2","5","1.23","1.35","1","5","1","1"
"1995","no migration background","East Germany","1.19","1","3531","1","1","1","2","4","1.17","1.21","1","5","1","1"
"1995","no migration background","West Germany","1.29","1","6468","1","1","1","2","5","1.27","1.31","1","5","1","1"
"1996","direct migration background","East Germany","","","","","","","","","","","","","",""
"1996","direct migration background","West Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1996","no migration background","East Germany","","","","","","","","","","","","","",""
"1996","no migration background","West Germany","","","","","","","","","","","","","",""
"1997","direct migration background","East Germany","","","","","","","","","","","","","",""
"1997","direct migration background","West Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1997","no migration background","East Germany","","","","","","","","","","","","","",""
"1997","no migration background","West Germany","","","","","","","","","","","","","",""
"1998","direct migration background","East Germany","1.19","1","118","1","1","1","1","4","1.09","1.29","1","4","1","1"
"1998","direct migration background","West Germany","1.23","1","2286","1","1","1","2","5","1.2","1.26","1","5","1","1"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","1.27","1","576","1","1","1","2","5","1.21","1.33","1","5","1","1"
"1998","no migration background","East Germany","1.18","1","3721","1","1","1","2","4","1.16","1.2","1","5","1","1"
"1998","no migration background","West Germany","1.27","1","7518","1","1","1","2","5","1.25","1.29","1","5","1","1"
"1999","direct migration background","East Germany","","","","","","","","","","","","","",""
"1999","direct migration background","West Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1999","no migration background","East Germany","","","","","","","","","","","","","",""
"1999","no migration background","West Germany","","","","","","","","","","","","","",""
"2000","direct migration background","East Germany","","","","","","","","","","","","","",""
"2000","direct migration background","West Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2000","no migration background","East Germany","","","","","","","","","","","","","",""
"2000","no migration background","West Germany","","","","","","","","","","","","","",""
"2001","direct migration background","East Germany","","","","","","","","","","","","","",""
"2001","direct migration background","West Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2001","no migration background","East Germany","","","","","","","","","","","","","",""
"2001","no migration background","West Germany","","","","","","","","","","","","","",""
"2002","direct migration background","East Germany","","","","","","","","","","","","","",""
"2002","direct migration background","West Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2002","no migration background","East Germany","","","","","","","","","","","","","",""
"2002","no migration background","West Germany","","","","","","","","","","","","","",""
"2003","direct migration background","East Germany","1.2","1","105","1","1","1","2","5","1.1","1.3","1","5","1","1"
"2003","direct migration background","West Germany","1.25","1","2525","1","1","1","2","5","1.22","1.28","1","5","1","1"
"2003","indirect migration background","East Germany","1.32","1","32","1","1","1","2","5","1.04","1.6","1","5","1","1"
"2003","indirect migration background","West Germany","1.27","1","753","1","1","1","2","5","1.22","1.32","1","5","1","1"
"2003","no migration background","East Germany","1.19","1","5218","1","1","1","2","4","1.17","1.21","1","5","1","1"
"2003","no migration background","West Germany","1.22","1","13584","1","1","1","2","5","1.21","1.23","1","5","1","1"
"2004","direct migration background","East Germany","","","","","","","","","","","","","",""
"2004","direct migration background","West Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2004","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2004","no migration background","East Germany","","","","","","","","","","","","","",""
"2004","no migration background","West Germany","","","","","","","","","","","","","",""
"2005","direct migration background","East Germany","","","","","","","","","","","","","",""
"2005","direct migration background","West Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2005","no migration background","East Germany","","","","","","","","","","","","","",""
"2005","no migration background","West Germany","","","","","","","","","","","","","",""
