"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1990","direct migration background","(1a) inadequately completed","1.41","1","612","1","1","1","2","5","1.34","1.48","1","5","1","1"
"1990","direct migration background","(1b) general elementary school","1.23","1","806","1","1","1","2","5","1.18","1.28","1","5","1","1"
"1990","direct migration background","(1c) basic vocational qualification","1.18","1","568","1","1","1","2","4","1.13","1.23","1","5","1","1"
"1990","direct migration background","(2a) intermediate vocational","1.29","1","94","1","1","1","2","4","1.16","1.42","1","4","1","1"
"1990","direct migration background","(2b) intermediate general qualification","1.53","1","50","1","1","2","4","4","1.3","1.76","1","4","1","1"
"1990","direct migration background","(2c_gen) general maturity certificate","1.41","1","89","1","1","2","2","5","1.21","1.61","1","5","1","1"
"1990","direct migration background","(2c_voc) vocational maturity certificate","1.46","1","111","1","1","2","2","4","1.31","1.61","1","5","1","1"
"1990","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","direct migration background","(3b) higher tertiary education","1.74","1","62","1","1","2","4","5","1.49","1.99","1","5","1","1"
"1990","indirect migration background","(0) in school","1.18","1","33","1","1","1","2","3","0.95","1.41","1","4","1","1"
"1990","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1990","indirect migration background","(1b) general elementary school","1.18","1","85","1","1","1","2","4","1.06","1.3","1","4","1","1"
"1990","indirect migration background","(1c) basic vocational qualification","1.14","1","59","1","1","1","2","2","0.95","1.33","1","5","1","1"
"1990","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1990","indirect migration background","(2b) intermediate general qualification","1.37","1","34","1","1","1","2","4","1.06","1.68","1","4","1","1"
"1990","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1990","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1990","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1990","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1990","no migration background","(0) in school","1.39","1","101","1","1","2","2","4","1.25","1.53","1","4","1","1"
"1990","no migration background","(1a) inadequately completed","1.22","1","56","1","1","1","2","4","1.02","1.42","1","4","1","1"
"1990","no migration background","(1b) general elementary school","1.29","1","1248","1","1","1","2","5","1.25","1.33","1","5","1","1"
"1990","no migration background","(1c) basic vocational qualification","1.26","1","2593","1","1","1","2","4","1.23","1.29","1","5","1","1"
