"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","Female","1.26","1","1196","1","1","1","2","5","1.22","1.3","1","5","1","1"
"1990","direct migration background","Male","1.35","1","1334","1","1","1","2","5","1.31","1.39","1","5","1","1"
"1990","indirect migration background","Female","1.36","1","149","1","1","1","2","4","1.22","1.5","1","5","1","1"
"1990","indirect migration background","Male","1.26","1","144","1","1","1","2","5","1.15","1.37","1","5","1","1"
"1990","no migration background","Female","1.34","1","3456","1","1","1","2","5","1.31","1.37","1","5","1","1"
"1990","no migration background","Male","1.33","1","3192","1","1","1","2","4","1.3","1.36","1","5","1","1"
"1991","direct migration background","Female","","","","","","","","","","","","","",""
"1991","direct migration background","Male","","","","","","","","","","","","","",""
"1991","indirect migration background","Female","","","","","","","","","","","","","",""
"1991","indirect migration background","Male","","","","","","","","","","","","","",""
"1991","no migration background","Female","","","","","","","","","","","","","",""
"1991","no migration background","Male","","","","","","","","","","","","","",""
"1992","direct migration background","Female","","","","","","","","","","","","","",""
"1992","direct migration background","Male","","","","","","","","","","","","","",""
"1992","indirect migration background","Female","","","","","","","","","","","","","",""
"1992","indirect migration background","Male","","","","","","","","","","","","","",""
"1992","no migration background","Female","","","","","","","","","","","","","",""
"1992","no migration background","Male","","","","","","","","","","","","","",""
"1993","direct migration background","Female","","","","","","","","","","","","","",""
"1993","direct migration background","Male","","","","","","","","","","","","","",""
"1993","indirect migration background","Female","","","","","","","","","","","","","",""
"1993","indirect migration background","Male","","","","","","","","","","","","","",""
"1993","no migration background","Female","","","","","","","","","","","","","",""
"1993","no migration background","Male","","","","","","","","","","","","","",""
"1994","direct migration background","Female","","","","","","","","","","","","","",""
"1994","direct migration background","Male","","","","","","","","","","","","","",""
"1994","indirect migration background","Female","","","","","","","","","","","","","",""
"1994","indirect migration background","Male","","","","","","","","","","","","","",""
"1994","no migration background","Female","","","","","","","","","","","","","",""
"1994","no migration background","Male","","","","","","","","","","","","","",""
"1995","direct migration background","Female","1.27","1","1379","1","1","1","2","5","1.24","1.3","1","5","1","1"
"1995","direct migration background","Male","1.22","1","1407","1","1","1","2","5","1.19","1.25","1","5","1","1"
"1995","indirect migration background","Female","1.32","1","255","1","1","1","2","5","1.23","1.41","1","5","1","1"
"1995","indirect migration background","Male","1.25","1","254","1","1","1","2","4","1.18","1.32","1","5","1","1"
"1995","no migration background","Female","1.27","1","5257","1","1","1","2","5","1.25","1.29","1","5","1","1"
"1995","no migration background","Male","1.26","1","4742","1","1","1","2","4","1.24","1.28","1","5","1","1"
"1996","direct migration background","Female","","","","","","","","","","","","","",""
"1996","direct migration background","Male","","","","","","","","","","","","","",""
"1996","indirect migration background","Female","","","","","","","","","","","","","",""
"1996","indirect migration background","Male","","","","","","","","","","","","","",""
"1996","no migration background","Female","","","","","","","","","","","","","",""
"1996","no migration background","Male","","","","","","","","","","","","","",""
"1997","direct migration background","Female","","","","","","","","","","","","","",""
"1997","direct migration background","Male","","","","","","","","","","","","","",""
"1997","indirect migration background","Female","","","","","","","","","","","","","",""
"1997","indirect migration background","Male","","","","","","","","","","","","","",""
"1997","no migration background","Female","","","","","","","","","","","","","",""
"1997","no migration background","Male","","","","","","","","","","","","","",""
"1998","direct migration background","Female","1.24","1","1186","1","1","1","2","4","1.2","1.28","1","5","1","1"
"1998","direct migration background","Male","1.21","1","1218","1","1","1","2","5","1.17","1.25","1","5","1","1"
"1998","indirect migration background","Female","1.3","1","292","1","1","1","2","5","1.22","1.38","1","5","1","1"
"1998","indirect migration background","Male","1.24","1","309","1","1","1","2","4","1.17","1.31","1","5","1","1"
"1998","no migration background","Female","1.26","1","5880","1","1","1","2","5","1.24","1.28","1","5","1","1"
"1998","no migration background","Male","1.25","1","5359","1","1","1","2","4","1.23","1.27","1","5","1","1"
"1999","direct migration background","Female","","","","","","","","","","","","","",""
"1999","direct migration background","Male","","","","","","","","","","","","","",""
