"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","Rural Area","1.39","1","314","1","1","1","2","5","1.31","1.47","1","5","1","1"
"1990","direct migration background","Urban Area","1.29","1","2216","1","1","1","2","5","1.26","1.32","1","5","1","1"
"1990","indirect migration background","Rural Area","1.12","1","37","1","1","1","2","2","0.97","1.27","1","2","1","1"
"1990","indirect migration background","Urban Area","1.34","1","256","1","1","1","2","4","1.24","1.44","1","5","1","1"
"1990","no migration background","Rural Area","1.32","1","1559","1","1","1","2","4","1.28","1.36","1","5","1","1"
"1990","no migration background","Urban Area","1.34","1","5089","1","1","1","2","5","1.32","1.36","1","5","1","1"
"1991","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1991","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1991","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1991","no migration background","Rural Area","","","","","","","","","","","","","",""
"1991","no migration background","Urban Area","","","","","","","","","","","","","",""
"1992","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1992","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1992","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1992","no migration background","Rural Area","","","","","","","","","","","","","",""
"1992","no migration background","Urban Area","","","","","","","","","","","","","",""
"1993","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1993","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1993","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1993","no migration background","Rural Area","","","","","","","","","","","","","",""
"1993","no migration background","Urban Area","","","","","","","","","","","","","",""
"1994","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1994","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1994","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1994","no migration background","Rural Area","","","","","","","","","","","","","",""
"1994","no migration background","Urban Area","","","","","","","","","","","","","",""
"1995","direct migration background","Rural Area","1.28","1","460","1","1","1","2","5","1.23","1.33","1","5","1","1"
"1995","direct migration background","Urban Area","1.24","1","2326","1","1","1","2","5","1.21","1.27","1","5","1","1"
"1995","indirect migration background","Rural Area","1.15","1","74","1","1","1","2","2","1.05","1.25","1","3","1","1"
"1995","indirect migration background","Urban Area","1.31","1","435","1","1","1","2","5","1.24","1.38","1","5","1","1"
"1995","no migration background","Rural Area","1.27","1","3921","1","1","1","2","4","1.25","1.29","1","5","1","1"
"1995","no migration background","Urban Area","1.27","1","6078","1","1","1","2","5","1.25","1.29","1","5","1","1"
"1996","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1996","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1996","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1996","no migration background","Rural Area","","","","","","","","","","","","","",""
"1996","no migration background","Urban Area","","","","","","","","","","","","","",""
"1997","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1997","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1997","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1997","no migration background","Rural Area","","","","","","","","","","","","","",""
"1997","no migration background","Urban Area","","","","","","","","","","","","","",""
"1998","direct migration background","Rural Area","1.2","1","405","1","1","1","2","5","1.15","1.25","1","5","1","1"
"1998","direct migration background","Urban Area","1.23","1","1999","1","1","1","2","4","1.2","1.26","1","5","1","1"
"1998","indirect migration background","Rural Area","1.17","1","88","1","1","1","2","4","1.08","1.26","1","4","1","1"
"1998","indirect migration background","Urban Area","1.28","1","513","1","1","1","2","5","1.22","1.34","1","5","1","1"
"1998","no migration background","Rural Area","1.24","1","4368","1","1","1","2","5","1.22","1.26","1","5","1","1"
"1998","no migration background","Urban Area","1.26","1","6871","1","1","1","2","5","1.24","1.28","1","5","1","1"
"1999","direct migration background","Rural Area","","","","","","","","","","","","","",""
"1999","direct migration background","Urban Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1999","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"1999","no migration background","Rural Area","","","","","","","","","","","","","",""
"1999","no migration background","Urban Area","","","","","","","","","","","","","",""
"2000","direct migration background","Rural Area","","","","","","","","","","","","","",""
