"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Rural Area","Female","1.34","1","974","1","1","1","2","5","1.29","1.39","1","5","1","1"
"1990","Rural Area","Male","1.31","1","936","1","1","1","2","4","1.26","1.36","1","5","1","1"
"1990","Urban Area","Female","1.33","1","3827","1","1","1","2","5","1.31","1.35","1","5","1","1"
"1990","Urban Area","Male","1.34","1","3734","1","1","1","2","4","1.32","1.36","1","5","1","1"
"1991","Rural Area","Female","","","","","","","","","","","","","",""
"1991","Rural Area","Male","","","","","","","","","","","","","",""
"1991","Urban Area","Female","","","","","","","","","","","","","",""
"1991","Urban Area","Male","","","","","","","","","","","","","",""
"1992","Rural Area","Female","","","","","","","","","","","","","",""
"1992","Rural Area","Male","","","","","","","","","","","","","",""
"1992","Urban Area","Female","","","","","","","","","","","","","",""
"1992","Urban Area","Male","","","","","","","","","","","","","",""
"1993","Rural Area","Female","","","","","","","","","","","","","",""
"1993","Rural Area","Male","","","","","","","","","","","","","",""
"1993","Urban Area","Female","","","","","","","","","","","","","",""
"1993","Urban Area","Male","","","","","","","","","","","","","",""
"1994","Rural Area","Female","","","","","","","","","","","","","",""
"1994","Rural Area","Male","","","","","","","","","","","","","",""
"1994","Urban Area","Female","","","","","","","","","","","","","",""
"1994","Urban Area","Male","","","","","","","","","","","","","",""
"1995","Rural Area","Female","1.29","1","2295","1","1","1","2","5","1.26","1.32","1","5","1","1"
"1995","Rural Area","Male","1.24","1","2160","1","1","1","2","4","1.21","1.27","1","5","1","1"
"1995","Urban Area","Female","1.26","1","4596","1","1","1","2","5","1.24","1.28","1","5","1","1"
"1995","Urban Area","Male","1.26","1","4243","1","1","1","2","5","1.24","1.28","1","5","1","1"
"1996","Rural Area","Female","","","","","","","","","","","","","",""
"1996","Rural Area","Male","","","","","","","","","","","","","",""
"1996","Urban Area","Female","","","","","","","","","","","","","",""
"1996","Urban Area","Male","","","","","","","","","","","","","",""
"1997","Rural Area","Female","","","","","","","","","","","","","",""
"1997","Rural Area","Male","","","","","","","","","","","","","",""
"1997","Urban Area","Female","","","","","","","","","","","","","",""
"1997","Urban Area","Male","","","","","","","","","","","","","",""
"1998","Rural Area","Female","1.23","1","2488","1","1","1","2","4","1.2","1.26","1","5","1","1"
"1998","Rural Area","Male","1.25","1","2373","1","1","1","2","5","1.22","1.28","1","5","1","1"
"1998","Urban Area","Female","1.27","1","4870","1","1","1","2","5","1.25","1.29","1","5","1","1"
"1998","Urban Area","Male","1.24","1","4513","1","1","1","2","4","1.22","1.26","1","5","1","1"
"1999","Rural Area","Female","","","","","","","","","","","","","",""
"1999","Rural Area","Male","","","","","","","","","","","","","",""
"1999","Urban Area","Female","","","","","","","","","","","","","",""
"1999","Urban Area","Male","","","","","","","","","","","","","",""
"2000","Rural Area","Female","","","","","","","","","","","","","",""
"2000","Rural Area","Male","","","","","","","","","","","","","",""
"2000","Urban Area","Female","","","","","","","","","","","","","",""
"2000","Urban Area","Male","","","","","","","","","","","","","",""
"2001","Rural Area","Female","","","","","","","","","","","","","",""
"2001","Rural Area","Male","","","","","","","","","","","","","",""
"2001","Urban Area","Female","","","","","","","","","","","","","",""
"2001","Urban Area","Male","","","","","","","","","","","","","",""
"2002","Rural Area","Female","","","","","","","","","","","","","",""
"2002","Rural Area","Male","","","","","","","","","","","","","",""
"2002","Urban Area","Female","","","","","","","","","","","","","",""
"2002","Urban Area","Male","","","","","","","","","","","","","",""
"2003","Rural Area","Female","1.21","1","3772","1","1","1","2","5","1.19","1.23","1","5","1","1"
"2003","Rural Area","Male","1.22","1","3551","1","1","1","2","5","1.2","1.24","1","5","1","1"
"2003","Urban Area","Female","1.21","1","7751","1","1","1","2","5","1.2","1.22","1","5","1","1"
"2003","Urban Area","Male","1.23","1","7143","1","1","1","2","5","1.21","1.25","1","5","1","1"
"2004","Rural Area","Female","","","","","","","","","","","","","",""
"2004","Rural Area","Male","","","","","","","","","","","","","",""
"2004","Urban Area","Female","","","","","","","","","","","","","",""
"2004","Urban Area","Male","","","","","","","","","","","","","",""
"2005","Rural Area","Female","","","","","","","","","","","","","",""
"2005","Rural Area","Male","","","","","","","","","","","","","",""
"2005","Urban Area","Female","","","","","","","","","","","","","",""
"2005","Urban Area","Male","","","","","","","","","","","","","",""
"2006","Rural Area","Female","","","","","","","","","","","","","",""
"2006","Rural Area","Male","","","","","","","","","","","","","",""
"2006","Urban Area","Female","","","","","","","","","","","","","",""
"2006","Urban Area","Male","","","","","","","","","","","","","",""
"2007","Rural Area","Female","","","","","","","","","","","","","",""
"2007","Rural Area","Male","","","","","","","","","","","","","",""
"2007","Urban Area","Female","","","","","","","","","","","","","",""
"2007","Urban Area","Male","","","","","","","","","","","","","",""
"2008","Rural Area","Female","1.25","1","3398","1","1","1","2","5","1.23","1.27","1","5","1","1"
"2008","Rural Area","Male","1.27","1","3154","1","1","1","2","5","1.25","1.29","1","5","1","1"
"2008","Urban Area","Female","1.27","1","6756","1","1","1","2","5","1.25","1.29","1","5","1","1"
"2008","Urban Area","Male","1.26","1","6062","1","1","1","2","5","1.24","1.28","1","5","1","1"
"2009","Rural Area","Female","","","","","","","","","","","","","",""
"2009","Rural Area","Male","","","","","","","","","","","","","",""
"2009","Urban Area","Female","","","","","","","","","","","","","",""
"2009","Urban Area","Male","","","","","","","","","","","","","",""
"2010","Rural Area","Female","","","","","","","","","","","","","",""
"2010","Rural Area","Male","","","","","","","","","","","","","",""
"2010","Urban Area","Female","","","","","","","","","","","","","",""
