"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","direct migration background","1.67","1","117","1","1","2","4","5","1.49","1.85","1","5","1","1"
"1990","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1990","college entrance qualification","no migration background","1.54","1","1056","1","1","2","3","5","1.48","1.6","1","5","1","1"
"1990","lower secondary degree","direct migration background","1.18","1","585","1","1","1","2","4","1.13","1.23","1","5","1","1"
"1990","lower secondary degree","indirect migration background","1.15","1","135","1","1","1","2","4","1.04","1.26","1","5","1","1"
"1990","lower secondary degree","no migration background","1.27","1","3815","1","1","1","2","4","1.25","1.29","1","5","1","1"
"1990","no degree/no degree yet","direct migration background","1.4","1","633","1","1","1","2","5","1.34","1.46","1","5","1","1"
"1990","no degree/no degree yet","indirect migration background","1.29","1","48","1","1","1","2","5","1.06","1.52","1","5","1","1"
"1990","no degree/no degree yet","no migration background","1.33","1","157","1","1","2","2","4","1.22","1.44","1","4","1","1"
"1990","Other degree","direct migration background","1.27","1","955","1","1","1","2","5","1.22","1.32","1","5","1","1"
"1990","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1990","Other degree","no migration background","1.25","1","40","1","1","1","1","5","0.98","1.52","1","5","1","1"
"1990","secondary school degree","direct migration background","1.35","1","148","1","1","1","2","4","1.24","1.46","1","4","1","1"
"1990","secondary school degree","indirect migration background","1.2","1","53","1","1","1","2","4","0.97","1.43","1","4","1","1"
"1990","secondary school degree","no migration background","1.38","1","1483","1","1","2","2","4","1.34","1.42","1","5","1","1"
"1991","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1991","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1991","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1991","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1991","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1991","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1991","Other degree","direct migration background","","","","","","","","","","","","","",""
"1991","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1991","Other degree","no migration background","","","","","","","","","","","","","",""
"1991","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1991","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1991","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1992","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1992","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1992","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"1992","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"1992","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"1992","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1992","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1992","Other degree","direct migration background","","","","","","","","","","","","","",""
"1992","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1992","Other degree","no migration background","","","","","","","","","","","","","",""
"1992","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"1992","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1992","secondary school degree","no migration background","","","","","","","","","","","","","",""
"1993","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"1993","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1993","college entrance qualification","no migration background","","","","","","","","","","","","","",""
