"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","(Married) couple without C.","direct migration background","1.3","1","418","1","1","1","2","5","1.22","1.38","1","5","1","1"
"1990","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","no migration background","1.21","1","1862","1","1","1","2","4","1.18","1.24","1","5","1","1"
"1990","1-pers.-HH","direct migration background","1.42","1","161","1","1","2","2","5","1.27","1.57","1","5","1","1"
"1990","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1990","1-pers.-HH","no migration background","1.49","1","861","1","1","2","3","5","1.42","1.56","1","5","1","1"
"1990","Couple + C. GT 16 ","direct migration background","1.29","1","499","1","1","1","2","5","1.22","1.36","1","5","1","1"
"1990","Couple + C. GT 16 ","indirect migration background","1.4","1","126","1","1","2","2","4","1.26","1.54","1","4","1","1"
"1990","Couple + C. GT 16 ","no migration background","1.32","1","1426","1","1","1","2","4","1.28","1.36","1","5","1","1"
"1990","Couple + C. LE 16","direct migration background","1.26","1","677","1","1","1","2","4","1.21","1.31","1","5","1","1"
"1990","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1990","Couple + C. LE 16","no migration background","1.31","1","1374","1","1","1","2","4","1.27","1.35","1","5","1","1"
"1990","Couple + C. LE and GT 16","direct migration background","1.34","1","420","1","1","1","2","4","1.27","1.41","1","5","1","1"
"1990","Couple + C. LE and GT 16","indirect migration background","1.2","1","70","1","1","1","2","4","1.06","1.34","1","4","1","1"
"1990","Couple + C. LE and GT 16","no migration background","1.43","1","397","1","1","2","2","4","1.35","1.51","1","5","1","1"
"1990","Single parent","direct migration background","1.22","1","80","1","1","1","2","4","1.05","1.39","1","4","1","1"
"1990","Single parent","indirect migration background","","","","","","","","","","","","","",""
"1990","Single parent","no migration background","1.42","1","367","1","1","2","2","4","1.34","1.5","1","5","1","1"
"1991","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"1991","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"1991","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"1991","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"1991","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"1991","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"1991","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
