"plh0033","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","lower secondary degree","no migration background","1077","0.197537332281771","0.186893552817388","0.208181111746154"
"Big worries","1984","lower secondary degree","direct migration background","170","0.233339362190025","0.199439878373848","0.267238846006203"
"Big worries","1984","lower secondary degree","indirect migration background","","","",""
"Big worries","1984","secondary school degree","no migration background","221","0.12785267593657","0.112300589984225","0.143404761888915"
"Big worries","1984","secondary school degree","direct migration background","","","",""
"Big worries","1984","secondary school degree","indirect migration background","","","",""
"Big worries","1984","college entrance qualification","no migration background","152","0.132844682531502","0.113236787982069","0.152452577080934"
"Big worries","1984","college entrance qualification","direct migration background","","","",""
"Big worries","1984","college entrance qualification","indirect migration background","","","",""
"Big worries","1984","Other degree","no migration background","","","",""
"Big worries","1984","Other degree","direct migration background","412","0.313048522170965","0.28874842032443","0.337348624017501"
"Big worries","1984","Other degree","indirect migration background","","","",""
"Big worries","1984","no degree/no degree yet","no migration background","46","0.210202975287011","0.156604951154204","0.263800999419818"
"Big worries","1984","no degree/no degree yet","direct migration background","328","0.31592818016466","0.28776901447829","0.34408734585103"
"Big worries","1984","no degree/no degree yet","indirect migration background","","","",""
"Some worries","1984","lower secondary degree","no migration background","2358","0.426131197206588","0.412911033601562","0.439351360811614"
"Some worries","1984","lower secondary degree","direct migration background","282","0.493139021583883","0.453068350817548","0.533209692350218"
"Some worries","1984","lower secondary degree","indirect migration background","36","0.532478749895534","0.413889464309142","0.651068035481926"
"Some worries","1984","secondary school degree","no migration background","785","0.429103048509325","0.406051586648871","0.452154510369779"
"Some worries","1984","secondary school degree","direct migration background","69","0.46812295847617","0.386905446222495","0.549340470729845"
"Some worries","1984","secondary school degree","indirect migration background","","","",""
"Some worries","1984","college entrance qualification","no migration background","429","0.360926841345167","0.333181165486021","0.388672517204314"
"Some worries","1984","college entrance qualification","direct migration background","52","0.432850259211684","0.343452877908257","0.522247640515111"
"Some worries","1984","college entrance qualification","indirect migration background","","","",""
"Some worries","1984","Other degree","no migration background","","","",""
"Some worries","1984","Other degree","direct migration background","622","0.430247249326772","0.40430297664287","0.456191522010673"
"Some worries","1984","Other degree","indirect migration background","","","",""
"Some worries","1984","no degree/no degree yet","no migration background","107","0.464283179765196","0.398679119321149","0.529887240209242"
"Some worries","1984","no degree/no degree yet","direct migration background","410","0.392876981231229","0.36329403720013","0.422459925262329"
"Some worries","1984","no degree/no degree yet","indirect migration background","","","",""
"No worries","1984","lower secondary degree","no migration background","1940","0.376331470511641","0.363379941567547","0.389282999455734"
"No worries","1984","lower secondary degree","direct migration background","146","0.273521616226092","0.237793947879084","0.309249284573099"
"No worries","1984","lower secondary degree","indirect migration background","","","",""
"No worries","1984","secondary school degree","no migration background","765","0.443044275554105","0.419909104695852","0.466179446412358"
"No worries","1984","secondary school degree","direct migration background","50","0.38085203242065","0.301813393209846","0.459890671631454"
"No worries","1984","secondary school degree","indirect migration background","","","",""
"No worries","1984","college entrance qualification","no migration background","570","0.506228476123331","0.477345181188731","0.535111771057932"
"No worries","1984","college entrance qualification","direct migration background","41","0.315368980585109","0.231530217817123","0.399207743353096"
"No worries","1984","college entrance qualification","indirect migration background","","","",""
"No worries","1984","Other degree","no migration background","","","",""
"No worries","1984","Other degree","direct migration background","365","0.256704228502263","0.233814714265694","0.279593742738831"
"No worries","1984","Other degree","indirect migration background","","","",""
"No worries","1984","no degree/no degree yet","no migration background","69","0.325513844947793","0.263876651437967","0.387151038457619"
"No worries","1984","no degree/no degree yet","direct migration background","309","0.291194838604111","0.263676004995161","0.31871367221306"
"No worries","1984","no degree/no degree yet","indirect migration background","","","",""
"Big worries","1985","lower secondary degree","no migration background","973","0.201630053940617","0.190245314227883","0.21301479365335"
"Big worries","1985","lower secondary degree","direct migration background","143","0.218255488850296","0.184013640887677","0.252497336812915"
"Big worries","1985","lower secondary degree","indirect migration background","","","",""
"Big worries","1985","secondary school degree","no migration background","236","0.138276182292688","0.121818734829724","0.154733629755652"
"Big worries","1985","secondary school degree","direct migration background","35","0.21090373836445","0.143085294128608","0.278722182600291"
"Big worries","1985","secondary school degree","indirect migration background","","","",""
"Big worries","1985","college entrance qualification","no migration background","151","0.13729780185881","0.117042227500357","0.157553376217264"
"Big worries","1985","college entrance qualification","direct migration background","","","",""
"Big worries","1985","college entrance qualification","indirect migration background","","","",""
"Big worries","1985","Other degree","no migration background","","","",""
"Big worries","1985","Other degree","direct migration background","340","0.322108037929606","0.295275228160216","0.348940847698997"
"Big worries","1985","Other degree","indirect migration background","","","",""
"Big worries","1985","no degree/no degree yet","no migration background","45","0.204096179983979","0.150838225362543","0.257354134605414"
"Big worries","1985","no degree/no degree yet","direct migration background","230","0.305415453342787","0.274212663631834","0.33661824305374"
"Big worries","1985","no degree/no degree yet","indirect migration background","","","",""
"Some worries","1985","lower secondary degree","no migration background","2142","0.438120677947564","0.424042002961408","0.452199352933721"
"Some worries","1985","lower secondary degree","direct migration background","248","0.417650445006219","0.376767654139114","0.458533235873323"
"Some worries","1985","lower secondary degree","indirect migration background","37","0.589885881454164","0.478570848183514","0.701200914724813"
"Some worries","1985","secondary school degree","no migration background","800","0.466171310313892","0.442387662513096","0.489954958114688"
"Some worries","1985","secondary school degree","direct migration background","60","0.434388632802784","0.351986399675522","0.516790865930047"
"Some worries","1985","secondary school degree","indirect migration background","","","",""
"Some worries","1985","college entrance qualification","no migration background","419","0.362142707645483","0.333855898994928","0.390429516296038"
"Some worries","1985","college entrance qualification","direct migration background","49","0.463221062029352","0.369177711053814","0.557264413004889"
"Some worries","1985","college entrance qualification","indirect migration background","","","",""
"Some worries","1985","Other degree","no migration background","","","",""
"Some worries","1985","Other degree","direct migration background","550","0.451141716189527","0.422567670577222","0.479715761801832"
"Some worries","1985","Other degree","indirect migration background","","","",""
"Some worries","1985","no degree/no degree yet","no migration background","98","0.437445095340075","0.371893844369893","0.502996346310257"
"Some worries","1985","no degree/no degree yet","direct migration background","369","0.412590817946608","0.379239307539992","0.445942328353224"
"Some worries","1985","no degree/no degree yet","indirect migration background","","","",""
"No worries","1985","lower secondary degree","no migration background","1656","0.360249268111819","0.346626971510991","0.373871564712648"
"No worries","1985","lower secondary degree","direct migration background","168","0.364094066143485","0.324205775431847","0.403982356855124"
"No worries","1985","lower secondary degree","indirect migration background","","","",""
"No worries","1985","secondary school degree","no migration background","654","0.39555250739342","0.372240154974817","0.418864859812023"
"No worries","1985","secondary school degree","direct migration background","44","0.354707628832766","0.275173373198815","0.434241884466717"
"No worries","1985","secondary school degree","indirect migration background","","","",""
"No worries","1985","college entrance qualification","no migration background","539","0.500559490495706","0.471132079801506","0.529986901189907"
"No worries","1985","college entrance qualification","direct migration background","33","0.31858572881239","0.230712823715976","0.406458633908804"
"No worries","1985","college entrance qualification","indirect migration background","","","",""
"No worries","1985","Other degree","no migration background","","","",""
"No worries","1985","Other degree","direct migration background","275","0.226750245880867","0.202705571121379","0.250794920640356"
"No worries","1985","Other degree","indirect migration background","","","",""
"No worries","1985","no degree/no degree yet","no migration background","77","0.358458724675946","0.295090924636815","0.421826524715078"
"No worries","1985","no degree/no degree yet","direct migration background","238","0.281993728710606","0.251509921535729","0.312477535885482"
"No worries","1985","no degree/no degree yet","indirect migration background","","","",""
"Big worries","1986","lower secondary degree","no migration background","782","0.171275220471493","0.160174686161134","0.182375754781852"
"Big worries","1986","lower secondary degree","direct migration background","127","0.140535383958736","0.112275728157717","0.168795039759754"
"Big worries","1986","lower secondary degree","indirect migration background","","","",""
"Big worries","1986","secondary school degree","no migration background","191","0.115374813735561","0.0998846067355055","0.130865020735616"
"Big worries","1986","secondary school degree","direct migration background","","","",""
"Big worries","1986","secondary school degree","indirect migration background","","","",""
"Big worries","1986","college entrance qualification","no migration background","127","0.111729609854272","0.0933206791193615","0.130138540589183"
"Big worries","1986","college entrance qualification","direct migration background","","","",""
"Big worries","1986","college entrance qualification","indirect migration background","","","",""
"Big worries","1986","Other degree","no migration background","","","",""
