"plh0189","year","education","migback","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","no migration background","170","0.114202741864456","0.0988747320543615","0.12953075167455"
"True entirely","1990","lower secondary degree","direct migration background","7","","",""
"True entirely","1990","lower secondary degree","indirect migration background","","","",""
"True entirely","1990","secondary school degree","no migration background","154","0.0775274133063083","0.0657983470359119","0.0892564795767047"
"True entirely","1990","secondary school degree","direct migration background","2","","",""
"True entirely","1990","secondary school degree","indirect migration background","","","",""
"True entirely","1990","college entrance qualification","no migration background","35","0.0677897372631341","0.0460150450082785","0.0895644295179897"
"True entirely","1990","college entrance qualification","direct migration background","","","",""
"True entirely","1990","college entrance qualification","indirect migration background","","","",""
"True entirely","1990","Other degree","no migration background","8","","",""
"True entirely","1990","Other degree","direct migration background","1","","",""
"True entirely","1990","Other degree","indirect migration background","","","",""
"True entirely","1990","no degree/no degree yet","no migration background","2","","",""
"True entirely","1990","no degree/no degree yet","direct migration background","","","",""
"True entirely","1990","no degree/no degree yet","indirect migration background","","","",""
"Tends to agree","1990","lower secondary degree","no migration background","170","0.116305612445811","0.100855497207367","0.131755727684254"
"Tends to agree","1990","lower secondary degree","direct migration background","9","","",""
"Tends to agree","1990","lower secondary degree","indirect migration background","","","",""
"Tends to agree","1990","secondary school degree","no migration background","151","0.0843419862761086","0.0721535603810969","0.0965304121711204"
"Tends to agree","1990","secondary school degree","direct migration background","5","","",""
"Tends to agree","1990","secondary school degree","indirect migration background","","","",""
"Tends to agree","1990","college entrance qualification","no migration background","44","0.102797042373334","0.0764914086606155","0.129102676086053"
"Tends to agree","1990","college entrance qualification","direct migration background","3","","",""
"Tends to agree","1990","college entrance qualification","indirect migration background","","","",""
"Tends to agree","1990","Other degree","no migration background","5","","",""
"Tends to agree","1990","Other degree","direct migration background","1","","",""
"Tends to agree","1990","Other degree","indirect migration background","","","",""
"Tends to agree","1990","no degree/no degree yet","no migration background","5","","",""
"Tends to agree","1990","no degree/no degree yet","direct migration background","","","",""
"Tends to agree","1990","no degree/no degree yet","indirect migration background","","","",""
"Rather not true","1990","lower secondary degree","no migration background","298","0.183668690313158","0.165007852861056","0.20232952776526"
"Rather not true","1990","lower secondary degree","direct migration background","15","","",""
"Rather not true","1990","lower secondary degree","indirect migration background","1","","",""
"Rather not true","1990","secondary school degree","no migration background","412","0.206757059024362","0.188995039643596","0.224519078405127"
"Rather not true","1990","secondary school degree","direct migration background","9","","",""
"Rather not true","1990","secondary school degree","indirect migration background","","","",""
"Rather not true","1990","college entrance qualification","no migration background","122","0.2231702266051","0.187104542959567","0.259235910250633"
"Rather not true","1990","college entrance qualification","direct migration background","3","","",""
"Rather not true","1990","college entrance qualification","indirect migration background","","","",""
"Rather not true","1990","Other degree","no migration background","15","","",""
"Rather not true","1990","Other degree","direct migration background","1","","",""
"Rather not true","1990","Other degree","indirect migration background","","","",""
"Rather not true","1990","no degree/no degree yet","no migration background","9","","",""
"Rather not true","1990","no degree/no degree yet","direct migration background","","","",""
"Rather not true","1990","no degree/no degree yet","indirect migration background","","","",""
"Totally disagree","1990","lower secondary degree","no migration background","1016","0.585822955376576","0.562084276611368","0.609561634141784"
