"plh0189","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","(0) in school","Male","","","",""
"True entirely","1990","(0) in school","Female","","","",""
"True entirely","1990","(1a) inadequately completed","Male","1","","",""
"True entirely","1990","(1a) inadequately completed","Female","1","","",""
"True entirely","1990","(1b) general elementary school","Male","5","","",""
"True entirely","1990","(1b) general elementary school","Female","48","0.192534752850762","0.146758298954262","0.238311206747262"
"True entirely","1990","(1c) basic vocational qualification","Male","49","0.0769866731772837","0.0568170124436962","0.0971563339108711"
"True entirely","1990","(1c) basic vocational qualification","Female","74","0.117846091413539","0.0933771631977721","0.142315019629306"
"True entirely","1990","(2b) intermediate general qualification","Male","5","","",""
"True entirely","1990","(2b) intermediate general qualification","Female","7","","",""
"True entirely","1990","(2a) intermediate vocational","Male","51","0.0727021503377513","0.0539946618919406","0.091409638783562"
"True entirely","1990","(2a) intermediate vocational","Female","56","0.0849520066640052","0.0633850267231668","0.106518986604843"
"True entirely","1990","(2c_gen) general maturity certificate","Male","2","","",""
"True entirely","1990","(2c_gen) general maturity certificate","Female","2","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","Male","3","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","Female","4","","",""
"True entirely","1990","(3a) lower tertiary education","Male","18","","",""
"True entirely","1990","(3a) lower tertiary education","Female","32","0.0744914870415348","0.048727968533039","0.100255005550031"
"True entirely","1990","(3b) higher tertiary education","Male","9","","",""
"True entirely","1990","(3b) higher tertiary education","Female","12","","",""
"Tends to agree","1990","(0) in school","Male","","","",""
"Tends to agree","1990","(0) in school","Female","","","",""
"Tends to agree","1990","(1a) inadequately completed","Male","4","","",""
"Tends to agree","1990","(1a) inadequately completed","Female","1","","",""
"Tends to agree","1990","(1b) general elementary school","Male","7","","",""
"Tends to agree","1990","(1b) general elementary school","Female","47","0.174789364920261","0.130696778842068","0.218881950998455"
"Tends to agree","1990","(1c) basic vocational qualification","Male","45","0.0722682158439661","0.0526765341884022","0.0918598974995301"
"Tends to agree","1990","(1c) basic vocational qualification","Female","77","0.132054559979521","0.106361958048699","0.157747161910342"
"Tends to agree","1990","(2b) intermediate general qualification","Male","7","","",""
"Tends to agree","1990","(2b) intermediate general qualification","Female","15","","",""
"Tends to agree","1990","(2a) intermediate vocational","Male","34","0.0558294180689152","0.0392873800722385","0.0723714560655919"
"Tends to agree","1990","(2a) intermediate vocational","Female","60","0.0956626272807754","0.0729107640417095","0.118414490519841"
"Tends to agree","1990","(2c_gen) general maturity certificate","Male","1","","",""
"Tends to agree","1990","(2c_gen) general maturity certificate","Female","3","","",""
"Tends to agree","1990","(2c_voc) vocational maturity certificate","Male","4","","",""
"Tends to agree","1990","(2c_voc) vocational maturity certificate","Female","4","","",""
"Tends to agree","1990","(3a) lower tertiary education","Male","14","","",""
"Tends to agree","1990","(3a) lower tertiary education","Female","42","0.130088336137291","0.0970803977751152","0.163096274499466"
"Tends to agree","1990","(3b) higher tertiary education","Male","9","","",""
"Tends to agree","1990","(3b) higher tertiary education","Female","19","","",""
"Rather not true","1990","(0) in school","Male","","","",""
"Rather not true","1990","(0) in school","Female","","","",""
"Rather not true","1990","(1a) inadequately completed","Male","3","","",""
"Rather not true","1990","(1a) inadequately completed","Female","6","","",""
"Rather not true","1990","(1b) general elementary school","Male","12","","",""
"Rather not true","1990","(1b) general elementary school","Female","58","0.211796221286724","0.164360662484157","0.259231780089291"
"Rather not true","1990","(1c) basic vocational qualification","Male","126","0.195907695590454","0.165876990309267","0.225938400871641"
"Rather not true","1990","(1c) basic vocational qualification","Female","119","0.175352285684721","0.146493694931081","0.204210876438361"
"Rather not true","1990","(2b) intermediate general qualification","Male","24","","",""
"Rather not true","1990","(2b) intermediate general qualification","Female","31","0.325912502608403","0.232151742138456","0.419673263078351"
"Rather not true","1990","(2a) intermediate vocational","Male","142","0.189444566613687","0.161211069898374","0.217678063329"
"Rather not true","1990","(2a) intermediate vocational","Female","123","0.194486160063954","0.163869244876054","0.225103075251854"
"Rather not true","1990","(2c_gen) general maturity certificate","Male","7","","",""
"Rather not true","1990","(2c_gen) general maturity certificate","Female","8","","",""
"Rather not true","1990","(2c_voc) vocational maturity certificate","Male","17","","",""
"Rather not true","1990","(2c_voc) vocational maturity certificate","Female","8","","",""
"Rather not true","1990","(3a) lower tertiary education","Male","45","0.176390162222983","0.129423924390217","0.22335640005575"
"Rather not true","1990","(3a) lower tertiary education","Female","85","0.207051298940239","0.167293423487433","0.246809174393044"
"Rather not true","1990","(3b) higher tertiary education","Male","40","0.186659220847082","0.132793675591922","0.240524766102243"
"Rather not true","1990","(3b) higher tertiary education","Female","31","0.221016447416968","0.151787936720401","0.290244958113536"
"Totally disagree","1990","(0) in school","Male","1","","",""
"Totally disagree","1990","(0) in school","Female","","","",""
"Totally disagree","1990","(1a) inadequately completed","Male","15","","",""
"Totally disagree","1990","(1a) inadequately completed","Female","12","","",""
"Totally disagree","1990","(1b) general elementary school","Male","25","","",""
"Totally disagree","1990","(1b) general elementary school","Female","132","0.420879660942253","0.363561923410447","0.478197398474059"
"Totally disagree","1990","(1c) basic vocational qualification","Male","451","0.654837415388296","0.61886534537932","0.690809485397273"
"Totally disagree","1990","(1c) basic vocational qualification","Female","397","0.574747062922219","0.537228411875281","0.612265713969158"
"Totally disagree","1990","(2b) intermediate general qualification","Male","49","0.559441428741578","0.453901263970318","0.664981593512837"
"Totally disagree","1990","(2b) intermediate general qualification","Female","43","0.437173449438832","0.337947182691884","0.53639971618578"
"Totally disagree","1990","(2a) intermediate vocational","Male","513","0.682023864979647","0.648471025432866","0.715576704526427"
"Totally disagree","1990","(2a) intermediate vocational","Female","403","0.624899205991266","0.587448539145832","0.662349872836699"
"Totally disagree","1990","(2c_gen) general maturity certificate","Male","11","","",""
"Totally disagree","1990","(2c_gen) general maturity certificate","Female","12","","",""
"Totally disagree","1990","(2c_voc) vocational maturity certificate","Male","24","","",""
"Totally disagree","1990","(2c_voc) vocational maturity certificate","Female","20","","",""
"Totally disagree","1990","(3a) lower tertiary education","Male","176","0.685679372988428","0.628474264445712","0.742884481531145"
"Totally disagree","1990","(3a) lower tertiary education","Female","240","0.588368877880936","0.540080725247428","0.636657030514443"
"Totally disagree","1990","(3b) higher tertiary education","Male","143","0.704781949177086","0.641722684419602","0.767841213934569"
"Totally disagree","1990","(3b) higher tertiary education","Female","76","0.51827259797902","0.434906716416618","0.601638479541421"
"True entirely","1991","(0) in school","Male","","","",""
"True entirely","1991","(0) in school","Female","","","",""
"True entirely","1991","(1a) inadequately completed","Male","2","","",""
"True entirely","1991","(1a) inadequately completed","Female","1","","",""
"True entirely","1991","(1b) general elementary school","Male","6","","",""
"True entirely","1991","(1b) general elementary school","Female","33","0.149220313499106","0.104695401733496","0.193745225264717"
"True entirely","1991","(1c) basic vocational qualification","Male","45","0.0768831510357355","0.0557073314807555","0.0980589705907156"
"True entirely","1991","(1c) basic vocational qualification","Female","67","0.108375260268927","0.0835641861104456","0.133186334427409"
"True entirely","1991","(2b) intermediate general qualification","Male","7","","",""
"True entirely","1991","(2b) intermediate general qualification","Female","5","","",""
"True entirely","1991","(2a) intermediate vocational","Male","45","0.0624015559340465","0.0446470139031502","0.0801560979649429"
