"plh0189","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","16-34 y.","Not Employed","37","0.0474561870446281","0.032805340111925","0.0621070339773311"
"True entirely","1992","16-34 y.","Employed","149","0.0442871472284623","0.0370774457133466","0.0514968487435781"
"True entirely","1992","35-65 y.","Not Employed","138","0.102625811664464","0.0863713387270776","0.118880284601851"
"True entirely","1992","35-65 y.","Employed","356","0.0895995219667911","0.0810560041071502","0.0981430398264321"
"True entirely","1992","66 and older","Not Employed","148","0.12839579387158","0.110784083571935","0.146007504171225"
"True entirely","1992","66 and older","Employed","5","","",""
"Tends to agree","1992","16-34 y.","Not Employed","74","0.109883978392659","0.0883331322327292","0.131434824552588"
"Tends to agree","1992","16-34 y.","Employed","263","0.0929838700748417","0.0828067234159594","0.103161016733724"
"Tends to agree","1992","35-65 y.","Not Employed","192","0.145363519676585","0.126484639461711","0.164242399891459"
"Tends to agree","1992","35-65 y.","Employed","371","0.0936102313987241","0.0848968484104824","0.102323614386966"
"Tends to agree","1992","66 and older","Not Employed","251","0.206359997117478","0.185054532599599","0.227665461635357"
"Tends to agree","1992","66 and older","Employed","5","","",""
"Rather not true","1992","16-34 y.","Not Employed","309","0.390469676902218","0.356852197712574","0.424087156091863"
"Rather not true","1992","16-34 y.","Employed","981","0.329244519190093","0.312775940817407","0.345713097562778"
"Rather not true","1992","35-65 y.","Not Employed","323","0.250644118331179","0.227431153061126","0.273857083601232"
"Rather not true","1992","35-65 y.","Employed","1095","0.266128434412619","0.252908682142932","0.279348186682306"
"Rather not true","1992","66 and older","Not Employed","332","0.232032126368611","0.209808646595539","0.254255606141683"
"Rather not true","1992","66 and older","Employed","7","","",""
"Totally disagree","1992","16-34 y.","Not Employed","389","0.452190157660495","0.417893697441496","0.486486617879494"
"Totally disagree","1992","16-34 y.","Employed","1735","0.533484463506603","0.516001757164445","0.550967169848761"
"Totally disagree","1992","35-65 y.","Not Employed","686","0.501366550327772","0.474585587617164","0.528147513038379"
"Totally disagree","1992","35-65 y.","Employed","2471","0.550661812221866","0.535782022587525","0.565541601856207"
"Totally disagree","1992","66 and older","Not Employed","655","0.433212082642332","0.407124907850247","0.459299257434417"
"Totally disagree","1992","66 and older","Employed","17","","",""
"True entirely","1993","16-34 y.","Not Employed","70","0.0675370144728758","0.0531267530967056","0.081947275849046"
"True entirely","1993","16-34 y.","Employed","206","0.0566312747231306","0.0492136888819366","0.0640488605643246"
"True entirely","1993","35-65 y.","Not Employed","183","0.113257581101991","0.0985889249188753","0.127926237285108"
"True entirely","1993","35-65 y.","Employed","350","0.0748853163411328","0.0675358986341635","0.0822347340481022"
"True entirely","1993","66 and older","Not Employed","172","0.149400478321069","0.131026529363479","0.167774427278659"
"True entirely","1993","66 and older","Employed","3","","",""
"Tends to agree","1993","16-34 y.","Not Employed","145","0.137342543103747","0.11757708606236","0.157108000145134"
"Tends to agree","1993","16-34 y.","Employed","413","0.119078050366797","0.108684157203564","0.12947194353003"
"Tends to agree","1993","35-65 y.","Not Employed","267","0.153907973833719","0.137204865121811","0.170611082545628"
"Tends to agree","1993","35-65 y.","Employed","562","0.119934084359147","0.110862446130486","0.129005722587808"
"Tends to agree","1993","66 and older","Not Employed","254","0.188171073554941","0.168025824695171","0.208316322414711"
"Tends to agree","1993","66 and older","Employed","5","","",""
"Rather not true","1993","16-34 y.","Not Employed","369","0.327952312388844","0.300994135253794","0.354910489523893"
"Rather not true","1993","16-34 y.","Employed","1070","0.307819617377432","0.29300632941315","0.322632905341714"
"Rather not true","1993","35-65 y.","Not Employed","467","0.267897713304804","0.247398918353787","0.288396508255821"
"Rather not true","1993","35-65 y.","Employed","1348","0.286822963054489","0.274194152614236","0.299451773494741"
"Rather not true","1993","66 and older","Not Employed","377","0.25360342508855","0.231178741658666","0.276028108518433"
"Rather not true","1993","66 and older","Employed","6","","",""
"Totally disagree","1993","16-34 y.","Not Employed","581","0.467168130034534","0.438518644424063","0.495817615645005"
"Totally disagree","1993","16-34 y.","Employed","2041","0.51647105753264","0.500433881103431","0.53250823396185"
"Totally disagree","1993","35-65 y.","Not Employed","876","0.464936731759485","0.441850266461282","0.488023197057688"
"Totally disagree","1993","35-65 y.","Employed","2667","0.518357636245232","0.504405718736003","0.532309553754461"
"Totally disagree","1993","66 and older","Not Employed","643","0.40882502303544","0.383485951298185","0.434164094772695"
"Totally disagree","1993","66 and older","Employed","22","","",""
"True entirely","1994","16-34 y.","Not Employed","","","",""
"True entirely","1994","16-34 y.","Employed","","","",""
"True entirely","1994","35-65 y.","Not Employed","","","",""
"True entirely","1994","35-65 y.","Employed","","","",""
"True entirely","1994","66 and older","Not Employed","","","",""
"True entirely","1994","66 and older","Employed","","","",""
"Tends to agree","1994","16-34 y.","Not Employed","","","",""
"Tends to agree","1994","16-34 y.","Employed","","","",""
"Tends to agree","1994","35-65 y.","Not Employed","","","",""
"Tends to agree","1994","35-65 y.","Employed","","","",""
"Tends to agree","1994","66 and older","Not Employed","","","",""
"Tends to agree","1994","66 and older","Employed","","","",""
"Rather not true","1994","16-34 y.","Not Employed","","","",""
"Rather not true","1994","16-34 y.","Employed","","","",""
"Rather not true","1994","35-65 y.","Not Employed","","","",""
"Rather not true","1994","35-65 y.","Employed","","","",""
"Rather not true","1994","66 and older","Not Employed","","","",""
"Rather not true","1994","66 and older","Employed","","","",""
"Totally disagree","1994","16-34 y.","Not Employed","","","",""
"Totally disagree","1994","16-34 y.","Employed","","","",""
"Totally disagree","1994","35-65 y.","Not Employed","","","",""
"Totally disagree","1994","35-65 y.","Employed","","","",""
"Totally disagree","1994","66 and older","Not Employed","","","",""
"Totally disagree","1994","66 and older","Employed","","","",""
"True entirely","1995","16-34 y.","Not Employed","99","0.0676313172856939","0.0542657927258887","0.0809968418454991"
"True entirely","1995","16-34 y.","Employed","167","0.0494913400301379","0.0423786315134422","0.0566040485468335"
"True entirely","1995","35-65 y.","Not Employed","186","0.119215343628379","0.104818157451958","0.133612529804801"
"True entirely","1995","35-65 y.","Employed","296","0.0703491505024533","0.0631696423566574","0.0775286586482492"
"True entirely","1995","66 and older","Not Employed","175","0.148313158257161","0.130321255923018","0.166305060591303"
"True entirely","1995","66 and older","Employed","2","","",""
"Tends to agree","1995","16-34 y.","Not Employed","181","0.147507547713955","0.128633257043746","0.166381838384165"
"Tends to agree","1995","16-34 y.","Employed","378","0.119721037886011","0.109075005969013","0.130367069803009"
"Tends to agree","1995","35-65 y.","Not Employed","319","0.169722517805294","0.153043977615332","0.186401057995255"
"Tends to agree","1995","35-65 y.","Employed","537","0.117240550963751","0.10820893543912","0.126272166488382"
"Tends to agree","1995","66 and older","Not Employed","270","0.198675485393117","0.178476775550197","0.218874195236037"
"Tends to agree","1995","66 and older","Employed","8","","",""
"Rather not true","1995","16-34 y.","Not Employed","482","0.388099016587373","0.362161398399449","0.414036634775297"
"Rather not true","1995","16-34 y.","Employed","1260","0.373241370398543","0.357380120240215","0.389102620556872"
"Rather not true","1995","35-65 y.","Not Employed","552","0.284804056057898","0.264751844428339","0.304856267687456"
"Rather not true","1995","35-65 y.","Employed","1556","0.33882870153425","0.325540921793724","0.352116481274775"
"Rather not true","1995","66 and older","Not Employed","393","0.253640728146946","0.23161497658079","0.275666479713103"
"Rather not true","1995","66 and older","Employed","13","","",""
"Totally disagree","1995","16-34 y.","Not Employed","594","0.396762118412978","0.370722917680253","0.422801319145702"
"Totally disagree","1995","16-34 y.","Employed","1767","0.457546251685308","0.441208540136319","0.473883963234296"
"Totally disagree","1995","35-65 y.","Not Employed","889","0.426258082508429","0.404285997186586","0.448230167830272"
"Totally disagree","1995","35-65 y.","Employed","2485","0.473581596999546","0.459564171095178","0.487599022903914"
"Totally disagree","1995","66 and older","Not Employed","661","0.399370628202776","0.374577083693345","0.424164172712206"
"Totally disagree","1995","66 and older","Employed","20","","",""
"True entirely","1996","16-34 y.","Not Employed","64","0.0463007817904056","0.0347664384711124","0.0578351251096987"
"True entirely","1996","16-34 y.","Employed","137","0.0389072749413379","0.0324935692787775","0.0453209806038983"
