"plh0189","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","in school","","","",""
"True entirely","1990","lower secondary degree","inadequately","","","",""
"True entirely","1990","lower secondary degree","general elemantary","49","0.179024379044666","0.136755009709151","0.221293748380181"
"True entirely","1990","lower secondary degree","middle vocational","116","0.101171564534787","0.0841874208937806","0.118155708175793"
"True entirely","1990","lower secondary degree","vocational + Abi","","","",""
"True entirely","1990","lower secondary degree","higher vocational","4","","",""
"True entirely","1990","lower secondary degree","higher education","8","","",""
"True entirely","1990","secondary school degree","in school","","","",""
"True entirely","1990","secondary school degree","inadequately","","","",""
"True entirely","1990","secondary school degree","general elemantary","12","","",""
"True entirely","1990","secondary school degree","middle vocational","99","0.0828699112374407","0.0674128689239838","0.0983269535508976"
"True entirely","1990","secondary school degree","vocational + Abi","","","",""
"True entirely","1990","secondary school degree","higher vocational","6","","",""
"True entirely","1990","secondary school degree","higher education","39","0.0801193582309773","0.0556797977747693","0.104558918687185"
"True entirely","1990","college entrance qualification","in school","","","",""
"True entirely","1990","college entrance qualification","inadequately","","","",""
"True entirely","1990","college entrance qualification","general elemantary","","","",""
"True entirely","1990","college entrance qualification","middle vocational","4","","",""
"True entirely","1990","college entrance qualification","vocational + Abi","7","","",""
"True entirely","1990","college entrance qualification","higher vocational","","","",""
"True entirely","1990","college entrance qualification","higher education","24","","",""
"True entirely","1990","Other degree","in school","","","",""
"True entirely","1990","Other degree","inadequately","","","",""
"True entirely","1990","Other degree","general elemantary","4","","",""
"True entirely","1990","Other degree","middle vocational","4","","",""
"True entirely","1990","Other degree","vocational + Abi","","","",""
"True entirely","1990","Other degree","higher vocational","1","","",""
"True entirely","1990","Other degree","higher education","","","",""
"True entirely","1990","no degree/no degree yet","in school","1","","",""
"True entirely","1990","no degree/no degree yet","inadequately","1","","",""
"True entirely","1990","no degree/no degree yet","general elemantary","","","",""
"True entirely","1990","no degree/no degree yet","middle vocational","","","",""
"True entirely","1990","no degree/no degree yet","vocational + Abi","","","",""
"True entirely","1990","no degree/no degree yet","higher vocational","","","",""
"True entirely","1990","no degree/no degree yet","higher education","","","",""
"Tends to agree","1990","lower secondary degree","in school","","","",""
"Tends to agree","1990","lower secondary degree","inadequately","","","",""
"Tends to agree","1990","lower secondary degree","general elemantary","50","0.169089418171476","0.127761844427098","0.210416991915854"
"Tends to agree","1990","lower secondary degree","middle vocational","118","0.110329756160362","0.092684137832767","0.127975374487957"
"Tends to agree","1990","lower secondary degree","vocational + Abi","","","",""
"Tends to agree","1990","lower secondary degree","higher vocational","3","","",""
"Tends to agree","1990","lower secondary degree","higher education","8","","",""
"Tends to agree","1990","secondary school degree","in school","","","",""
"Tends to agree","1990","secondary school degree","inadequately","","","",""
"Tends to agree","1990","secondary school degree","general elemantary","22","","",""
"Tends to agree","1990","secondary school degree","middle vocational","90","0.0791174083509","0.0639835158081882","0.0942513008936118"
"Tends to agree","1990","secondary school degree","vocational + Abi","","","",""
"Tends to agree","1990","secondary school degree","higher vocational","3","","",""
"Tends to agree","1990","secondary school degree","higher education","41","0.112324066325328","0.0838976212440201","0.140750511406636"
"Tends to agree","1990","college entrance qualification","in school","","","",""
"Tends to agree","1990","college entrance qualification","inadequately","","","",""
"Tends to agree","1990","college entrance qualification","general elemantary","","","",""
"Tends to agree","1990","college entrance qualification","middle vocational","4","","",""
"Tends to agree","1990","college entrance qualification","vocational + Abi","8","","",""
"Tends to agree","1990","college entrance qualification","higher vocational","","","",""
"Tends to agree","1990","college entrance qualification","higher education","35","0.101136309890308","0.0717355957862333","0.130537023994383"
"Tends to agree","1990","Other degree","in school","","","",""
"Tends to agree","1990","Other degree","inadequately","","","",""
"Tends to agree","1990","Other degree","general elemantary","4","","",""
"Tends to agree","1990","Other degree","middle vocational","2","","",""
"Tends to agree","1990","Other degree","vocational + Abi","","","",""
"Tends to agree","1990","Other degree","higher vocational","","","",""
"Tends to agree","1990","Other degree","higher education","","","",""
"Tends to agree","1990","no degree/no degree yet","in school","4","","",""
"Tends to agree","1990","no degree/no degree yet","inadequately","","","",""
"Tends to agree","1990","no degree/no degree yet","general elemantary","","","",""
"Tends to agree","1990","no degree/no degree yet","middle vocational","1","","",""
"Tends to agree","1990","no degree/no degree yet","vocational + Abi","","","",""
"Tends to agree","1990","no degree/no degree yet","higher vocational","","","",""
"Tends to agree","1990","no degree/no degree yet","higher education","","","",""
"Rather not true","1990","lower secondary degree","in school","","","",""
"Rather not true","1990","lower secondary degree","inadequately","","","",""
"Rather not true","1990","lower secondary degree","general elemantary","65","0.212078121108679","0.167007446005588","0.25714879621177"
"Rather not true","1990","lower secondary degree","middle vocational","219","0.182857125362855","0.161085995791159","0.204628254934552"
"Rather not true","1990","lower secondary degree","vocational + Abi","","","",""
"Rather not true","1990","lower secondary degree","higher vocational","17","","",""
"Rather not true","1990","lower secondary degree","higher education","13","","",""
"Rather not true","1990","secondary school degree","in school","","","",""
"Rather not true","1990","secondary school degree","inadequately","","","",""
"Rather not true","1990","secondary school degree","general elemantary","55","0.319613328437585","0.251677458157888","0.387549198717282"
"Rather not true","1990","secondary school degree","middle vocational","240","0.198694664161942","0.176322674618346","0.221066653705539"
"Rather not true","1990","secondary school degree","vocational + Abi","","","",""
"Rather not true","1990","secondary school degree","higher vocational","25","","",""
"Rather not true","1990","secondary school degree","higher education","101","0.210644565082338","0.173935751280409","0.247353378884266"
"Rather not true","1990","college entrance qualification","in school","","","",""
"Rather not true","1990","college entrance qualification","inadequately","","","",""
"Rather not true","1990","college entrance qualification","general elemantary","","","",""
"Rather not true","1990","college entrance qualification","middle vocational","15","","",""
"Rather not true","1990","college entrance qualification","vocational + Abi","24","","",""
"Rather not true","1990","college entrance qualification","higher vocational","1","","",""
"Rather not true","1990","college entrance qualification","higher education","85","0.202175879929878","0.163012906282154","0.241338853577602"
"Rather not true","1990","Other degree","in school","","","",""
"Rather not true","1990","Other degree","inadequately","","","",""
"Rather not true","1990","Other degree","general elemantary","5","","",""
"Rather not true","1990","Other degree","middle vocational","9","","",""
"Rather not true","1990","Other degree","vocational + Abi","","","",""
"Rather not true","1990","Other degree","higher vocational","","","",""
"Rather not true","1990","Other degree","higher education","2","","",""
"Rather not true","1990","no degree/no degree yet","in school","6","","",""
"Rather not true","1990","no degree/no degree yet","inadequately","3","","",""
"Rather not true","1990","no degree/no degree yet","general elemantary","","","",""
"Rather not true","1990","no degree/no degree yet","middle vocational","","","",""
"Rather not true","1990","no degree/no degree yet","vocational + Abi","","","",""
"Rather not true","1990","no degree/no degree yet","higher vocational","","","",""
"Rather not true","1990","no degree/no degree yet","higher education","","","",""
"Totally disagree","1990","lower secondary degree","in school","","","",""
"Totally disagree","1990","lower secondary degree","inadequately","","","",""
"Totally disagree","1990","lower secondary degree","general elemantary","152","0.439808081675179","0.385080712432732","0.494535450917627"
"Totally disagree","1990","lower secondary degree","middle vocational","758","0.605641553941996","0.578116420994365","0.633166686889627"
"Totally disagree","1990","lower secondary degree","vocational + Abi","","","",""
"Totally disagree","1990","lower secondary degree","higher vocational","78","0.740972373889378","0.655952186867963","0.825992560910793"
"Totally disagree","1990","lower secondary degree","higher education","77","0.728419864509132","0.643748794301618","0.813090934716646"
"Totally disagree","1990","secondary school degree","in school","","","",""
"Totally disagree","1990","secondary school degree","inadequately","","","",""
"Totally disagree","1990","secondary school degree","general elemantary","92","0.49360940010116","0.42077386217476","0.566444938027561"
"Totally disagree","1990","secondary school degree","middle vocational","793","0.639318016249717","0.612394412852347","0.666241619647087"
"Totally disagree","1990","secondary school degree","vocational + Abi","","","",""
"Totally disagree","1990","secondary school degree","higher vocational","116","0.789743323339795","0.724532401314799","0.854954245364791"
"Totally disagree","1990","secondary school degree","higher education","293","0.596912010361357","0.552753541341418","0.641070479381295"
"Totally disagree","1990","college entrance qualification","in school","","","",""
"Totally disagree","1990","college entrance qualification","inadequately","","","",""
"Totally disagree","1990","college entrance qualification","general elemantary","","","",""
"Totally disagree","1990","college entrance qualification","middle vocational","23","","",""
"Totally disagree","1990","college entrance qualification","vocational + Abi","41","0.536914634197163","0.427648331819894","0.646180936574432"
"Totally disagree","1990","college entrance qualification","higher vocational","3","","",""
"Totally disagree","1990","college entrance qualification","higher education","260","0.634116888747111","0.587147679329573","0.681086098164649"
"Totally disagree","1990","Other degree","in school","","","",""
"Totally disagree","1990","Other degree","inadequately","","","",""
