"plh0189","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","West Germany","Male","","","",""
"True entirely","1990","West Germany","Female","","","",""
"True entirely","1990","East Germany","Male","145","0.0713117348557094","0.0602972458005661","0.0823262239108526"
"True entirely","1990","East Germany","Female","239","0.114896190608926","0.101905790932925","0.127886590284927"
"Tends to agree","1990","West Germany","Male","","","",""
"Tends to agree","1990","West Germany","Female","","","",""
"Tends to agree","1990","East Germany","Male","125","0.0682208272702614","0.0574297732670203","0.0790118812735026"
"Tends to agree","1990","East Germany","Female","271","0.13165231912855","0.117879156527697","0.145425481729402"
"Rather not true","1990","West Germany","Male","","","",""
"Rather not true","1990","West Germany","Female","","","",""
"Rather not true","1990","East Germany","Male","417","0.199357972311392","0.182258414830274","0.216457529792509"
"Rather not true","1990","East Germany","Female","470","0.201469736374704","0.185130822162314","0.217808650587094"
"Totally disagree","1990","West Germany","Male","","","",""
"Totally disagree","1990","West Germany","Female","","","",""
"Totally disagree","1990","East Germany","Male","1410","0.661109465562637","0.640850592521746","0.681368338603529"
"Totally disagree","1990","East Germany","Female","1335","0.55198175388782","0.531724395799757","0.572239111975883"
"True entirely","1991","West Germany","Male","","","",""
"True entirely","1991","West Germany","Female","2","","",""
"True entirely","1991","East Germany","Male","129","0.0671654271739465","0.0561009335801364","0.0782299207677566"
"True entirely","1991","East Germany","Female","202","0.100973338557629","0.0882584469546646","0.113688230160593"
"Tends to agree","1991","West Germany","Male","1","","",""
"Tends to agree","1991","West Germany","Female","3","","",""
"Tends to agree","1991","East Germany","Male","126","0.0740219336962259","0.0624491750156774","0.0855946923767744"
"Tends to agree","1991","East Germany","Female","253","0.142645359605601","0.127887203698954","0.157403515512247"
"Rather not true","1991","West Germany","Male","7","","",""
"Rather not true","1991","West Germany","Female","4","","",""
"Rather not true","1991","East Germany","Male","457","0.245691511745639","0.226662076128954","0.264720947362324"
"Rather not true","1991","East Germany","Female","535","0.255719640005881","0.237308811180716","0.274130468831046"
"Totally disagree","1991","West Germany","Male","13","","",""
"Totally disagree","1991","West Germany","Female","8","","",""
"Totally disagree","1991","East Germany","Male","1254","0.613121127384189","0.591592468233998","0.634649786534379"
"Totally disagree","1991","East Germany","Female","1167","0.500661661830889","0.479561166882574","0.521762156779204"
"True entirely","1992","West Germany","Male","196","0.0674832317953046","0.0589565800070687","0.0760098835835405"
