"plh0189","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","West Germany","","","","","3"
"Rather not true","1990","16-34 y.","East Germany","388","0.227381340661005","0.207392239131815","0.247370442190195","3"
"Rather not true","1990","35-65 y.","West Germany","","","","","3"
"Rather not true","1990","35-65 y.","East Germany","411","0.180288593725323","0.164546947019211","0.196030240431435","3"
"Rather not true","1990","66 and older","West Germany","","","","","3"
"Rather not true","1990","66 and older","East Germany","88","0.204070013648915","0.166065669008082","0.242074358289748","3"
"Tends to agree","1990","16-34 y.","West Germany","","","","","2"
"Tends to agree","1990","35-65 y.","West Germany","","","","","2"
"Tends to agree","1990","35-65 y.","East Germany","179","0.0875104113521531","0.0759391855633293","0.0990816371409769","2"
"Tends to agree","1990","66 and older","West Germany","","","","","2"
"Tends to agree","1990","16-34 y.","East Germany","145","0.0912438766703903","0.07751108582227","0.104976667518511","2"
"Tends to agree","1990","66 and older","East Germany","72","0.170498561246366","0.135035587649921","0.205961534842812","2"
"Totally disagree","1990","16-34 y.","West Germany","","","","","4"
"Totally disagree","1990","16-34 y.","East Germany","1021","0.603293934662817","0.579962998463817","0.626624870861817","4"
"Totally disagree","1990","35-65 y.","West Germany","","","","","4"
"Totally disagree","1990","66 and older","West Germany","","","","","4"
"Totally disagree","1990","35-65 y.","East Germany","1506","0.640776191840712","0.62113032092163","0.660422062759794","4"
"Totally disagree","1990","66 and older","East Germany","218","0.485271009651919","0.438142065987216","0.532399953316623","4"
"True entirely","1990","16-34 y.","West Germany","","","","","1"
"True entirely","1990","16-34 y.","East Germany","135","0.0780808480057879","0.065285504618616","0.0908761913929598","1"
"True entirely","1990","35-65 y.","West Germany","","","","","1"
"True entirely","1990","35-65 y.","East Germany","195","0.0914248030818114","0.0796230098455379","0.103226596318085","1"
"True entirely","1990","66 and older","West Germany","","","","","1"
"True entirely","1990","66 and older","East Germany","54","0.140160415452799","0.107424263860807","0.172896567044791","1"
"Rather not true","1991","16-34 y.","West Germany","10","","","","3"
"Rather not true","1991","16-34 y.","East Germany","413","0.283188710783394","0.260441306237074","0.305936115329714","3"
"Rather not true","1991","35-65 y.","West Germany","1","","","","3"
"Rather not true","1991","35-65 y.","East Germany","474","0.222692703831663","0.205362301345465","0.240023106317861","3"
"Rather not true","1991","66 and older","West Germany","","","","","3"
"Rather not true","1991","66 and older","East Germany","105","0.276975160633509","0.23322979158066","0.320720529686358","3"
"Tends to agree","1991","16-34 y.","East Germany","118","0.0857488426184028","0.0716124578399092","0.0998852273968963","2"
"Tends to agree","1991","35-65 y.","West Germany","2","","","","2"
"Tends to agree","1991","16-34 y.","West Germany","2","","","","2"
"Tends to agree","1991","35-65 y.","East Germany","194","0.108056408889077","0.0951247797095224","0.120988038068631","2"
"Tends to agree","1991","66 and older","West Germany","","","","","2"
"Tends to agree","1991","66 and older","East Germany","67","0.165443078556638","0.129119607105843","0.201766550007433","2"
"Totally disagree","1991","16-34 y.","West Germany","17","","","","4"
"Totally disagree","1991","16-34 y.","East Germany","880","0.572464124501495","0.547486456767147","0.597441792235843","4"
"Totally disagree","1991","35-65 y.","West Germany","4","","","","4"
"Totally disagree","1991","66 and older","West Germany","","","","","4"
"Totally disagree","1991","35-65 y.","East Germany","1361","0.583283154614735","0.562746980956836","0.603819328272635","4"
"Totally disagree","1991","66 and older","East Germany","180","0.422568818820562","0.374281409651786","0.470856227989338","4"
"True entirely","1991","16-34 y.","West Germany","2","","","","1"
"True entirely","1991","16-34 y.","East Germany","96","0.058598322096708","0.0467400465088041","0.0704565976846119","1"
"True entirely","1991","35-65 y.","West Germany","","","","","1"
"True entirely","1991","35-65 y.","East Germany","185","0.0859677326645249","0.0742913644271046","0.0976441009019453","1"
"True entirely","1991","66 and older","West Germany","","","","","1"
"True entirely","1991","66 and older","East Germany","50","0.135012941989291","0.101606704081989","0.168419179896593","1"
"Rather not true","1992","16-34 y.","West Germany","849","0.346740755719249","0.328242953197661","0.365238558240836","3"
"Rather not true","1992","16-34 y.","East Germany","441","0.324556446583024","0.299977891134874","0.349135002031175","3"
"Rather not true","1992","35-65 y.","West Germany","903","0.266837033372769","0.252065015264087","0.28160905148145","3"
"Rather not true","1992","35-65 y.","East Germany","515","0.245147394529329","0.227122648577155","0.263172140481503","3"
"Rather not true","1992","66 and older","West Germany","236","0.223096567489955","0.197622143375277","0.248570991604632","3"
"Rather not true","1992","66 and older","East Germany","103","0.267655629994548","0.223939083618867","0.311372176370228","3"
"Tends to agree","1992","16-34 y.","West Germany","222","0.0986458629238818","0.0870564329087536","0.11023529293901","2"
"Tends to agree","1992","16-34 y.","East Germany","115","0.0887615175456215","0.0738320235124062","0.103691011578837","2"
"Tends to agree","1992","35-65 y.","East Germany","211","0.101770187298504","0.0891015923185792","0.11443878227843","2"
"Tends to agree","1992","35-65 y.","West Germany","352","0.109067288672083","0.0986564376815941","0.119478139662571","2"
"Tends to agree","1992","66 and older","West Germany","186","0.205417703627431","0.180696888438154","0.230138518816709","2"
"Tends to agree","1992","66 and older","East Germany","70","0.20600578642511","0.166071276564123","0.245940296286098","2"
"Totally disagree","1992","16-34 y.","West Germany","1360","0.511394475874785","0.491966296097835","0.530822655651735","4"
"Totally disagree","1992","16-34 y.","East Germany","764","0.535694321951946","0.509513864961191","0.561874778942701","4"
"Totally disagree","1992","35-65 y.","West Germany","1905","0.531932585027925","0.515267826646345","0.548597343409505","4"
"Totally disagree","1992","35-65 y.","East Germany","1252","0.55681620950886","0.536001406706045","0.577631012311674","4"
"Totally disagree","1992","66 and older","West Germany","495","0.44019423960184","0.409819310726409","0.470569168477271","4"
"Totally disagree","1992","66 and older","East Germany","177","0.40983717774031","0.361275735122781","0.458398620357838","4"
"True entirely","1992","16-34 y.","West Germany","112","0.0432189054820845","0.0353154304494717","0.0511223805146973","1"
"True entirely","1992","16-34 y.","East Germany","74","0.0509877139194079","0.0394402824955122","0.0625351453433035","1"
"True entirely","1992","35-65 y.","West Germany","284","0.0921630929272237","0.0825026073300951","0.101823578524352","1"
"True entirely","1992","35-65 y.","East Germany","210","0.0962662086633071","0.0839072571968664","0.108625160129748","1"
"True entirely","1992","66 and older","West Germany","109","0.131291489280774","0.110626759239972","0.151956219321576","1"
"True entirely","1992","66 and older","East Germany","44","0.116501405840032","0.0848226224354561","0.148180189244608","1"
"Rather not true","1993","16-34 y.","West Germany","1049","0.317436932450079","0.302169947216014","0.332703917684144","3"
"Rather not true","1993","16-34 y.","East Germany","390","0.292330838137765","0.267831376013717","0.316830300261814","3"
"Rather not true","1993","35-65 y.","West Germany","1299","0.291070218497666","0.277961601935061","0.304178835060271","3"
"Rather not true","1993","66 and older","West Germany","281","0.250465071928649","0.224743093760984","0.276187050096313","3"
"Rather not true","1993","35-65 y.","East Germany","516","0.243686388344994","0.225355546213464","0.262017230476524","3"
"Rather not true","1993","66 and older","East Germany","102","0.254446080281187","0.211329682603196","0.297562477959179","3"
"Tends to agree","1993","16-34 y.","West Germany","421","0.126247069494518","0.11535380267088","0.137140336318156","2"
"Tends to agree","1993","35-65 y.","East Germany","242","0.128028611204193","0.113762012087426","0.14229521032096","2"
"Tends to agree","1993","16-34 y.","East Germany","137","0.111142890868595","0.094212736500843","0.128073045236347","2"
"Tends to agree","1993","35-65 y.","West Germany","587","0.129956671449039","0.120253223200215","0.139660119697863","2"
"Tends to agree","1993","66 and older","West Germany","191","0.18855511479386","0.165333975990883","0.211776253596836","2"
"Tends to agree","1993","66 and older","East Germany","68","0.189599708313968","0.150795959531347","0.228403457096589","2"
"Totally disagree","1993","16-34 y.","East Germany","739","0.551983174076991","0.525196784513406","0.578769563640575","4"
"Totally disagree","1993","16-34 y.","West Germany","1883","0.493534398573948","0.477136550561464","0.509932246586432","4"
"Totally disagree","1993","35-65 y.","West Germany","2361","0.493211963424268","0.478784620921147","0.50763930592739","4"
"Totally disagree","1993","35-65 y.","East Germany","1182","0.542511318249261","0.521239216490274","0.563783420008247","4"
"Totally disagree","1993","66 and older","West Germany","490","0.412013850245141","0.382794248124212","0.441233452366071","4"
"Totally disagree","1993","66 and older","East Germany","175","0.412733358178805","0.363996502201988","0.461470214155622","4"
"True entirely","1993","16-34 y.","West Germany","218","0.0627815994814544","0.0548256913938211","0.0707375075690877","1"
"True entirely","1993","16-34 y.","East Germany","58","0.0445430969166494","0.0334309019135732","0.0556552919197255","1"
"True entirely","1993","35-65 y.","West Germany","366","0.0857611466290269","0.07768077211498","0.0938415211430738","1"
"True entirely","1993","35-65 y.","East Germany","167","0.085773682201552","0.0738167515611177","0.0977306128419862","1"
"True entirely","1993","66 and older","West Germany","128","0.14896596303235","0.127828550118237","0.170103375946463","1"
"True entirely","1993","66 and older","East Germany","47","0.14322085322604","0.108543764500026","0.177897941952053","1"
"Rather not true","1994","16-34 y.","West Germany","","","","","3"
"Rather not true","1994","16-34 y.","East Germany","","","","","3"
"Rather not true","1994","35-65 y.","West Germany","","","","","3"
"Rather not true","1994","66 and older","West Germany","","","","","3"
"Rather not true","1994","35-65 y.","East Germany","","","","","3"
"Rather not true","1994","66 and older","East Germany","","","","","3"
"Tends to agree","1994","16-34 y.","West Germany","","","","","2"
"Tends to agree","1994","16-34 y.","East Germany","","","","","2"
"Tends to agree","1994","35-65 y.","West Germany","","","","","2"
"Tends to agree","1994","35-65 y.","East Germany","","","","","2"
"Tends to agree","1994","66 and older","West Germany","","","","","2"
"Tends to agree","1994","66 and older","East Germany","","","","","2"
"Totally disagree","1994","16-34 y.","East Germany","","","","","4"
"Totally disagree","1994","16-34 y.","West Germany","","","","","4"
"Totally disagree","1994","35-65 y.","West Germany","","","","","4"
"Totally disagree","1994","35-65 y.","East Germany","","","","","4"
"Totally disagree","1994","66 and older","West Germany","","","","","4"
"Totally disagree","1994","66 and older","East Germany","","","","","4"
"True entirely","1994","16-34 y.","West Germany","","","","","1"
"True entirely","1994","16-34 y.","East Germany","","","","","1"
"True entirely","1994","35-65 y.","West Germany","","","","","1"
"True entirely","1994","35-65 y.","East Germany","","","","","1"
"True entirely","1994","66 and older","West Germany","","","","","1"
"True entirely","1994","66 and older","East Germany","","","","","1"
"Rather not true","1995","16-34 y.","West Germany","1245","0.373432644771473","0.357859174228265","0.389006115314681","3"
"Rather not true","1995","16-34 y.","East Germany","497","0.392648421118366","0.365268354643564","0.420028487593168","3"
"Rather not true","1995","35-65 y.","West Germany","1476","0.326295745411823","0.312983326082117","0.339608164741529","3"
"Rather not true","1995","35-65 y.","East Germany","632","0.305609881441694","0.285692710988037","0.325527051895351","3"
"Rather not true","1995","66 and older","West Germany","290","0.246800533430885","0.221684391620619","0.27191667524115","3"
"Rather not true","1995","66 and older","East Germany","116","0.286848374683634","0.243068622635979","0.330628126731288","3"
"Tends to agree","1995","16-34 y.","West Germany","421","0.126650286025181","0.115942675592679","0.137357896457682","2"
"Tends to agree","1995","16-34 y.","East Germany","138","0.128514946557592","0.109751212041548","0.147278681073636","2"
"Tends to agree","1995","35-65 y.","West Germany","636","0.137194450207833","0.127425646674417","0.146963253741249","2"
"Tends to agree","1995","35-65 y.","East Germany","220","0.117570402483056","0.103644247838359","0.131496557127753","2"
"Tends to agree","1995","66 and older","West Germany","210","0.206831310079369","0.183236537260577","0.230426082898162","2"
"Tends to agree","1995","66 and older","East Germany","68","0.175715217604359","0.13887692517531","0.212553510033407","2"
"Totally disagree","1995","16-34 y.","East Germany","515","0.423498328858765","0.395794574754476","0.451202082963055","4"
"Totally disagree","1995","16-34 y.","West Germany","1846","0.445927410465709","0.429924064255628","0.46193075667579","4"
"Totally disagree","1995","35-65 y.","West Germany","2317","0.450142840927394","0.436016920541208","0.464268761313581","4"
"Totally disagree","1995","35-65 y.","East Germany","1057","0.495646347012473","0.474029332300062","0.517263361724884","4"
"Totally disagree","1995","66 and older","West Germany","506","0.400873865939377","0.372325064384748","0.429422667494005","4"
"Totally disagree","1995","66 and older","East Germany","175","0.389217806688502","0.342022838602285","0.436412774774719","4"
"True entirely","1995","16-34 y.","West Germany","194","0.0539896587376376","0.0467135594506788","0.0612657580245965","1"
"True entirely","1995","16-34 y.","East Germany","72","0.0553383034652764","0.0425190255917456","0.0681575813388072","1"
"True entirely","1995","35-65 y.","West Germany","336","0.0863669634529497","0.078391124771467","0.0943428021344323","1"
"True entirely","1995","35-65 y.","East Germany","146","0.0811733690627771","0.0693656570913926","0.0929810810341616","1"
"True entirely","1995","66 and older","West Germany","126","0.145494290550369","0.124954058881366","0.166034522219373","1"
"True entirely","1995","66 and older","East Germany","51","0.148218601023506","0.113825479559589","0.182611722487423","1"
"Rather not true","1996","16-34 y.","West Germany","1228","0.373407637056416","0.357558264664642","0.389257009448189","3"
"Rather not true","1996","16-34 y.","East Germany","471","0.396039999562845","0.368240896876145","0.423839102249545","3"
"Rather not true","1996","35-65 y.","East Germany","708","0.336212461988989","0.315900738757503","0.356524185220475","3"
"Rather not true","1996","35-65 y.","West Germany","1483","0.326706716990027","0.313258093144696","0.340155340835357","3"
"Rather not true","1996","66 and older","West Germany","298","0.270541700030479","0.244787840756262","0.296295559304696","3"
"Rather not true","1996","66 and older","East Germany","127","0.317239418002737","0.272888184854166","0.361590651151308","3"
"Tends to agree","1996","16-34 y.","West Germany","434","0.134480268696442","0.123301455640706","0.145659081752177","2"
"Tends to agree","1996","16-34 y.","East Germany","141","0.131362682538851","0.112162188231961","0.150563176845742","2"
"Tends to agree","1996","35-65 y.","West Germany","566","0.13304262760982","0.123304152629031","0.142781102590609","2"
"Tends to agree","1996","66 and older","West Germany","213","0.199442645496296","0.176277756964674","0.222607534027918","2"
"Tends to agree","1996","35-65 y.","East Germany","226","0.119836192752783","0.105872474612395","0.133799910893172","2"
"Tends to agree","1996","66 and older","East Germany","59","0.144567750184049","0.111055280963391","0.178080219404707","2"
"Totally disagree","1996","16-34 y.","West Germany","1773","0.45177976237808","0.435472958761749","0.46808656599441","4"
"Totally disagree","1996","16-34 y.","East Germany","519","0.429543720867222","0.401407093849434","0.457680347885011","4"
"Totally disagree","1996","35-65 y.","West Germany","2297","0.46296616532921","0.448668269631214","0.477264061027207","4"
"Totally disagree","1996","35-65 y.","East Germany","1016","0.474511558138119","0.453041644317723","0.495981471958514","4"
"Totally disagree","1996","66 and older","West Germany","515","0.405278323926569","0.376816773924131","0.433739873929008","4"
"Totally disagree","1996","66 and older","East Germany","188","0.405587230234543","0.358796038205706","0.45237842226338","4"
"True entirely","1996","16-34 y.","West Germany","143","0.0403323318690629","0.03388596496117","0.0467786987769558","1"
"True entirely","1996","16-34 y.","East Germany","58","0.0430535970310812","0.0315162570200876","0.0545909370420749","1"
"True entirely","1996","35-65 y.","West Germany","326","0.0772844900709427","0.0696271707666712","0.0849418093752143","1"
"True entirely","1996","35-65 y.","East Germany","128","0.0694397871201089","0.0585102504955445","0.0803693237446733","1"
"True entirely","1996","66 and older","West Germany","117","0.124737330546656","0.105581878662643","0.143892782430669","1"
"True entirely","1996","66 and older","East Germany","49","0.132605601578671","0.100285914372491","0.164925288784851","1"
"Rather not true","1997","16-34 y.","West Germany","1184","0.368777290897848","0.352691788997391","0.384862792798304","3"
"Rather not true","1997","35-65 y.","West Germany","1330","0.284800561061488","0.27175970872973","0.297841413393245","3"
"Rather not true","1997","16-34 y.","East Germany","423","0.369442808614391","0.341715516935804","0.397170100292978","3"
"Rather not true","1997","66 and older","West Germany","292","0.248848482990627","0.223806044207227","0.273890921774027","3"
"Rather not true","1997","35-65 y.","East Germany","639","0.314803566790618","0.294619903818498","0.334987229762738","3"
"Rather not true","1997","66 and older","East Germany","115","0.265631449206958","0.224221551911628","0.307041346502289","3"
"Tends to agree","1997","16-34 y.","East Germany","108","0.101825169805184","0.0844519780715313","0.119198361538836","2"
"Tends to agree","1997","16-34 y.","West Germany","373","0.113457376711436","0.102883666510616","0.124031086912255","2"
"Tends to agree","1997","35-65 y.","West Germany","537","0.131088860238915","0.121336885881086","0.140840834596744","2"
"Tends to agree","1997","35-65 y.","East Germany","204","0.114083107367597","0.100267188344757","0.127899026390437","2"
"Tends to agree","1997","66 and older","West Germany","198","0.190974606130492","0.168207164283675","0.213742047977309","2"
"Tends to agree","1997","66 and older","East Germany","58","0.140592822473","0.108002516666822","0.173183128279178","2"
"Totally disagree","1997","16-34 y.","West Germany","1749","0.467493217611712","0.450858652427995","0.484127782795429","4"
"Totally disagree","1997","16-34 y.","East Germany","581","0.48870398566446","0.45998753601512","0.5174204353138","4"
"Totally disagree","1997","35-65 y.","West Germany","2423","0.499582789853327","0.485135318981699","0.514030260724955","4"
"Totally disagree","1997","35-65 y.","East Germany","1040","0.487675050006464","0.465952508362137","0.509397591650791","4"
"Totally disagree","1997","66 and older","West Germany","532","0.415090289035826","0.386549823670365","0.443630754401287","4"
"Totally disagree","1997","66 and older","East Germany","227","0.486026659863824","0.439166073895156","0.532887245832493","4"
"True entirely","1997","16-34 y.","West Germany","150","0.0502721147790046","0.042987201329229","0.0575570282287803","1"
"True entirely","1997","16-34 y.","East Germany","52","0.040028035915965","0.0287668788441227","0.0512891929878074","1"
"True entirely","1997","35-65 y.","West Germany","311","0.0845277888462703","0.0764898571457861","0.0925657205467545","1"
"True entirely","1997","35-65 y.","East Germany","151","0.0834382758353212","0.0714201669102404","0.0954563847604019","1"
"True entirely","1997","66 and older","West Germany","123","0.145086621843055","0.124687095262703","0.165486148423407","1"
"True entirely","1997","66 and older","East Germany","37","0.107749068456217","0.0786782245218386","0.136819912390596","1"
"Rather not true","1998","16-34 y.","West Germany","","","","","3"
"Rather not true","1998","35-65 y.","West Germany","","","","","3"
"Rather not true","1998","16-34 y.","East Germany","","","","","3"
"Rather not true","1998","35-65 y.","East Germany","","","","","3"
"Rather not true","1998","66 and older","West Germany","","","","","3"
"Rather not true","1998","66 and older","East Germany","","","","","3"
"Tends to agree","1998","16-34 y.","East Germany","","","","","2"
"Tends to agree","1998","16-34 y.","West Germany","","","","","2"
"Tends to agree","1998","35-65 y.","West Germany","","","","","2"
"Tends to agree","1998","35-65 y.","East Germany","","","","","2"
"Tends to agree","1998","66 and older","West Germany","","","","","2"
"Tends to agree","1998","66 and older","East Germany","","","","","2"
"Totally disagree","1998","16-34 y.","West Germany","","","","","4"
"Totally disagree","1998","16-34 y.","East Germany","","","","","4"
"Totally disagree","1998","35-65 y.","West Germany","","","","","4"
"Totally disagree","1998","35-65 y.","East Germany","","","","","4"
"Totally disagree","1998","66 and older","West Germany","","","","","4"
"Totally disagree","1998","66 and older","East Germany","","","","","4"
"True entirely","1998","16-34 y.","West Germany","","","","","1"
"True entirely","1998","16-34 y.","East Germany","","","","","1"
"True entirely","1998","35-65 y.","West Germany","","","","","1"
"True entirely","1998","35-65 y.","East Germany","","","","","1"
"True entirely","1998","66 and older","West Germany","","","","","1"
"True entirely","1998","66 and older","East Germany","","","","","1"
"Rather not true","1999","16-34 y.","West Germany","","","","","3"
"Rather not true","1999","16-34 y.","East Germany","","","","","3"
"Rather not true","1999","35-65 y.","West Germany","","","","","3"
"Rather not true","1999","35-65 y.","East Germany","","","","","3"
"Rather not true","1999","66 and older","West Germany","","","","","3"
"Rather not true","1999","66 and older","East Germany","","","","","3"
"Tends to agree","1999","16-34 y.","West Germany","","","","","2"
"Tends to agree","1999","16-34 y.","East Germany","","","","","2"
"Tends to agree","1999","35-65 y.","West Germany","","","","","2"
"Tends to agree","1999","66 and older","West Germany","","","","","2"
"Tends to agree","1999","35-65 y.","East Germany","","","","","2"
"Tends to agree","1999","66 and older","East Germany","","","","","2"
"Totally disagree","1999","16-34 y.","West Germany","","","","","4"
"Totally disagree","1999","35-65 y.","West Germany","","","","","4"
"Totally disagree","1999","16-34 y.","East Germany","","","","","4"
"Totally disagree","1999","35-65 y.","East Germany","","","","","4"
"Totally disagree","1999","66 and older","West Germany","","","","","4"
"Totally disagree","1999","66 and older","East Germany","","","","","4"
"True entirely","1999","16-34 y.","West Germany","","","","","1"
"True entirely","1999","16-34 y.","East Germany","","","","","1"
"True entirely","1999","35-65 y.","West Germany","","","","","1"
"True entirely","1999","35-65 y.","East Germany","","","","","1"
"True entirely","1999","66 and older","West Germany","","","","","1"
"True entirely","1999","66 and older","East Germany","","","","","1"
"Rather not true","2000","16-34 y.","West Germany","","","","","3"
"Rather not true","2000","16-34 y.","East Germany","","","","","3"
"Rather not true","2000","35-65 y.","East Germany","","","","","3"
"Rather not true","2000","35-65 y.","West Germany","","","","","3"
"Rather not true","2000","66 and older","East Germany","","","","","3"
"Rather not true","2000","66 and older","West Germany","","","","","3"
"Tends to agree","2000","16-34 y.","West Germany","","","","","2"
"Tends to agree","2000","35-65 y.","West Germany","","","","","2"
"Tends to agree","2000","16-34 y.","East Germany","","","","","2"
"Tends to agree","2000","35-65 y.","East Germany","","","","","2"
"Tends to agree","2000","66 and older","West Germany","","","","","2"
"Tends to agree","2000","66 and older","East Germany","","","","","2"
"Totally disagree","2000","16-34 y.","West Germany","","","","","4"
"Totally disagree","2000","16-34 y.","East Germany","","","","","4"
"Totally disagree","2000","35-65 y.","West Germany","","","","","4"
"Totally disagree","2000","35-65 y.","East Germany","","","","","4"
"Totally disagree","2000","66 and older","West Germany","","","","","4"
"Totally disagree","2000","66 and older","East Germany","","","","","4"
"True entirely","2000","16-34 y.","West Germany","","","","","1"
"True entirely","2000","16-34 y.","East Germany","","","","","1"
"True entirely","2000","35-65 y.","West Germany","","","","","1"
"True entirely","2000","35-65 y.","East Germany","","","","","1"
"True entirely","2000","66 and older","West Germany","","","","","1"
"True entirely","2000","66 and older","East Germany","","","","","1"
"Rather not true","2001","16-34 y.","West Germany","","","","","3"
"Rather not true","2001","16-34 y.","East Germany","","","","","3"
"Rather not true","2001","35-65 y.","West Germany","","","","","3"
"Rather not true","2001","35-65 y.","East Germany","","","","","3"
"Rather not true","2001","66 and older","East Germany","","","","","3"
"Rather not true","2001","66 and older","West Germany","","","","","3"
"Tends to agree","2001","16-34 y.","West Germany","","","","","2"
"Tends to agree","2001","35-65 y.","West Germany","","","","","2"
"Tends to agree","2001","16-34 y.","East Germany","","","","","2"
"Tends to agree","2001","35-65 y.","East Germany","","","","","2"
"Tends to agree","2001","66 and older","West Germany","","","","","2"
"Tends to agree","2001","66 and older","East Germany","","","","","2"
"Totally disagree","2001","16-34 y.","East Germany","","","","","4"
"Totally disagree","2001","16-34 y.","West Germany","","","","","4"
"Totally disagree","2001","35-65 y.","West Germany","","","","","4"
"Totally disagree","2001","35-65 y.","East Germany","","","","","4"
"Totally disagree","2001","66 and older","West Germany","","","","","4"
"Totally disagree","2001","66 and older","East Germany","","","","","4"
"True entirely","2001","16-34 y.","West Germany","","","","","1"
"True entirely","2001","16-34 y.","East Germany","","","","","1"
"True entirely","2001","35-65 y.","West Germany","","","","","1"
