"plh0189","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Not Employed","964","0.26470132593534","0.250155956100249","0.279246695770431","3"
"Rather not true","1992","Employed","2083","0.290768033393374","0.280459621872046","0.301076444914703","3"
"Tends to agree","1992","Not Employed","517","0.169191753339314","0.156830718988277","0.181552787690351","2"
"Tends to agree","1992","Employed","639","0.0938813097300172","0.0872605720463158","0.100502047413719","2"
"Totally disagree","1992","Not Employed","1730","0.460057206147666","0.443625047775259","0.476489364520074","4"
"Totally disagree","1992","Employed","4223","0.543465187702461","0.532158195779698","0.554772179625223","4"
"True entirely","1992","Not Employed","323","0.10604971457768","0.0958983072541015","0.116201121901258","1"
"True entirely","1992","Employed","510","0.0718854691741475","0.0660221220123872","0.0777488163359079","1"
"Rather not true","1993","Not Employed","1213","0.27218288462416","0.259037721669423","0.285328047578896","3"
"Rather not true","1993","Employed","2424","0.294264329812081","0.284684603625704","0.303844055998458","3"
"Tends to agree","1993","Not Employed","666","0.166518080286306","0.15551528012184","0.177520880450773","2"
"Tends to agree","1993","Employed","980","0.120191731661735","0.113355849511648","0.127027613811821","2"
"Totally disagree","1993","Not Employed","2100","0.439813295201406","0.42515359761738","0.454472992785431","4"
"Totally disagree","1993","Employed","4730","0.517910756460784","0.507406763127289","0.52841474979428","4"
"True entirely","1993","Not Employed","425","0.121485739888128","0.111837202255624","0.131134277520633","1"
"True entirely","1993","Employed","559","0.0676331820653997","0.0623543655570407","0.0729119985737588","1"
"Rather not true","1994","Not Employed","","","","","3"
"Rather not true","1994","Employed","","","","","3"
"Tends to agree","1994","Not Employed","","","","","2"
"Tends to agree","1994","Employed","","","","","2"
"Totally disagree","1994","Not Employed","","","","","4"
"Totally disagree","1994","Employed","","","","","4"
"True entirely","1994","Not Employed","","","","","1"
"True entirely","1994","Employed","","","","","1"
"Rather not true","1995","Not Employed","1427","0.290322555835398","0.277482907519369","0.303162204151428","3"
"Rather not true","1995","Employed","2829","0.351216344559106","0.3410618775342","0.361370811584011","3"
"Tends to agree","1995","Not Employed","770","0.178326333570321","0.167498547600698","0.189154119539944","2"
"Tends to agree","1995","Employed","923","0.119776871694006","0.112869661136602","0.12668408225141","2"
"Totally disagree","1995","Not Employed","2144","0.408935940207462","0.395029141939159","0.422842738475764","4"
"Totally disagree","1995","Employed","4272","0.466533627000303","0.455921197335564","0.477146056665043","4"
"True entirely","1995","Not Employed","460","0.122415170386819","0.113143789730492","0.131686551043146","1"
"True entirely","1995","Employed","465","0.0624731567465849","0.0573249212404298","0.06762139225274","1"
"Rather not true","1996","Not Employed","1480","0.311197141192285","0.297884207831455","0.324510074553116","3"
"Rather not true","1996","Employed","2835","0.349270015328548","0.339097341317514","0.359442689339583","3"
"Tends to agree","1996","Not Employed","729","0.174243610226223","0.163336419931997","0.185150800520449","2"
"Tends to agree","1996","Employed","910","0.120499020434767","0.113552553250037","0.127445487619497","2"
"Totally disagree","1996","Not Employed","2042","0.407483794113494","0.393354717647379","0.421612870579609","4"
"Totally disagree","1996","Employed","4266","0.477677367683105","0.467018996981361","0.488335738384849","4"
"True entirely","1996","Not Employed","395","0.107075454467997","0.0981842451990766","0.115966663736918","1"
"True entirely","1996","Employed","426","0.0525535965535799","0.0477922190728659","0.0573149740342938","1"
"Rather not true","1997","Employed","2564","0.317595231102028","0.307476934197094","0.327713528006962","3"
"Rather not true","1997","Not Employed","1419","0.290054965111456","0.277088523991364","0.303021406231547","3"
"Tends to agree","1997","Employed","784","0.107269560842377","0.100543700753795","0.113995420930958","2"
"Tends to agree","1997","Not Employed","694","0.168949665593217","0.158242842926178","0.179656488260256","2"
"Totally disagree","1997","Employed","4326","0.507360127788593","0.49649406143999","0.518226194137196","4"
"Totally disagree","1997","Not Employed","2226","0.434399066037937","0.420235657658486","0.448562474417388","4"
"True entirely","1997","Employed","458","0.0677750802670029","0.0623119094429923","0.0732382510910134","1"
"True entirely","1997","Not Employed","366","0.106596303257391","0.0977784428054283","0.115414163709353","1"
"Rather not true","1998","Employed","","","","","3"
"Rather not true","1998","Not Employed","","","","","3"
"Tends to agree","1998","Employed","","","","","2"
"Tends to agree","1998","Not Employed","","","","","2"
"Totally disagree","1998","Employed","","","","","4"
"Totally disagree","1998","Not Employed","","","","","4"
"True entirely","1998","Employed","","","","","1"
"True entirely","1998","Not Employed","","","","","1"
"Rather not true","1999","Employed","","","","","3"
"Rather not true","1999","Not Employed","","","","","3"
"Tends to agree","1999","Employed","","","","","2"
"Tends to agree","1999","Not Employed","","","","","2"
"Totally disagree","1999","Employed","","","","","4"
"Totally disagree","1999","Not Employed","","","","","4"
"True entirely","1999","Employed","","","","","1"
"True entirely","1999","Not Employed","","","","","1"
"Rather not true","2000","Employed","","","","","3"
"Rather not true","2000","Not Employed","","","","","3"
"Tends to agree","2000","Employed","","","","","2"
"Tends to agree","2000","Not Employed","","","","","2"
"Totally disagree","2000","Employed","","","","","4"
"Totally disagree","2000","Not Employed","","","","","4"
"True entirely","2000","Employed","","","","","1"
"True entirely","2000","Not Employed","","","","","1"
"Rather not true","2001","Not Employed","","","","","3"
"Rather not true","2001","Employed","","","","","3"
"Tends to agree","2001","Not Employed","","","","","2"
"Tends to agree","2001","Employed","","","","","2"
"Totally disagree","2001","Not Employed","","","","","4"
"Totally disagree","2001","Employed","","","","","4"
"True entirely","2001","Not Employed","","","","","1"
"True entirely","2001","Employed","","","","","1"
"Rather not true","2002","Not Employed","","","","","3"
"Rather not true","2002","Employed","","","","","3"
"Tends to agree","2002","Not Employed","","","","","2"
"Tends to agree","2002","Employed","","","","","2"
"Totally disagree","2002","Not Employed","","","","","4"
"Totally disagree","2002","Employed","","","","","4"
"True entirely","2002","Not Employed","","","","","1"
"True entirely","2002","Employed","","","","","1"
"Rather not true","2003","Not Employed","","","","","3"
"Rather not true","2003","Employed","","","","","3"
"Tends to agree","2003","Not Employed","","","","","2"
"Tends to agree","2003","Employed","","","","","2"
"Totally disagree","2003","Not Employed","","","","","4"
"Totally disagree","2003","Employed","","","","","4"
"True entirely","2003","Not Employed","","","","","1"
"True entirely","2003","Employed","","","","","1"
"Rather not true","2004","Not Employed","","","","","3"
"Rather not true","2004","Employed","","","","","3"
"Tends to agree","2004","Not Employed","","","","","2"
"Tends to agree","2004","Employed","","","","","2"
"Totally disagree","2004","Not Employed","","","","","4"
"Totally disagree","2004","Employed","","","","","4"
"True entirely","2004","Not Employed","","","","","1"
"True entirely","2004","Employed","","","","","1"
"Rather not true","2005","Not Employed","","","","","3"
"Rather not true","2005","Employed","","","","","3"
"Tends to agree","2005","Not Employed","","","","","2"
"Tends to agree","2005","Employed","","","","","2"
"Totally disagree","2005","Not Employed","","","","","4"
"Totally disagree","2005","Employed","","","","","4"
"True entirely","2005","Not Employed","","","","","1"
"True entirely","2005","Employed","","","","","1"
"Rather not true","2006","Not Employed","","","","","3"
"Rather not true","2006","Employed","","","","","3"
"Tends to agree","2006","Not Employed","","","","","2"
"Tends to agree","2006","Employed","","","","","2"
"Totally disagree","2006","Not Employed","","","","","4"
"Totally disagree","2006","Employed","","","","","4"
"True entirely","2006","Not Employed","","","","","1"
"True entirely","2006","Employed","","","","","1"
"Rather not true","2007","Not Employed","","","","","3"
