"plh0189","year","sampreg","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","West Germany","","","",""
"True entirely","1990","East Germany","384","0.0943680852690791","0.0857419002246201","0.102994270313538"
"Tends to agree","1990","West Germany","","","",""
"Tends to agree","1990","East Germany","396","0.101776338707835","0.0928546719690291","0.110698005446642"
"Rather not true","1990","West Germany","","","",""
"Rather not true","1990","East Germany","887","0.20047510389862","0.188661659038032","0.212288548759208"
"Totally disagree","1990","West Germany","","","",""
"Totally disagree","1990","East Germany","2745","0.603380472124465","0.588945597670205","0.617815346578725"
"True entirely","1991","West Germany","2","","",""
"True entirely","1991","East Germany","331","0.0848349330739891","0.0763298511453933","0.0933400150025849"
"Tends to agree","1991","West Germany","4","","",""
"Tends to agree","1991","East Germany","379","0.109887563347991","0.100341196270863","0.119433930425118"
"Rather not true","1991","West Germany","11","","",""
"Rather not true","1991","East Germany","992","0.25093265395788","0.237698979522977","0.264166328392784"
"Totally disagree","1991","West Germany","21","","",""
"Totally disagree","1991","East Germany","2421","0.55434484962014","0.539173266630755","0.569516432609525"
"True entirely","1992","West Germany","505","0.0849727750240728","0.078446684700167","0.0914988653479787"
"True entirely","1992","East Germany","328","0.08512008239231","0.0764460114833774","0.0937941533012426"
"Tends to agree","1992","West Germany","760","0.125079396580323","0.117337036203398","0.132821756957248"
"Tends to agree","1992","East Germany","396","0.114466022136663","0.104569882529579","0.124362161743746"
"Rather not true","1992","West Germany","1988","0.282589384695726","0.272051389585304","0.293127379806149"
"Rather not true","1992","East Germany","1059","0.274063596962624","0.260199235661388","0.287927958263859"
"Totally disagree","1992","West Germany","3760","0.507358443699878","0.495657547152182","0.519059340247574"
"Totally disagree","1992","East Germany","2193","0.526350298508404","0.510830325060704","0.541870271956104"
"True entirely","1993","West Germany","712","0.0903834459077634","0.0845478102345849","0.0962190815809419"
"True entirely","1993","East Germany","272","0.082047991774887","0.0733485796013995","0.0907474039483745"
"Tends to agree","1993","West Germany","1199","0.139720351016287","0.132664259516436","0.146776442516138"
"Tends to agree","1993","East Germany","447","0.132762128645603","0.122006094730521","0.143518162560684"
"Rather not true","1993","West Germany","2629","0.291713513691016","0.28246233015011","0.300964697231922"
"Rather not true","1993","East Germany","1008","0.261003603694421","0.247081965136429","0.274925242252414"
"Totally disagree","1993","West Germany","4734","0.478182689384934","0.468016207024863","0.488349171745005"
"Totally disagree","1993","East Germany","2096","0.524186275885089","0.508355316040172","0.540017235730007"
"True entirely","1994","West Germany","","","",""
"True entirely","1994","East Germany","","","",""
"Tends to agree","1994","West Germany","","","",""
"Tends to agree","1994","East Germany","","","",""
"Rather not true","1994","West Germany","","","",""
"Rather not true","1994","East Germany","","","",""
"Totally disagree","1994","West Germany","","","",""
"Totally disagree","1994","East Germany","","","",""
"True entirely","1995","West Germany","656","0.0880786300783416","0.082410254754505","0.0937470054021783"
"True entirely","1995","East Germany","269","0.0858267533971465","0.0767853235227386","0.0948681832715543"
"Tends to agree","1995","West Germany","1267","0.147435380552934","0.14034435358418","0.154526407521689"
"Tends to agree","1995","East Germany","426","0.131529048156219","0.120619669668812","0.142438426643627"
"Rather not true","1995","West Germany","3011","0.325069662887513","0.315701329837836","0.334437995937191"
"Rather not true","1995","East Germany","1245","0.328054246105447","0.31289940243229","0.343209089778604"
"Totally disagree","1995","West Germany","4669","0.439416326481211","0.429489671128403","0.449342981834019"
"Totally disagree","1995","East Germany","1747","0.454589952341187","0.438517468211606","0.470662436470768"
"True entirely","1996","West Germany","586","0.0756503407355075","0.0703026101858026","0.0809980712852124"
"True entirely","1996","East Germany","235","0.0733851894562182","0.0649714562529977","0.0817989226594386"
"Tends to agree","1996","West Germany","1213","0.146383891825815","0.139235244442422","0.153532539209209"
"Tends to agree","1996","East Germany","426","0.127759896234884","0.116989040511534","0.138530751958234"
"Rather not true","1996","West Germany","3009","0.329512641291817","0.320007090931171","0.339018191652464"
"Rather not true","1996","East Germany","1306","0.35017451990692","0.334783211269353","0.365565828544487"
"Totally disagree","1996","West Germany","4585","0.44845312614686","0.43839549576052","0.4585107565332"
"Totally disagree","1996","East Germany","1723","0.448680394401978","0.432632976119747","0.464727812684208"
"True entirely","1997","West Germany","584","0.0862793593370141","0.0805425931443476","0.0920161255296806"
"True entirely","1997","East Germany","240","0.075208656131626","0.0666352839839698","0.0837820282792823"
"Tends to agree","1997","West Germany","1108","0.13754001605525","0.130502960350069","0.144577071760432"
"Tends to agree","1997","East Germany","370","0.115389068586399","0.105002923903278","0.12577521326952"
"Rather not true","1997","West Germany","2806","0.302249445841952","0.29286648663436","0.311632405049544"
"Rather not true","1997","East Germany","1177","0.32173026470844","0.306544276402704","0.336916253014176"
"Totally disagree","1997","West Germany","4704","0.473931178765784","0.463729165158017","0.484133192373551"
"Totally disagree","1997","East Germany","1848","0.487672010573535","0.471422741133929","0.50392128001314"
"True entirely","1998","West Germany","","","",""
"True entirely","1998","East Germany","","","",""
"Tends to agree","1998","West Germany","","","",""
"Tends to agree","1998","East Germany","","","",""
"Rather not true","1998","West Germany","","","",""
"Rather not true","1998","East Germany","","","",""
"Totally disagree","1998","West Germany","","","",""
"Totally disagree","1998","East Germany","","","",""
"True entirely","1999","West Germany","","","",""
"True entirely","1999","East Germany","","","",""
"Tends to agree","1999","West Germany","","","",""
"Tends to agree","1999","East Germany","","","",""
"Rather not true","1999","West Germany","","","",""
"Rather not true","1999","East Germany","","","",""
"Totally disagree","1999","West Germany","","","",""
"Totally disagree","1999","East Germany","","","",""
"True entirely","2000","West Germany","","","",""
"True entirely","2000","East Germany","","","",""
"Tends to agree","2000","West Germany","","","",""
"Tends to agree","2000","East Germany","","","",""
"Rather not true","2000","West Germany","","","",""
"Rather not true","2000","East Germany","","","",""
"Totally disagree","2000","West Germany","","","",""
"Totally disagree","2000","East Germany","","","",""
"True entirely","2001","West Germany","","","",""
"True entirely","2001","East Germany","","","",""
"Tends to agree","2001","West Germany","","","",""
"Tends to agree","2001","East Germany","","","",""
"Rather not true","2001","West Germany","","","",""
"Rather not true","2001","East Germany","","","",""
"Totally disagree","2001","West Germany","","","",""
"Totally disagree","2001","East Germany","","","",""
"True entirely","2002","West Germany","","","",""
"True entirely","2002","East Germany","","","",""
"Tends to agree","2002","West Germany","","","",""
"Tends to agree","2002","East Germany","","","",""
"Rather not true","2002","West Germany","","","",""
"Rather not true","2002","East Germany","","","",""
"Totally disagree","2002","West Germany","","","",""
"Totally disagree","2002","East Germany","","","",""
"True entirely","2003","West Germany","","","",""
"True entirely","2003","East Germany","","","",""
"Tends to agree","2003","West Germany","","","",""
"Tends to agree","2003","East Germany","","","",""
"Rather not true","2003","West Germany","","","",""
"Rather not true","2003","East Germany","","","",""
"Totally disagree","2003","West Germany","","","",""
"Totally disagree","2003","East Germany","","","",""
"True entirely","2004","West Germany","","","",""
"True entirely","2004","East Germany","","","",""
"Tends to agree","2004","West Germany","","","",""
"Tends to agree","2004","East Germany","","","",""
"Rather not true","2004","West Germany","","","",""
"Rather not true","2004","East Germany","","","",""
"Totally disagree","2004","West Germany","","","",""
"Totally disagree","2004","East Germany","","","",""
"True entirely","2005","West Germany","","","",""
"True entirely","2005","East Germany","","","",""
"Tends to agree","2005","West Germany","","","",""
"Tends to agree","2005","East Germany","","","",""
"Rather not true","2005","West Germany","","","",""
"Rather not true","2005","East Germany","","","",""
"Totally disagree","2005","West Germany","","","",""
"Totally disagree","2005","East Germany","","","",""
"True entirely","2006","West Germany","","","",""
"True entirely","2006","East Germany","","","",""
"Tends to agree","2006","West Germany","","","",""
"Tends to agree","2006","East Germany","","","",""
"Rather not true","2006","West Germany","","","",""
"Rather not true","2006","East Germany","","","",""
"Totally disagree","2006","West Germany","","","",""
"Totally disagree","2006","East Germany","","","",""
"True entirely","2007","West Germany","","","",""
"True entirely","2007","East Germany","","","",""
"Tends to agree","2007","West Germany","","","",""
"Tends to agree","2007","East Germany","","","",""
"Rather not true","2007","West Germany","","","",""
"Rather not true","2007","East Germany","","","",""
"Totally disagree","2007","West Germany","","","",""
"Totally disagree","2007","East Germany","","","",""
"True entirely","2008","West Germany","894","0.0768368475863743","0.0725130255621413","0.0811606696106074"
"True entirely","2008","East Germany","309","0.074332927346035","0.0668974861195236","0.0817683685725464"
"Tends to agree","2008","West Germany","1887","0.149991736973171","0.144194927180859","0.155788546765483"
"Tends to agree","2008","East Germany","705","0.17191961066466","0.161224440998232","0.182614780331088"
"Rather not true","2008","West Germany","5489","0.384149769828898","0.376253324152368","0.392046215505427"
"Rather not true","2008","East Germany","2041","0.422950432594734","0.408946822316289","0.436954042873179"
"Totally disagree","2008","West Germany","6305","0.389021645611557","0.381106778914388","0.396936512308726"
"Totally disagree","2008","East Germany","1726","0.330797029394571","0.317460327320096","0.344133731469046"
"True entirely","2009","West Germany","","","",""
"True entirely","2009","East Germany","","","",""
"Tends to agree","2009","West Germany","","","",""
"Tends to agree","2009","East Germany","","","",""
"Rather not true","2009","West Germany","","","",""
"Rather not true","2009","East Germany","","","",""
"Totally disagree","2009","West Germany","","","",""
"Totally disagree","2009","East Germany","","","",""
"True entirely","2010","West Germany","","","",""
"True entirely","2010","East Germany","","","",""
"Tends to agree","2010","West Germany","","","",""
"Tends to agree","2010","East Germany","","","",""
"Rather not true","2010","West Germany","","","",""
"Rather not true","2010","East Germany","","","",""
"Totally disagree","2010","West Germany","","","",""
"Totally disagree","2010","East Germany","","","",""
"True entirely","2011","West Germany","","","",""
"True entirely","2011","East Germany","","","",""
"Tends to agree","2011","West Germany","","","",""
"Tends to agree","2011","East Germany","","","",""
"Rather not true","2011","West Germany","","","",""
"Rather not true","2011","East Germany","","","",""
"Totally disagree","2011","West Germany","","","",""
"Totally disagree","2011","East Germany","","","",""
"True entirely","2012","West Germany","","","",""
"True entirely","2012","East Germany","","","",""
"Tends to agree","2012","West Germany","","","",""
"Tends to agree","2012","East Germany","","","",""
"Rather not true","2012","West Germany","","","",""
"Rather not true","2012","East Germany","","","",""
"Totally disagree","2012","West Germany","","","",""
