"plh0189","year","migback","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","no migration background","374","0.0951210182930648","0.086319261149908","0.103922775436222"
"True entirely","1990","direct migration background","10","","",""
"True entirely","1990","indirect migration background","","","",""
"Tends to agree","1990","no migration background","378","0.1009256299901","0.0918884188534531","0.109962841126747"
"Tends to agree","1990","direct migration background","18","","",""
"Tends to agree","1990","indirect migration background","","","",""
"Rather not true","1990","no migration background","858","0.200351267041495","0.188342966217893","0.212359567865097"
"Rather not true","1990","direct migration background","28","","",""
"Rather not true","1990","indirect migration background","1","","",""
"Totally disagree","1990","no migration background","2658","0.60360208467534","0.588927124474806","0.618277044875874"
"Totally disagree","1990","direct migration background","86","0.597081931379478","0.516408736774011","0.677755125984944"
"Totally disagree","1990","indirect migration background","1","","",""
"True entirely","1991","no migration background","322","0.0843189700733537","0.0757262249452495","0.0929117152014579"
"True entirely","1991","direct migration background","11","","",""
"True entirely","1991","indirect migration background","","","",""
"Tends to agree","1991","no migration background","357","0.106823134071353","0.0972710405488928","0.116375227593813"
"Tends to agree","1991","direct migration background","26","","",""
"Tends to agree","1991","indirect migration background","","","",""
"Rather not true","1991","no migration background","966","0.251264488545625","0.237851456944736","0.264677520146514"
"Rather not true","1991","direct migration background","35","0.228183438970621","0.158914642521764","0.297452235419478"
"Rather not true","1991","indirect migration background","2","","",""
"Totally disagree","1991","no migration background","2372","0.557593407309669","0.5422342713305","0.572952543288837"
"Totally disagree","1991","direct migration background","69","0.498794907593732","0.416265775560183","0.581324039627282"
"Totally disagree","1991","indirect migration background","1","","",""
"True entirely","1992","no migration background","779","0.0834092465956598","0.0780785043282286","0.088739988863091"
"True entirely","1992","direct migration background","52","0.110892157848031","0.0851823744544588","0.136601941241602"
"True entirely","1992","indirect migration background","2","","",""
"Tends to agree","1992","no migration background","1076","0.123567088836202","0.117222498332665","0.129911679339738"
"Tends to agree","1992","direct migration background","66","0.105166639107195","0.0800488817330665","0.130284396481324"
"Tends to agree","1992","indirect migration background","14","","",""
"Rather not true","1992","no migration background","2853","0.280050048995585","0.271393160368024","0.288706937623147"
"Rather not true","1992","direct migration background","166","0.289580800759703","0.252443271472118","0.326718330047289"
"Rather not true","1992","indirect migration background","28","","",""
"Totally disagree","1992","no migration background","5627","0.512973615572553","0.503337175846032","0.522610055299073"
"Totally disagree","1992","direct migration background","289","0.494360402285071","0.453423671479677","0.535297133090465"
"Totally disagree","1992","indirect migration background","37","0.433678605102893","0.325753851754302","0.541603358451484"
"True entirely","1993","no migration background","767","0.0885421615552893","0.0830147396800371","0.0940695834305415"
"True entirely","1993","direct migration background","193","0.0919351754931953","0.0805543948687169","0.103315956117674"
"True entirely","1993","indirect migration background","24","","",""
"Tends to agree","1993","no migration background","1198","0.136079638242022","0.129408304169086","0.142750972314959"
"Tends to agree","1993","direct migration background","390","0.154716007132951","0.140471687262615","0.168960327003286"
"Tends to agree","1993","indirect migration background","58","0.142444598829702","0.110980665967084","0.17390853169232"
"Rather not true","1993","no migration background","2818","0.284761444014471","0.275980417005673","0.293542471023268"
"Rather not true","1993","direct migration background","675","0.288491546526541","0.270646020709632","0.306337072343449"
"Rather not true","1993","indirect migration background","144","0.308694360714139","0.267107291242141","0.350281430186136"
"Totally disagree","1993","no migration background","5364","0.490616756188218","0.480889893691131","0.500343618685305"
"Totally disagree","1993","direct migration background","1218","0.464857270847313","0.445211575748878","0.484502965945749"
"Totally disagree","1993","indirect migration background","248","0.471889568427006","0.426948697795356","0.516830439058656"
"True entirely","1994","no migration background","","","",""
"True entirely","1994","direct migration background","","","",""
"True entirely","1994","indirect migration background","","","",""
"Tends to agree","1994","no migration background","","","",""
"Tends to agree","1994","direct migration background","","","",""
"Tends to agree","1994","indirect migration background","","","",""
"Rather not true","1994","no migration background","","","",""
"Rather not true","1994","direct migration background","","","",""
"Rather not true","1994","indirect migration background","","","",""
"Totally disagree","1994","no migration background","","","",""
"Totally disagree","1994","direct migration background","","","",""
"Totally disagree","1994","indirect migration background","","","",""
"True entirely","1995","no migration background","690","0.0853631389359898","0.0798852120677877","0.090841065804192"
"True entirely","1995","direct migration background","205","0.103532614808709","0.0922240486122804","0.114841181005137"
"True entirely","1995","indirect migration background","30","0.069247821467999","0.0471492500317271","0.0913463929042709"
"Tends to agree","1995","no migration background","1191","0.14005648536788","0.13325281496519","0.14686015577057"
"Tends to agree","1995","direct migration background","446","0.16953424280776","0.155606161715966","0.183462323899554"
"Tends to agree","1995","indirect migration background","56","0.147436313101284","0.11657532992341","0.178297296279158"
"Rather not true","1995","no migration background","3346","0.332847652330293","0.323609354692623","0.342085949967963"
"Rather not true","1995","direct migration background","762","0.2815252145566","0.264830994993827","0.298219434119373"
"Rather not true","1995","indirect migration background","148","0.336350431943848","0.295225090732278","0.377475773155419"
"Totally disagree","1995","no migration background","4768","0.441732723365838","0.431997238988437","0.451468207743239"
"Totally disagree","1995","direct migration background","1375","0.445407927826931","0.426959154017136","0.463856701636726"
"Totally disagree","1995","indirect migration background","273","0.446965433486868","0.403688426380349","0.490242440593388"
"True entirely","1996","no migration background","604","0.0724172349192249","0.0673193193305531","0.0775151505078966"
"True entirely","1996","direct migration background","194","0.0949735014158257","0.0837237500552809","0.10622325277637"
"True entirely","1996","indirect migration background","23","","",""
"Tends to agree","1996","no migration background","1182","0.13946743758746","0.132653229355","0.14628164581992"
"Tends to agree","1996","direct migration background","382","0.160994681130876","0.146892081628623","0.175097280633129"
"Tends to agree","1996","indirect migration background","75","0.157841905023618","0.127232294013836","0.1884515160334"
"Rather not true","1996","no migration background","3358","0.336941314350266","0.327644194004152","0.346238434696379"
"Rather not true","1996","direct migration background","770","0.308097692195312","0.290381203000969","0.325814181389656"
"Rather not true","1996","indirect migration background","187","0.36438151649993","0.323977339192451","0.404785693807409"
"Totally disagree","1996","no migration background","4785","0.45117401314305","0.441386221681708","0.460961804604391"
"Totally disagree","1996","direct migration background","1263","0.435934125257986","0.41690642075727","0.454961829758701"
"Totally disagree","1996","indirect migration background","260","0.423457310739897","0.381974288226818","0.464940333252976"
"True entirely","1997","no migration background","651","0.0848502951800121","0.0793304169669465","0.0903701733930777"
"True entirely","1997","direct migration background","151","0.0832101996616386","0.0723332215081872","0.09408717781509"
"True entirely","1997","indirect migration background","22","","",""
"Tends to agree","1997","no migration background","1039","0.127489322592855","0.120882707166882","0.134095938018828"
"Tends to agree","1997","direct migration background","369","0.166425616845719","0.151757736610589","0.181093497080849"
"Tends to agree","1997","indirect migration background","70","0.1432551955792","0.114495015974707","0.172015375183693"
"Rather not true","1997","no migration background","3065","0.308045235012088","0.298899832072014","0.317190637952162"
"Rather not true","1997","direct migration background","724","0.290654961505424","0.27277351178657","0.308536411224279"
"Rather not true","1997","indirect migration background","194","0.323851634530869","0.285436291895986","0.362266977165752"
"Totally disagree","1997","no migration background","5035","0.479615147215045","0.469719014434626","0.489511279995465"
"Totally disagree","1997","direct migration background","1233","0.459709221987218","0.440082829791593","0.479335614182842"
"Totally disagree","1997","indirect migration background","284","0.467858393021906","0.426896361827449","0.508820424216363"
"True entirely","1998","no migration background","","","",""
"True entirely","1998","direct migration background","","","",""
"True entirely","1998","indirect migration background","","","",""
"Tends to agree","1998","no migration background","","","",""
"Tends to agree","1998","direct migration background","","","",""
"Tends to agree","1998","indirect migration background","","","",""
"Rather not true","1998","no migration background","","","",""
"Rather not true","1998","direct migration background","","","",""
"Rather not true","1998","indirect migration background","","","",""
"Totally disagree","1998","no migration background","","","",""
"Totally disagree","1998","direct migration background","","","",""
"Totally disagree","1998","indirect migration background","","","",""
"True entirely","1999","no migration background","","","",""
"True entirely","1999","direct migration background","","","",""
"True entirely","1999","indirect migration background","","","",""
"Tends to agree","1999","no migration background","","","",""
"Tends to agree","1999","direct migration background","","","",""
"Tends to agree","1999","indirect migration background","","","",""
