"plh0189","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","(0) in school","","","",""
"True entirely","1990","16-34 y.","(1a) inadequately completed","2","","",""
"True entirely","1990","16-34 y.","(1b) general elementary school","3","","",""
"True entirely","1990","16-34 y.","(1c) basic vocational qualification","19","","",""
"True entirely","1990","16-34 y.","(2b) intermediate general qualification","10","","",""
"True entirely","1990","16-34 y.","(2a) intermediate vocational","66","0.0761303555704982","0.0586378501486321","0.0936228609923643"
"True entirely","1990","16-34 y.","(2c_gen) general maturity certificate","4","","",""
"True entirely","1990","16-34 y.","(2c_voc) vocational maturity certificate","5","","",""
"True entirely","1990","16-34 y.","(3a) lower tertiary education","19","","",""
"True entirely","1990","16-34 y.","(3b) higher tertiary education","7","","",""
"True entirely","1990","35-65 y.","(0) in school","","","",""
"True entirely","1990","35-65 y.","(1a) inadequately completed","","","",""
"True entirely","1990","35-65 y.","(1b) general elementary school","21","","",""
"True entirely","1990","35-65 y.","(1c) basic vocational qualification","84","0.0953696827040521","0.0768471544525552","0.113892210955549"
"True entirely","1990","35-65 y.","(2b) intermediate general qualification","1","","",""
"True entirely","1990","35-65 y.","(2a) intermediate vocational","41","0.090503907732264","0.0645936506645865","0.116414164799942"
"True entirely","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","35-65 y.","(2c_voc) vocational maturity certificate","2","","",""
"True entirely","1990","35-65 y.","(3a) lower tertiary education","29","","",""
"True entirely","1990","35-65 y.","(3b) higher tertiary education","14","","",""
"True entirely","1990","66 and older","(0) in school","","","",""
"True entirely","1990","66 and older","(1a) inadequately completed","","","",""
"True entirely","1990","66 and older","(1b) general elementary school","29","","",""
"True entirely","1990","66 and older","(1c) basic vocational qualification","20","","",""
"True entirely","1990","66 and older","(2b) intermediate general qualification","1","","",""
"True entirely","1990","66 and older","(2a) intermediate vocational","","","",""
"True entirely","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","66 and older","(3a) lower tertiary education","2","","",""
"True entirely","1990","66 and older","(3b) higher tertiary education","","","",""
"Tends to agree","1990","16-34 y.","(0) in school","","","",""
"Tends to agree","1990","16-34 y.","(1a) inadequately completed","4","","",""
"Tends to agree","1990","16-34 y.","(1b) general elementary school","5","","",""
"Tends to agree","1990","16-34 y.","(1c) basic vocational qualification","13","","",""
"Tends to agree","1990","16-34 y.","(2b) intermediate general qualification","15","","",""
"Tends to agree","1990","16-34 y.","(2a) intermediate vocational","66","0.0790005781943373","0.061209078687299","0.0967920777013756"
"Tends to agree","1990","16-34 y.","(2c_gen) general maturity certificate","4","","",""
"Tends to agree","1990","16-34 y.","(2c_voc) vocational maturity certificate","7","","",""
"Tends to agree","1990","16-34 y.","(3a) lower tertiary education","18","","",""
"Tends to agree","1990","16-34 y.","(3b) higher tertiary education","11","","",""
"Tends to agree","1990","35-65 y.","(0) in school","","","",""
"Tends to agree","1990","35-65 y.","(1a) inadequately completed","1","","",""
"Tends to agree","1990","35-65 y.","(1b) general elementary school","26","","",""
"Tends to agree","1990","35-65 y.","(1c) basic vocational qualification","71","0.0753071565711952","0.0586662722734304","0.09194804086896"
"Tends to agree","1990","35-65 y.","(2b) intermediate general qualification","5","","",""
"Tends to agree","1990","35-65 y.","(2a) intermediate vocational","24","","",""
"Tends to agree","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","35-65 y.","(2c_voc) vocational maturity certificate","1","","",""
"Tends to agree","1990","35-65 y.","(3a) lower tertiary education","34","0.113184254591802","0.081861386537581","0.144507122646022"
"Tends to agree","1990","35-65 y.","(3b) higher tertiary education","16","","",""
"Tends to agree","1990","66 and older","(0) in school","","","",""
"Tends to agree","1990","66 and older","(1a) inadequately completed","","","",""
"Tends to agree","1990","66 and older","(1b) general elementary school","23","","",""
"Tends to agree","1990","66 and older","(1c) basic vocational qualification","38","0.190261716509593","0.137300871598836","0.24322256142035"
"Tends to agree","1990","66 and older","(2b) intermediate general qualification","2","","",""
"Tends to agree","1990","66 and older","(2a) intermediate vocational","4","","",""
"Tends to agree","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Tends to agree","1990","66 and older","(3a) lower tertiary education","4","","",""
"Tends to agree","1990","66 and older","(3b) higher tertiary education","1","","",""
"Rather not true","1990","16-34 y.","(0) in school","","","",""
"Rather not true","1990","16-34 y.","(1a) inadequately completed","6","","",""
"Rather not true","1990","16-34 y.","(1b) general elementary school","6","","",""
"Rather not true","1990","16-34 y.","(1c) basic vocational qualification","31","0.185932463558401","0.125836821029004","0.246028106087798"
"Rather not true","1990","16-34 y.","(2b) intermediate general qualification","54","0.34153869674835","0.269614512895003","0.413462880601696"
"Rather not true","1990","16-34 y.","(2a) intermediate vocational","182","0.201921799847757","0.175443989471254","0.22839961022426"
"Rather not true","1990","16-34 y.","(2c_gen) general maturity certificate","14","","",""
"Rather not true","1990","16-34 y.","(2c_voc) vocational maturity certificate","17","","",""
"Rather not true","1990","16-34 y.","(3a) lower tertiary education","53","0.242070596588306","0.185851863090365","0.298289330086248"
"Rather not true","1990","16-34 y.","(3b) higher tertiary education","25","","",""
"Rather not true","1990","35-65 y.","(0) in school","","","",""
"Rather not true","1990","35-65 y.","(1a) inadequately completed","2","","",""
"Rather not true","1990","35-65 y.","(1b) general elementary school","36","0.215043490753713","0.154855821777649","0.275231159729777"
"Rather not true","1990","35-65 y.","(1c) basic vocational qualification","170","0.18017413324761","0.155937820000461","0.204410446494759"
"Rather not true","1990","35-65 y.","(2b) intermediate general qualification","","","",""
"Rather not true","1990","35-65 y.","(2a) intermediate vocational","78","0.170378689946737","0.136425137148718","0.204332242744756"
"Rather not true","1990","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Rather not true","1990","35-65 y.","(2c_voc) vocational maturity certificate","8","","",""
"Rather not true","1990","35-65 y.","(3a) lower tertiary education","70","0.169647288981387","0.132540225968473","0.206754351994301"
"Rather not true","1990","35-65 y.","(3b) higher tertiary education","45","0.181349024567501","0.131875012085605","0.230823037049396"
"Rather not true","1990","66 and older","(0) in school","","","",""
"Rather not true","1990","66 and older","(1a) inadequately completed","1","","",""
"Rather not true","1990","66 and older","(1b) general elementary school","28","","",""
"Rather not true","1990","66 and older","(1c) basic vocational qualification","44","0.200395608871562","0.146383821531948","0.254407396211177"
"Rather not true","1990","66 and older","(2b) intermediate general qualification","1","","",""
"Rather not true","1990","66 and older","(2a) intermediate vocational","5","","",""
"Rather not true","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Rather not true","1990","66 and older","(3a) lower tertiary education","7","","",""
"Rather not true","1990","66 and older","(3b) higher tertiary education","1","","",""
"Totally disagree","1990","16-34 y.","(0) in school","1","","",""
"Totally disagree","1990","16-34 y.","(1a) inadequately completed","21","","",""
"Totally disagree","1990","16-34 y.","(1b) general elementary school","6","","",""
"Totally disagree","1990","16-34 y.","(1c) basic vocational qualification","98","0.614152842602848","0.538959214742156","0.68934647046354"
"Totally disagree","1990","16-34 y.","(2b) intermediate general qualification","88","0.516308957964998","0.440516025985613","0.592101889944383"
"Totally disagree","1990","16-34 y.","(2a) intermediate vocational","569","0.642947266387408","0.611344754925089","0.674549777849727"
"Totally disagree","1990","16-34 y.","(2c_gen) general maturity certificate","23","","",""
"Totally disagree","1990","16-34 y.","(2c_voc) vocational maturity certificate","28","","",""
"Totally disagree","1990","16-34 y.","(3a) lower tertiary education","133","0.591098030611091","0.526571990047839","0.655624071174343"
"Totally disagree","1990","16-34 y.","(3b) higher tertiary education","53","0.531197475454432","0.431373365525081","0.631021585383782"
"Totally disagree","1990","35-65 y.","(0) in school","","","",""
"Totally disagree","1990","35-65 y.","(1a) inadequately completed","5","","",""
"Totally disagree","1990","35-65 y.","(1b) general elementary school","96","0.503064975256403","0.429819058321458","0.576310892191347"
"Totally disagree","1990","35-65 y.","(1c) basic vocational qualification","641","0.649149027477143","0.619054115629447","0.679243939324839"
"Totally disagree","1990","35-65 y.","(2b) intermediate general qualification","2","","",""
"Totally disagree","1990","35-65 y.","(2a) intermediate vocational","328","0.685502329975619","0.643569823643113","0.727434836308125"
"Totally disagree","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","35-65 y.","(2c_voc) vocational maturity certificate","15","","",""
"Totally disagree","1990","35-65 y.","(3a) lower tertiary education","260","0.644242668705338","0.59691081781498","0.691574519595696"
"Totally disagree","1990","35-65 y.","(3b) higher tertiary education","158","0.66660511302243","0.606073267051764","0.727136958993096"
"Totally disagree","1990","66 and older","(0) in school","","","",""
"Totally disagree","1990","66 and older","(1a) inadequately completed","1","","",""
"Totally disagree","1990","66 and older","(1b) general elementary school","55","0.382864732668381","0.300868467482432","0.46486099785433"
"Totally disagree","1990","66 and older","(1c) basic vocational qualification","109","0.513931044340559","0.446492493131789","0.58136959554933"
"Totally disagree","1990","66 and older","(2b) intermediate general qualification","2","","",""
"Totally disagree","1990","66 and older","(2a) intermediate vocational","19","","",""
"Totally disagree","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Totally disagree","1990","66 and older","(3a) lower tertiary education","23","","",""
"Totally disagree","1990","66 and older","(3b) higher tertiary education","8","","",""
"True entirely","1991","16-34 y.","(0) in school","","","",""
"True entirely","1991","16-34 y.","(1a) inadequately completed","3","","",""
"True entirely","1991","16-34 y.","(1b) general elementary school","","","",""
"True entirely","1991","16-34 y.","(1c) basic vocational qualification","17","","",""
"True entirely","1991","16-34 y.","(2b) intermediate general qualification","11","","",""
"True entirely","1991","16-34 y.","(2a) intermediate vocational","51","0.055656122456354","0.0398972777559863","0.0714149671567216"
"True entirely","1991","16-34 y.","(2c_gen) general maturity certificate","3","","",""
"True entirely","1991","16-34 y.","(2c_voc) vocational maturity certificate","4","","",""
"True entirely","1991","16-34 y.","(3a) lower tertiary education","4","","",""
"True entirely","1991","16-34 y.","(3b) higher tertiary education","5","","",""
"True entirely","1991","35-65 y.","(0) in school","","","",""
"True entirely","1991","35-65 y.","(1a) inadequately completed","","","",""
"True entirely","1991","35-65 y.","(1b) general elementary school","19","","",""
"True entirely","1991","35-65 y.","(1c) basic vocational qualification","76","0.0853709886014696","0.0669505655484057","0.103791411654533"
"True entirely","1991","35-65 y.","(2b) intermediate general qualification","","","",""
"True entirely","1991","35-65 y.","(2a) intermediate vocational","44","0.092275820670452","0.0668570624713046","0.117694578869599"
"True entirely","1991","35-65 y.","(2c_gen) general maturity certificate","","","",""
"True entirely","1991","35-65 y.","(2c_voc) vocational maturity certificate","3","","",""
"True entirely","1991","35-65 y.","(3a) lower tertiary education","30","0.0733072967863407","0.0477330343517194","0.0988815592209619"
"True entirely","1991","35-65 y.","(3b) higher tertiary education","9","","",""
"True entirely","1991","66 and older","(0) in school","","","",""
"True entirely","1991","66 and older","(1a) inadequately completed","","","",""
"True entirely","1991","66 and older","(1b) general elementary school","20","","",""
"True entirely","1991","66 and older","(1c) basic vocational qualification","19","","",""
"True entirely","1991","66 and older","(2b) intermediate general qualification","1","","",""
"True entirely","1991","66 and older","(2a) intermediate vocational","2","","",""
"True entirely","1991","66 and older","(2c_gen) general maturity certificate","","","",""
"True entirely","1991","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"True entirely","1991","66 and older","(3a) lower tertiary education","4","","",""
"True entirely","1991","66 and older","(3b) higher tertiary education","1","","",""
"Tends to agree","1991","16-34 y.","(0) in school","","","",""
"Tends to agree","1991","16-34 y.","(1a) inadequately completed","2","","",""
"Tends to agree","1991","16-34 y.","(1b) general elementary school","2","","",""
"Tends to agree","1991","16-34 y.","(1c) basic vocational qualification","9","","",""
"Tends to agree","1991","16-34 y.","(2b) intermediate general qualification","13","","",""
"Tends to agree","1991","16-34 y.","(2a) intermediate vocational","66","0.0797259096702835","0.0611067036538382","0.0983451156867288"
"Tends to agree","1991","16-34 y.","(2c_gen) general maturity certificate","2","","",""
"Tends to agree","1991","16-34 y.","(2c_voc) vocational maturity certificate","7","","",""
"Tends to agree","1991","16-34 y.","(3a) lower tertiary education","11","","",""
"Tends to agree","1991","16-34 y.","(3b) higher tertiary education","7","","",""
"Tends to agree","1991","35-65 y.","(0) in school","","","",""
"Tends to agree","1991","35-65 y.","(1a) inadequately completed","1","","",""
"Tends to agree","1991","35-65 y.","(1b) general elementary school","30","0.212824514088551","0.148800209423029","0.276848818754074"
"Tends to agree","1991","35-65 y.","(1c) basic vocational qualification","76","0.107620904657955","0.0871920051666732","0.128049804149237"
"Tends to agree","1991","35-65 y.","(2b) intermediate general qualification","2","","",""
"Tends to agree","1991","35-65 y.","(2a) intermediate vocational","36","0.0937387900699648","0.068139979463561","0.119337600676369"
"Tends to agree","1991","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1991","35-65 y.","(2c_voc) vocational maturity certificate","1","","",""
"Tends to agree","1991","35-65 y.","(3a) lower tertiary education","29","","",""
"Tends to agree","1991","35-65 y.","(3b) higher tertiary education","20","","",""
"Tends to agree","1991","66 and older","(0) in school","","","",""
"Tends to agree","1991","66 and older","(1a) inadequately completed","","","",""
"Tends to agree","1991","66 and older","(1b) general elementary school","24","","",""
"Tends to agree","1991","66 and older","(1c) basic vocational qualification","28","","",""
"Tends to agree","1991","66 and older","(2b) intermediate general qualification","1","","",""
"Tends to agree","1991","66 and older","(2a) intermediate vocational","7","","",""
"Tends to agree","1991","66 and older","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1991","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Tends to agree","1991","66 and older","(3a) lower tertiary education","5","","",""
