"plh0189","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Urban Area","Male","53","0.0817618473983038","0.0617478030634486","0.101775891733159"
"True entirely","1990","Urban Area","Female","98","0.147568007511974","0.123218215063838","0.171917799960109"
"True entirely","1990","Rural Area","Male","87","0.0643524368554726","0.0512191827836016","0.0774856909273436"
"True entirely","1990","Rural Area","Female","138","0.0965457056362048","0.081344302947776","0.111747108324634"
"Tends to agree","1990","Urban Area","Male","44","0.072188432685927","0.0532847882237158","0.0910920771481382"
"Tends to agree","1990","Urban Area","Female","113","0.155824090615683","0.130923877488697","0.180724303742669"
"Tends to agree","1990","Rural Area","Male","80","0.0660399803848586","0.0527476443242533","0.0793323164454639"
"Tends to agree","1990","Rural Area","Female","154","0.118489902135136","0.101855070635938","0.135124733634333"
"Rather not true","1990","Urban Area","Male","157","0.219760295802154","0.189514119340922","0.250006472263386"
"Rather not true","1990","Urban Area","Female","166","0.204929958745144","0.177217522461194","0.232642395029095"
"Rather not true","1990","Rural Area","Male","255","0.189155983984851","0.16819496446038","0.210117003509321"
"Rather not true","1990","Rural Area","Female","293","0.198213254559424","0.177694080646658","0.218732428472191"
"Totally disagree","1990","Urban Area","Male","466","0.626289424113615","0.590951822036056","0.661627026191174"
"Totally disagree","1990","Urban Area","Female","438","0.491677943127199","0.457355426261104","0.526000459993294"
"Totally disagree","1990","Rural Area","Male","919","0.680451598774818","0.655494123702305","0.705409073847331"
"Totally disagree","1990","Rural Area","Female","865","0.586751137669235","0.561405869342909","0.612096405995561"
"True entirely","1991","Urban Area","Male","45","0.0663122707601272","0.0473861404091447","0.0852384011111096"
"True entirely","1991","Urban Area","Female","78","0.124665309241312","0.100734773022987","0.148595845459637"
"True entirely","1991","Rural Area","Male","83","0.067772502756546","0.0540133467521295","0.0815316587609625"
"True entirely","1991","Rural Area","Female","120","0.0866705417859116","0.0718957278208311","0.101445355750992"
"Tends to agree","1991","Urban Area","Male","46","0.0788024018124353","0.0583091830044673","0.0992956206204034"
"Tends to agree","1991","Urban Area","Female","90","0.1524768832087","0.126435123347692","0.178518643069709"
"Tends to agree","1991","Rural Area","Male","77","0.0700331185439313","0.0560633390023866","0.0840028980854761"
"Tends to agree","1991","Rural Area","Female","158","0.133008378519378","0.115175580829072","0.150841176209683"
"Rather not true","1991","Urban Area","Male","162","0.264831687632182","0.231270106321435","0.298393268942929"
"Rather not true","1991","Urban Area","Female","187","0.258828971849782","0.22709983838994","0.290558105309624"
"Rather not true","1991","Rural Area","Male","296","0.239291649758047","0.215936807297065","0.26264649221903"
"Rather not true","1991","Rural Area","Female","342","0.255625252566003","0.232718146550729","0.278532358581278"
"Totally disagree","1991","Urban Area","Male","411","0.590053639795256","0.552644879550971","0.62746240003954"
"Totally disagree","1991","Urban Area","Female","377","0.464028835700206","0.427901515556683","0.500156155843729"
"Totally disagree","1991","Rural Area","Male","826","0.622902728941475","0.596372506582516","0.649432951300434"
"Totally disagree","1991","Rural Area","Female","773","0.524695827128708","0.498471029137107","0.550920625120308"
"True entirely","1992","Urban Area","Male","197","0.0672433387120549","0.0585182460541432","0.0759684313699666"
"True entirely","1992","Urban Area","Female","304","0.0989495192542013","0.0891327002259291","0.108766338282474"
"True entirely","1992","Rural Area","Male","128","0.0706366605097125","0.0593907826612001","0.0818825383582249"
"True entirely","1992","Rural Area","Female","192","0.102070384654874","0.0892973704732034","0.114843398836544"
"Tends to agree","1992","Urban Area","Male","227","0.0823202593079928","0.072744787747304","0.0918957308686817"
"Tends to agree","1992","Urban Area","Female","463","0.149086831768869","0.137376973342589","0.160796690195149"
"Tends to agree","1992","Rural Area","Male","163","0.0974869787235696","0.0844677409751418","0.110506216471997"
"Tends to agree","1992","Rural Area","Female","295","0.168878998766852","0.153072258328571","0.184685739205133"
"Rather not true","1992","Urban Area","Male","825","0.26516483267236","0.249786326093435","0.280543339251286"
