"plh0189","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Full Time","in school","","","",""
"True entirely","1992","Full Time","inadequately","5","","",""
"True entirely","1992","Full Time","general elemantary","29","","",""
"True entirely","1992","Full Time","middle vocational","229","0.0759986488590149","0.066630896569734","0.0853664011482959"
"True entirely","1992","Full Time","vocational + Abi","4","","",""
"True entirely","1992","Full Time","higher vocational","25","","",""
"True entirely","1992","Full Time","higher education","56","0.0669317728539038","0.0516179669263037","0.0822455787815038"
"True entirely","1992","Part Time","in school","","","",""
"True entirely","1992","Part Time","inadequately","1","","",""
"True entirely","1992","Part Time","general elemantary","33","0.0975703041008458","0.0677747736571445","0.127365834544547"
"True entirely","1992","Part Time","middle vocational","85","0.0712210109522524","0.0565773665581542","0.0858646553463506"
"True entirely","1992","Part Time","vocational + Abi","2","","",""
"True entirely","1992","Part Time","higher vocational","9","","",""
"True entirely","1992","Part Time","higher education","24","","",""
"True entirely","1992","Not Working","in school","6","","",""
"True entirely","1992","Not Working","inadequately","5","","",""
"True entirely","1992","Not Working","general elemantary","97","0.108750846195386","0.0899379305221373","0.127563761868635"
"True entirely","1992","Not Working","middle vocational","168","0.109774157341981","0.0952435968294432","0.124304717854518"
"True entirely","1992","Not Working","vocational + Abi","2","","",""
"True entirely","1992","Not Working","higher vocational","17","","",""
"True entirely","1992","Not Working","higher education","27","","",""
"Tends to agree","1992","Full Time","in school","1","","",""
"Tends to agree","1992","Full Time","inadequately","3","","",""
"Tends to agree","1992","Full Time","general elemantary","51","0.118112156277821","0.0903190435888147","0.145905268966828"
"Tends to agree","1992","Full Time","middle vocational","223","0.0777394838744726","0.0682739787724846","0.0872049889764606"
"Tends to agree","1992","Full Time","vocational + Abi","14","","",""
"Tends to agree","1992","Full Time","higher vocational","30","0.0833104284049232","0.0582195444442765","0.10840131236557"
"Tends to agree","1992","Full Time","higher education","72","0.0843461255531832","0.0673163661660131","0.101375884940353"
"Tends to agree","1992","Part Time","in school","2","","",""
"Tends to agree","1992","Part Time","inadequately","2","","",""
"Tends to agree","1992","Part Time","general elemantary","41","0.1011373095515","0.0708620427871371","0.131412576315863"
"Tends to agree","1992","Part Time","middle vocational","156","0.135870865555405","0.116361577966431","0.155380153144379"
"Tends to agree","1992","Part Time","vocational + Abi","4","","",""
"Tends to agree","1992","Part Time","higher vocational","12","","",""
"Tends to agree","1992","Part Time","higher education","24","","",""
"Tends to agree","1992","Not Working","in school","10","","",""
"Tends to agree","1992","Not Working","inadequately","8","","",""
"Tends to agree","1992","Not Working","general elemantary","189","0.199000095869104","0.174874219611595","0.223125972126614"
"Tends to agree","1992","Not Working","middle vocational","246","0.169073777728879","0.151651634762224","0.186495920695534"
"Tends to agree","1992","Not Working","vocational + Abi","12","","",""
"Tends to agree","1992","Not Working","higher vocational","15","","",""
"Tends to agree","1992","Not Working","higher education","32","0.117085520942361","0.0786632644577858","0.155507777426937"
"Rather not true","1992","Full Time","in school","4","","",""
"Rather not true","1992","Full Time","inadequately","10","","",""
"Rather not true","1992","Full Time","general elemantary","161","0.29216702456838","0.253005083863611","0.331328965273149"
"Rather not true","1992","Full Time","middle vocational","817","0.278391061775641","0.262546699818019","0.294235423733263"
"Rather not true","1992","Full Time","vocational + Abi","63","0.423281963779822","0.345247872168198","0.501316055391446"
"Rather not true","1992","Full Time","higher vocational","121","0.261575597401986","0.221672485530087","0.301478709273886"
"Rather not true","1992","Full Time","higher education","280","0.287062226609574","0.259340255189342","0.314784198029807"
"Rather not true","1992","Part Time","in school","6","","",""
"Rather not true","1992","Part Time","inadequately","8","","",""
"Rather not true","1992","Part Time","general elemantary","122","0.331340858440408","0.284077400482923","0.378604316397894"
"Rather not true","1992","Part Time","middle vocational","308","0.267329444012566","0.242131408549262","0.29252747947587"
"Rather not true","1992","Part Time","vocational + Abi","34","0.546109981676532","0.425996571709668","0.666223391643396"
"Rather not true","1992","Part Time","higher vocational","32","0.27216302696734","0.19151629373773","0.352809760196951"
"Rather not true","1992","Part Time","higher education","94","0.348781117450807","0.296482197006239","0.401080037895375"
"Rather not true","1992","Not Working","in school","53","0.438891344138097","0.348192623131211","0.529590065144983"
"Rather not true","1992","Not Working","inadequately","12","","",""
"Rather not true","1992","Not Working","general elemantary","293","0.274385840593781","0.247422484725578","0.301349196461984"
"Rather not true","1992","Not Working","middle vocational","453","0.245510063732685","0.225504831933212","0.265515295532159"
"Rather not true","1992","Not Working","vocational + Abi","26","","",""
"Rather not true","1992","Not Working","higher vocational","46","0.274682489757152","0.206985489630245","0.342379489884059"
"Rather not true","1992","Not Working","higher education","70","0.245801937894842","0.194349339913001","0.297254535876683"
"Totally disagree","1992","Full Time","in school","4","","",""
"Totally disagree","1992","Full Time","inadequately","11","","",""
"Totally disagree","1992","Full Time","general elemantary","277","0.53109094285571","0.488116330354339","0.574065555357081"
"Totally disagree","1992","Full Time","middle vocational","1805","0.567870805490872","0.550359128638895","0.585382482342848"
"Totally disagree","1992","Full Time","vocational + Abi","73","0.418205528480503","0.340300155619246","0.496110901341759"
"Totally disagree","1992","Full Time","higher vocational","290","0.592716905411951","0.54810744380411","0.637326367019791"
"Totally disagree","1992","Full Time","higher education","615","0.561659874983339","0.531254344338975","0.592065405627702"
"Totally disagree","1992","Part Time","in school","9","","",""
"Totally disagree","1992","Part Time","inadequately","9","","",""
"Totally disagree","1992","Part Time","general elemantary","185","0.469951527907246","0.419836274625047","0.520066781189445"
"Totally disagree","1992","Part Time","middle vocational","636","0.525578679479777","0.497147826826797","0.554009532132757"
"Totally disagree","1992","Part Time","vocational + Abi","26","","",""
"Totally disagree","1992","Part Time","higher vocational","64","0.544763708418406","0.454528155796206","0.634999261040606"
"Totally disagree","1992","Part Time","higher education","177","0.517234607294333","0.462398754488941","0.572070460099725"
"Totally disagree","1992","Not Working","in school","46","0.418814358174344","0.328643253503292","0.508985462845397"
"Totally disagree","1992","Not Working","inadequately","23","","",""
"Totally disagree","1992","Not Working","general elemantary","473","0.417863217341728","0.388059542701308","0.447666891982148"
"Totally disagree","1992","Not Working","middle vocational","911","0.475642001196455","0.452428734543974","0.498855267848936"
"Totally disagree","1992","Not Working","vocational + Abi","32","0.419349006077763","0.305369377164289","0.533328634991237"
"Totally disagree","1992","Not Working","higher vocational","89","0.513118649716821","0.437311472562031","0.588925826871611"
"Totally disagree","1992","Not Working","higher education","140","0.529372694900965","0.469725327599954","0.589020062201976"
"True entirely","1993","Full Time","in school","","","",""
"True entirely","1993","Full Time","inadequately","13","","",""
"True entirely","1993","Full Time","general elemantary","65","0.0854532155674951","0.0672599099136576","0.103646521221333"
"True entirely","1993","Full Time","middle vocational","220","0.0696365425997161","0.0610121196816904","0.0782609655177418"
"True entirely","1993","Full Time","vocational + Abi","10","","",""
"True entirely","1993","Full Time","higher vocational","33","0.0816740119109389","0.0563704175948094","0.106977606227068"
"True entirely","1993","Full Time","higher education","53","0.0540968761674123","0.0401805533841574","0.0680131989506672"
"True entirely","1993","Part Time","in school","1","","",""
"True entirely","1993","Part Time","inadequately","4","","",""
"True entirely","1993","Part Time","general elemantary","39","0.0765357279018575","0.0541541549458251","0.0989173008578899"
"True entirely","1993","Part Time","middle vocational","86","0.0682085429762908","0.0542273052468183","0.0821897807057634"
"True entirely","1993","Part Time","vocational + Abi","1","","",""
"True entirely","1993","Part Time","higher vocational","7","","",""
"True entirely","1993","Part Time","higher education","17","","",""
"True entirely","1993","Not Working","in school","7","","",""
"True entirely","1993","Not Working","inadequately","28","","",""
"True entirely","1993","Not Working","general elemantary","134","0.137647677026643","0.118455926891731","0.156839427161556"
"True entirely","1993","Not Working","middle vocational","193","0.121685761819633","0.107592137299173","0.135779386340092"
"True entirely","1993","Not Working","vocational + Abi","10","","",""
"True entirely","1993","Not Working","higher vocational","21","","",""
"True entirely","1993","Not Working","higher education","31","0.0906841495961621","0.0593678886725693","0.122000410519755"
"Tends to agree","1993","Full Time","in school","","","",""
"Tends to agree","1993","Full Time","inadequately","33","0.157221819419121","0.1104824142514","0.203961224586842"
"Tends to agree","1993","Full Time","general elemantary","106","0.115694534596388","0.0948783071861757","0.1365107620066"
"Tends to agree","1993","Full Time","middle vocational","324","0.106095429449347","0.095660751754768","0.116530107143926"
"Tends to agree","1993","Full Time","vocational + Abi","21","","",""
"Tends to agree","1993","Full Time","higher vocational","35","0.0820889807028019","0.0567269188473677","0.107451042558236"
"Tends to agree","1993","Full Time","higher education","91","0.099510673570758","0.0810949330289173","0.117926414112599"
"Tends to agree","1993","Part Time","in school","2","","",""
"Tends to agree","1993","Part Time","inadequately","21","","",""
"Tends to agree","1993","Part Time","general elemantary","86","0.178531212088186","0.146290764831383","0.210771659344988"
"Tends to agree","1993","Part Time","middle vocational","185","0.149123913712697","0.129369066396057","0.168878761029337"
"Tends to agree","1993","Part Time","vocational + Abi","7","","",""
"Tends to agree","1993","Part Time","higher vocational","13","","",""
"Tends to agree","1993","Part Time","higher education","34","0.131374124025114","0.0928255443573988","0.169922703692829"
"Tends to agree","1993","Not Working","in school","17","","",""
"Tends to agree","1993","Not Working","inadequately","66","0.233739450437709","0.184345043025558","0.283133857849861"
"Tends to agree","1993","Not Working","general elemantary","195","0.17448186139657","0.153340827544692","0.195622895248449"
"Tends to agree","1993","Not Working","middle vocational","296","0.169103430233463","0.152943944169262","0.185262916297664"
"Tends to agree","1993","Not Working","vocational + Abi","18","","",""
"Tends to agree","1993","Not Working","higher vocational","25","","",""
"Tends to agree","1993","Not Working","higher education","40","0.131668005959544","0.0947931900702902","0.168542821848798"
"Rather not true","1993","Full Time","in school","4","","",""
"Rather not true","1993","Full Time","inadequately","67","0.269683029692518","0.212699068446639","0.326666990938396"
"Rather not true","1993","Full Time","general elemantary","266","0.299270755085087","0.269468322876699","0.329073187293475"
"Rather not true","1993","Full Time","middle vocational","897","0.284228254522678","0.268945345697669","0.299511163347687"
"Rather not true","1993","Full Time","vocational + Abi","60","0.292784667205906","0.229242067860052","0.356327266551761"
"Rather not true","1993","Full Time","higher vocational","124","0.304571131053966","0.262049241035653","0.347093021072279"
"Rather not true","1993","Full Time","higher education","289","0.299994389531503","0.27180261608742","0.328186162975587"
"Rather not true","1993","Part Time","in school","6","","",""
"Rather not true","1993","Part Time","inadequately","29","","",""
"Rather not true","1993","Part Time","general elemantary","133","0.240072136640171","0.204113310091313","0.27603096318903"
"Rather not true","1993","Part Time","middle vocational","345","0.296437257067037","0.271110202761328","0.321764311372746"
"Rather not true","1993","Part Time","vocational + Abi","37","0.417875918158416","0.319215277922333","0.516536558394498"
"Rather not true","1993","Part Time","higher vocational","36","0.295291809602486","0.212984681654832","0.377598937550141"
"Rather not true","1993","Part Time","higher education","102","0.399840526310176","0.343940267163126","0.455740785457226"
"Rather not true","1993","Not Working","in school","59","0.356813588335645","0.283937816098538","0.429689360572752"
"Rather not true","1993","Not Working","inadequately","83","0.279673478537993","0.227287642231495","0.33205931484449"
"Rather not true","1993","Not Working","general elemantary","365","0.28577559559685","0.260609393450257","0.310941797743442"
"Rather not true","1993","Not Working","middle vocational","537","0.253283866513274","0.234535674890396","0.272032058136151"
"Rather not true","1993","Not Working","vocational + Abi","25","","",""
"Rather not true","1993","Not Working","higher vocational","46","0.30873673187157","0.23989672089612","0.377576742847021"
"Rather not true","1993","Not Working","higher education","83","0.275493529393806","0.22677169115232","0.324215367635291"
"Totally disagree","1993","Full Time","in school","2","","",""
"Totally disagree","1993","Full Time","inadequately","120","0.52354334257181","0.459413798688786","0.587672886454833"
"Totally disagree","1993","Full Time","general elemantary","470","0.49958149475103","0.467041738177979","0.532121251324081"
"Totally disagree","1993","Full Time","middle vocational","1905","0.540039773428259","0.52315255442825","0.556926992428268"
"Totally disagree","1993","Full Time","vocational + Abi","106","0.527029346714395","0.457310615545296","0.596748077883495"
"Totally disagree","1993","Full Time","higher vocational","258","0.531665876332293","0.485561820884888","0.577769931779698"
"Totally disagree","1993","Full Time","higher education","582","0.546398060730327","0.515770874743373","0.57702524671728"
"Totally disagree","1993","Part Time","in school","4","","",""
"Totally disagree","1993","Part Time","inadequately","35","0.359174047573395","0.259501488705186","0.458846606441604"
