"plh0189","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Schleswig-Holstein","Male","","","",""
"True entirely","1990","Schleswig-Holstein","Female","","","",""
"True entirely","1990","Hamburg","Male","","","",""
"True entirely","1990","Hamburg","Female","","","",""
"True entirely","1990","Lower Saxony","Male","","","",""
"True entirely","1990","Lower Saxony","Female","","","",""
"True entirely","1990","Bremen","Male","","","",""
"True entirely","1990","Bremen","Female","","","",""
"True entirely","1990","North Rhine-Westphalia","Male","","","",""
"True entirely","1990","North Rhine-Westphalia","Female","","","",""
"True entirely","1990","Hesse","Male","","","",""
"True entirely","1990","Hesse","Female","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","Male","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","Female","","","",""
"True entirely","1990","Baden-Württemberg","Male","","","",""
"True entirely","1990","Baden-Württemberg","Female","","","",""
"True entirely","1990","Bavaria","Male","","","",""
"True entirely","1990","Bavaria","Female","","","",""
"True entirely","1990","Berlin","Male","14","","",""
"True entirely","1990","Berlin","Female","27","","",""
"True entirely","1990","Brandenburg","Male","36","0.106551565498762","0.0745905005791478","0.138512630418376"
"True entirely","1990","Brandenburg","Female","46","0.12766681792399","0.0937545500339491","0.161579085814031"
"True entirely","1990","Mecklenburg-Western Pomerania","Male","5","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","Female","16","","",""
"True entirely","1990","Saxony","Male","45","0.0670034806700448","0.0474485192778913","0.0865584420621983"
"True entirely","1990","Saxony","Female","74","0.1092046667585","0.0861652581568886","0.132244075360112"
"True entirely","1990","Saxony-Anhalt","Male","25","","",""
"True entirely","1990","Saxony-Anhalt","Female","39","0.100319690152031","0.0718245135807807","0.128814866723282"
"True entirely","1990","Thuringia","Male","20","","",""
"True entirely","1990","Thuringia","Female","37","0.114194837330614","0.0827102941640736","0.145679380497154"
"Tends to agree","1990","Schleswig-Holstein","Male","","","",""
"Tends to agree","1990","Schleswig-Holstein","Female","","","",""
"Tends to agree","1990","Hamburg","Male","","","",""
"Tends to agree","1990","Hamburg","Female","","","",""
"Tends to agree","1990","Lower Saxony","Male","","","",""
"Tends to agree","1990","Lower Saxony","Female","","","",""
"Tends to agree","1990","Bremen","Male","","","",""
"Tends to agree","1990","Bremen","Female","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Male","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Female","","","",""
"Tends to agree","1990","Hesse","Male","","","",""
"Tends to agree","1990","Hesse","Female","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Male","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Female","","","",""
"Tends to agree","1990","Baden-Württemberg","Male","","","",""
"Tends to agree","1990","Baden-Württemberg","Female","","","",""
"Tends to agree","1990","Bavaria","Male","","","",""
"Tends to agree","1990","Bavaria","Female","","","",""
"Tends to agree","1990","Berlin","Male","8","","",""
"Tends to agree","1990","Berlin","Female","19","","",""
"Tends to agree","1990","Brandenburg","Male","22","","",""
"Tends to agree","1990","Brandenburg","Female","36","0.110697679983951","0.0788138420292806","0.142581517938622"
"Tends to agree","1990","Mecklenburg-Western Pomerania","Male","17","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","Female","28","","",""
"Tends to agree","1990","Saxony","Male","38","0.0741057335134818","0.0536188984163506","0.0945925686106131"
"Tends to agree","1990","Saxony","Female","91","0.152211058666003","0.125675469271952","0.178746648060054"
"Tends to agree","1990","Saxony-Anhalt","Male","23","","",""
"Tends to agree","1990","Saxony-Anhalt","Female","54","0.144207978742988","0.11088737092966","0.177528586556316"
"Tends to agree","1990","Thuringia","Male","17","","",""
"Tends to agree","1990","Thuringia","Female","43","0.106007336372135","0.0755325972852492","0.136482075459022"
"Rather not true","1990","Schleswig-Holstein","Male","","","",""
"Rather not true","1990","Schleswig-Holstein","Female","","","",""
"Rather not true","1990","Hamburg","Male","","","",""
"Rather not true","1990","Hamburg","Female","","","",""
"Rather not true","1990","Lower Saxony","Male","","","",""
"Rather not true","1990","Lower Saxony","Female","","","",""
"Rather not true","1990","Bremen","Male","","","",""
"Rather not true","1990","Bremen","Female","","","",""
"Rather not true","1990","North Rhine-Westphalia","Male","","","",""
"Rather not true","1990","North Rhine-Westphalia","Female","","","",""
"Rather not true","1990","Hesse","Male","","","",""
"Rather not true","1990","Hesse","Female","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Male","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Female","","","",""
"Rather not true","1990","Baden-Württemberg","Male","","","",""
"Rather not true","1990","Baden-Württemberg","Female","","","",""
"Rather not true","1990","Bavaria","Male","","","",""
"Rather not true","1990","Bavaria","Female","","","",""
"Rather not true","1990","Berlin","Male","23","","",""
"Rather not true","1990","Berlin","Female","27","","",""
"Rather not true","1990","Brandenburg","Male","78","0.227913253399878","0.18445978802333","0.271366718776427"
"Rather not true","1990","Brandenburg","Female","77","0.21045412750834","0.169030890978516","0.251877364038164"
"Rather not true","1990","Mecklenburg-Western Pomerania","Male","51","0.187427814156268","0.138561110398496","0.236294517914041"
"Rather not true","1990","Mecklenburg-Western Pomerania","Female","64","0.245022861264348","0.192743337700401","0.297302384828294"
"Rather not true","1990","Saxony","Male","128","0.211634891429643","0.179688220995868","0.243581561863419"
"Rather not true","1990","Saxony","Female","152","0.221645750643434","0.190964001373878","0.25232749991299"
"Rather not true","1990","Saxony-Anhalt","Male","70","0.174700640088201","0.136623053725795","0.212778226450607"
"Rather not true","1990","Saxony-Anhalt","Female","81","0.183086887016734","0.146405081204441","0.219768692829026"
"Rather not true","1990","Thuringia","Male","67","0.188925396538236","0.14785669706658","0.229994096009892"
"Rather not true","1990","Thuringia","Female","69","0.172581315660803","0.135173305530604","0.209989325791003"
"Totally disagree","1990","Schleswig-Holstein","Male","","","",""
"Totally disagree","1990","Schleswig-Holstein","Female","","","",""
"Totally disagree","1990","Hamburg","Male","","","",""
"Totally disagree","1990","Hamburg","Female","","","",""
"Totally disagree","1990","Lower Saxony","Male","","","",""
"Totally disagree","1990","Lower Saxony","Female","","","",""
"Totally disagree","1990","Bremen","Male","","","",""
"Totally disagree","1990","Bremen","Female","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Male","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Female","","","",""
"Totally disagree","1990","Hesse","Male","","","",""
"Totally disagree","1990","Hesse","Female","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Male","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Female","","","",""
"Totally disagree","1990","Baden-Württemberg","Male","","","",""
"Totally disagree","1990","Baden-Württemberg","Female","","","",""
"Totally disagree","1990","Bavaria","Male","","","",""
"Totally disagree","1990","Bavaria","Female","","","",""
"Totally disagree","1990","Berlin","Male","90","0.636455277285662","0.555313582386241","0.717596972185083"
"Totally disagree","1990","Berlin","Female","87","0.473363958708079","0.395999590618668","0.55072832679749"
"Totally disagree","1990","Brandenburg","Male","222","0.599105363741249","0.548339321775682","0.649871405706816"
"Totally disagree","1990","Brandenburg","Female","213","0.551181374583719","0.500638571563295","0.601724177604142"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Male","172","0.712387052630062","0.655707387722773","0.769066717537351"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Female","152","0.591225155638751","0.531469371451923","0.65098093982558"
"Totally disagree","1990","Saxony","Male","417","0.64725589438683","0.609884770497061","0.684627018276599"
"Totally disagree","1990","Saxony","Female","387","0.516938523932062","0.480025262995317","0.553851784868808"
"Totally disagree","1990","Saxony-Anhalt","Male","264","0.689607926490035","0.64321274873456","0.736003104245511"
"Totally disagree","1990","Saxony-Anhalt","Female","253","0.572385444088247","0.525460400570617","0.619310487605877"
"Totally disagree","1990","Thuringia","Male","245","0.694408803867216","0.646079181037443","0.742738426696989"
"Totally disagree","1990","Thuringia","Female","243","0.607216510636448","0.558871300152332","0.655561721120563"
"True entirely","1991","Schleswig-Holstein","Male","","","",""
"True entirely","1991","Schleswig-Holstein","Female","","","",""
"True entirely","1991","Hamburg","Male","","","",""
"True entirely","1991","Hamburg","Female","","","",""
"True entirely","1991","Lower Saxony","Male","","","",""
"True entirely","1991","Lower Saxony","Female","","","",""
"True entirely","1991","Bremen","Male","","","",""
"True entirely","1991","Bremen","Female","","","",""
"True entirely","1991","North Rhine-Westphalia","Male","","","",""
"True entirely","1991","North Rhine-Westphalia","Female","","","",""
"True entirely","1991","Hesse","Male","","","",""
"True entirely","1991","Hesse","Female","","","",""
