"plh0189","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","1-pers.-HH","middle vocational","44","0.244164456577354","0.182427318104518","0.305901595050191","3"
"Rather not true","1990","1-pers.-HH","inadequately","1","","","","3"
"Rather not true","1990","(Married) couple without C. ","general elemantary","20","","","","3"
"Rather not true","1990","1-pers.-HH","higher vocational","4","","","","3"
"Rather not true","1990","(Married) couple without C. ","in school","","","","","3"
"Rather not true","1990","1-pers.-HH","in school","","","","","3"
"Rather not true","1990","1-pers.-HH","general elemantary","22","","","","3"
"Rather not true","1990","1-pers.-HH","vocational + Abi","1","","","","3"
"Rather not true","1990","1-pers.-HH","higher education","9","","","","3"
"Rather not true","1990","(Married) couple without C. ","inadequately","","","","","3"
"Rather not true","1990","(Married) couple without C. ","middle vocational","100","0.181503454637916","0.14920324797784","0.213803661297992","3"
"Rather not true","1990","(Married) couple without C. ","vocational + Abi","","","","","3"
"Rather not true","1990","(Married) couple without C. ","higher vocational","8","","","","3"
"Rather not true","1990","(Married) couple without C. ","higher education","31","0.143447732605385","0.0958111934438328","0.191084271766937","3"
"Rather not true","1990","Single parent ","in school","","","","","3"
"Rather not true","1990","Single parent ","inadequately","2","","","","3"
"Rather not true","1990","Single parent ","general elemantary","7","","","","3"
"Rather not true","1990","Single parent ","vocational + Abi","","","","","3"
"Rather not true","1990","Single parent ","higher education","11","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","in school","","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","inadequately","","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","general elemantary","8","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","middle vocational","140","0.151411865638165","0.127510668579407","0.175313062696922","3"
"Rather not true","1990","Couple + C. LE 16 ","vocational + Abi","9","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","higher vocational","14","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","higher education","94","0.213606796315144","0.176030203392162","0.251183389238126","3"
"Rather not true","1990","Couple + C. GT 16 ","in school","3","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","inadequately","","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","general elemantary","38","0.301403410805678","0.221281715455839","0.381525106155517","3"
"Rather not true","1990","Couple + C. GT 16 ","middle vocational","100","0.214324755089659","0.1771866814938","0.251462828685519","3"
"Rather not true","1990","Couple + C. GT 16 ","vocational + Abi","9","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","higher vocational","11","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","higher education","33","0.227297408390952","0.156603070194395","0.297991746587509","3"
"Rather not true","1990","Couple + C. LE and GT 16","in school","3","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","general elemantary","15","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","vocational + Abi","2","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","higher vocational","4","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","higher education","13","","","","3"
"Rather not true","1990","Single parent ","middle vocational","30","0.238112674196885","0.159926079922646","0.316299268471124","3"
"Rather not true","1990","Single parent ","higher vocational","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","inadequately","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","middle vocational","27","","","","3"
"Tends to agree","1990","Couple + C. GT 16 ","in school","1","","","","2"
"Tends to agree","1990","(Married) couple without C. ","middle vocational","32","0.0616024214391931","0.0414537340454206","0.0817511088329656","2"
"Tends to agree","1990","(Married) couple without C. ","general elemantary","13","","","","2"
"Tends to agree","1990","1-pers.-HH","general elemantary","29","","","","2"
"Tends to agree","1990","1-pers.-HH","vocational + Abi","1","","","","2"
"Tends to agree","1990","1-pers.-HH","inadequately","","","","","2"
"Tends to agree","1990","1-pers.-HH","middle vocational","40","0.218715469491598","0.159308693722077","0.278122245261119","2"
"Tends to agree","1990","Couple + C. LE 16 ","higher education","27","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","inadequately","","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","general elemantary","10","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","middle vocational","10","","","","2"
"Tends to agree","1990","(Married) couple without C. ","in school","","","","","2"
"Tends to agree","1990","(Married) couple without C. ","inadequately","","","","","2"
"Tends to agree","1990","1-pers.-HH","in school","","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","higher vocational","2","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","middle vocational","41","0.0854375470975175","0.0601391655012349","0.1107359286938","2"
"Tends to agree","1990","Couple + C. GT 16 ","higher education","10","","","","2"
"Tends to agree","1990","1-pers.-HH","higher vocational","1","","","","2"
"Tends to agree","1990","1-pers.-HH","higher education","12","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","vocational + Abi","6","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","higher vocational","1","","","","2"
"Tends to agree","1990","(Married) couple without C. ","vocational + Abi","","","","","2"
"Tends to agree","1990","(Married) couple without C. ","higher vocational","1","","","","2"
"Tends to agree","1990","(Married) couple without C. ","higher education","9","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","in school","3","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","inadequately","","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","general elemantary","8","","","","2"
"Tends to agree","1990","Single parent ","vocational + Abi","","","","","2"
"Tends to agree","1990","Single parent ","higher vocational","","","","","2"
"Tends to agree","1990","Single parent ","higher education","15","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","in school","","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","inadequately","","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","general elemantary","6","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","middle vocational","55","0.0633850070660428","0.0471383114466817","0.0796317026854038","2"
"Tends to agree","1990","Couple + C. LE 16 ","vocational + Abi","1","","","","2"
"Tends to agree","1990","Single parent ","in school","","","","","2"
"Tends to agree","1990","Single parent ","inadequately","","","","","2"
"Tends to agree","1990","Single parent ","general elemantary","6","","","","2"
"Tends to agree","1990","Single parent ","middle vocational","21","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","higher education","2","","","","2"
"Totally disagree","1990","Couple + C. GT 16 ","inadequately","1","","","","4"
"Totally disagree","1990","1-pers.-HH","general elemantary","20","","","","4"
"Totally disagree","1990","Couple + C. GT 16 ","in school","6","","","","4"
"Totally disagree","1990","Couple + C. GT 16 ","general elemantary","71","0.571144688357569","0.484729260153266","0.657560116561872","4"
