"plh0189","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","no migration background","West Germany","","","","","3"
"Rather not true","1990","no migration background","East Germany","858","0.200351267041495","0.188342966217893","0.212359567865097","3"
"Rather not true","1990","direct migration background","West Germany","","","","","3"
"Rather not true","1990","direct migration background","East Germany","28","","","","3"
"Rather not true","1990","indirect migration background","West Germany","","","","","3"
"Rather not true","1990","indirect migration background","East Germany","1","","","","3"
"Tends to agree","1990","no migration background","West Germany","","","","","2"
"Tends to agree","1990","direct migration background","West Germany","","","","","2"
"Tends to agree","1990","direct migration background","East Germany","18","","","","2"
"Tends to agree","1990","indirect migration background","West Germany","","","","","2"
"Tends to agree","1990","no migration background","East Germany","378","0.1009256299901","0.0918884188534531","0.109962841126747","2"
"Tends to agree","1990","indirect migration background","East Germany","","","","","2"
"Totally disagree","1990","no migration background","West Germany","","","","","4"
"Totally disagree","1990","no migration background","East Germany","2658","0.60360208467534","0.588927124474806","0.618277044875874","4"
"Totally disagree","1990","direct migration background","West Germany","","","","","4"
"Totally disagree","1990","indirect migration background","West Germany","","","","","4"
"Totally disagree","1990","direct migration background","East Germany","86","0.597081931379478","0.516408736774011","0.677755125984944","4"
"Totally disagree","1990","indirect migration background","East Germany","1","","","","4"
"True entirely","1990","no migration background","West Germany","","","","","1"
"True entirely","1990","no migration background","East Germany","374","0.0951210182930648","0.086319261149908","0.103922775436222","1"
"True entirely","1990","direct migration background","West Germany","","","","","1"
"True entirely","1990","direct migration background","East Germany","10","","","","1"
"True entirely","1990","indirect migration background","West Germany","","","","","1"
"True entirely","1990","indirect migration background","East Germany","","","","","1"
"Rather not true","1991","no migration background","West Germany","11","","","","3"
"Rather not true","1991","no migration background","East Germany","955","0.251539502625856","0.238059372149072","0.265019633102639","3"
"Rather not true","1991","direct migration background","West Germany","","","","","3"
"Rather not true","1991","direct migration background","East Germany","35","0.229717866442928","0.160038150344966","0.29939758254089","3"
"Rather not true","1991","indirect migration background","West Germany","","","","","3"
"Rather not true","1991","indirect migration background","East Germany","2","","","","3"
"Tends to agree","1991","no migration background","East Germany","353","0.106598499996031","0.0970109985952305","0.116186001396831","2"
"Tends to agree","1991","direct migration background","West Germany","","","","","2"
"Tends to agree","1991","no migration background","West Germany","4","","","","2"
"Tends to agree","1991","direct migration background","East Germany","26","","","","2"
"Tends to agree","1991","indirect migration background","West Germany","","","","","2"
"Tends to agree","1991","indirect migration background","East Germany","","","","","2"
"Totally disagree","1991","no migration background","West Germany","21","","","","4"
"Totally disagree","1991","no migration background","East Germany","2351","0.556698931720964","0.541265370895758","0.572132492546169","4"
"Totally disagree","1991","direct migration background","West Germany","","","","","4"
"Totally disagree","1991","indirect migration background","West Germany","","","","","4"
"Totally disagree","1991","direct migration background","East Germany","69","0.502149071299527","0.419326241313408","0.584971901285646","4"
"Totally disagree","1991","indirect migration background","East Germany","1","","","","4"
"True entirely","1991","no migration background","West Germany","1","","","","1"
"True entirely","1991","no migration background","East Germany","321","0.0851630656571503","0.0764913696846178","0.0938347616296828","1"
"True entirely","1991","direct migration background","West Germany","1","","","","1"
"True entirely","1991","direct migration background","East Germany","10","","","","1"
"True entirely","1991","indirect migration background","West Germany","","","","","1"
"True entirely","1991","indirect migration background","East Germany","","","","","1"
"Rather not true","1992","no migration background","West Germany","1843","0.282497602471869","0.271564503605435","0.293430701338304","3"
