"plh0189","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Not Employed","lower secondary degree","226","0.121209753447035","0.107636460895604","0.134783045998466"
"True entirely","1992","Not Employed","secondary school degree","57","0.0848201628216394","0.0641213115591695","0.105519014084109"
"True entirely","1992","Not Employed","college entrance qualification","22","","",""
"True entirely","1992","Not Employed","Other degree","4","","",""
"True entirely","1992","Not Employed","no degree/no degree yet","11","","",""
"True entirely","1992","Employed","lower secondary degree","263","0.0851095362853529","0.0753462666408542","0.0948728059298516"
"True entirely","1992","Employed","secondary school degree","175","0.0629096948765911","0.0538857359816946","0.0719336537714876"
"True entirely","1992","Employed","college entrance qualification","54","0.0525874702812625","0.0404164345890637","0.0647585059734614"
"True entirely","1992","Employed","Other degree","4","","",""
"True entirely","1992","Employed","no degree/no degree yet","4","","",""
"Tends to agree","1992","Not Employed","lower secondary degree","350","0.181216698918516","0.165196887196853","0.19723651064018"
"Tends to agree","1992","Not Employed","secondary school degree","92","0.156157454278605","0.129189031956488","0.183125876600722"
"Tends to agree","1992","Not Employed","college entrance qualification","44","0.133044134109281","0.0986243097132627","0.167463958505299"
"Tends to agree","1992","Not Employed","Other degree","8","","",""
"Tends to agree","1992","Not Employed","no degree/no degree yet","16","","",""
"Tends to agree","1992","Employed","lower secondary degree","294","0.103051472838982","0.0924141464874074","0.113688799190558"
"Tends to agree","1992","Employed","secondary school degree","220","0.0834204838524952","0.073143420765463","0.0936975469395274"
"Tends to agree","1992","Employed","college entrance qualification","106","0.0897092495881702","0.0741271666713102","0.10529133250503"
"Tends to agree","1992","Employed","Other degree","9","","",""
"Tends to agree","1992","Employed","no degree/no degree yet","4","","",""
"Rather not true","1992","Not Employed","lower secondary degree","550","0.247409962505609","0.229464211570868","0.265355713440351"
"Rather not true","1992","Not Employed","secondary school degree","199","0.257244297730195","0.22477003149463","0.28971856396576"
"Rather not true","1992","Not Employed","college entrance qualification","129","0.342056487081717","0.293977477780329","0.390135496383105"
"Rather not true","1992","Not Employed","Other degree","9","","",""
"Rather not true","1992","Not Employed","no degree/no degree yet","65","0.374501719758785","0.300427662115826","0.448575777401744"
"Rather not true","1992","Employed","lower secondary degree","836","0.267973599788161","0.252477193347892","0.283470006228429"
"Rather not true","1992","Employed","secondary school degree","739","0.280465796228214","0.263769764136049","0.297161828320379"
"Rather not true","1992","Employed","college entrance qualification","424","0.351836252210253","0.325796940788995","0.377875563631511"
"Rather not true","1992","Employed","Other degree","16","","",""
"Rather not true","1992","Employed","no degree/no degree yet","27","","",""
"Totally disagree","1992","Not Employed","lower secondary degree","1095","0.450163585128839","0.429472858545741","0.470854311711937"
