"plh0189","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","(0) in school","in school","","","",""
"True entirely","1990","(0) in school","inadequately","","","",""
"True entirely","1990","(0) in school","general elemantary","","","",""
"True entirely","1990","(0) in school","middle vocational","","","",""
"True entirely","1990","(0) in school","vocational + Abi","","","",""
"True entirely","1990","(0) in school","higher vocational","","","",""
"True entirely","1990","(0) in school","higher education","","","",""
"True entirely","1990","(1a) inadequately completed","in school","1","","",""
"True entirely","1990","(1a) inadequately completed","inadequately","1","","",""
"True entirely","1990","(1a) inadequately completed","general elemantary","","","",""
"True entirely","1990","(1a) inadequately completed","middle vocational","","","",""
"True entirely","1990","(1a) inadequately completed","vocational + Abi","","","",""
"True entirely","1990","(1a) inadequately completed","higher vocational","","","",""
"True entirely","1990","(1a) inadequately completed","higher education","","","",""
"True entirely","1990","(1b) general elementary school","in school","","","",""
"True entirely","1990","(1b) general elementary school","inadequately","","","",""
"True entirely","1990","(1b) general elementary school","general elemantary","53","0.181322778480866","0.14000305621157","0.222642500750162"
"True entirely","1990","(1b) general elementary school","middle vocational","","","",""
"True entirely","1990","(1b) general elementary school","vocational + Abi","","","",""
"True entirely","1990","(1b) general elementary school","higher vocational","","","",""
"True entirely","1990","(1b) general elementary school","higher education","","","",""
"True entirely","1990","(1c) basic vocational qualification","in school","","","",""
"True entirely","1990","(1c) basic vocational qualification","inadequately","","","",""
"True entirely","1990","(1c) basic vocational qualification","general elemantary","","","",""
"True entirely","1990","(1c) basic vocational qualification","middle vocational","119","0.101377566554834","0.0845508873582848","0.118204245751383"
"True entirely","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"True entirely","1990","(1c) basic vocational qualification","higher vocational","4","","",""
"True entirely","1990","(1c) basic vocational qualification","higher education","","","",""
"True entirely","1990","(2b) intermediate general qualification","in school","","","",""
"True entirely","1990","(2b) intermediate general qualification","inadequately","","","",""
"True entirely","1990","(2b) intermediate general qualification","general elemantary","12","","",""
"True entirely","1990","(2b) intermediate general qualification","middle vocational","","","",""
"True entirely","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"True entirely","1990","(2b) intermediate general qualification","higher vocational","","","",""
"True entirely","1990","(2b) intermediate general qualification","higher education","","","",""
"True entirely","1990","(2a) intermediate vocational","in school","","","",""
"True entirely","1990","(2a) intermediate vocational","inadequately","","","",""
"True entirely","1990","(2a) intermediate vocational","general elemantary","","","",""
"True entirely","1990","(2a) intermediate vocational","middle vocational","100","0.0827483592682082","0.0673519488443357","0.0981447696920806"
"True entirely","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"True entirely","1990","(2a) intermediate vocational","higher vocational","7","","",""
"True entirely","1990","(2a) intermediate vocational","higher education","","","",""
"True entirely","1990","(2c_gen) general maturity certificate","in school","","","",""
"True entirely","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"True entirely","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"True entirely","1990","(2c_gen) general maturity certificate","middle vocational","4","","",""
"True entirely","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"True entirely","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"True entirely","1990","(2c_gen) general maturity certificate","higher education","","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","vocational + Abi","7","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"True entirely","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"True entirely","1990","(3a) lower tertiary education","in school","","","",""
"True entirely","1990","(3a) lower tertiary education","inadequately","","","",""
"True entirely","1990","(3a) lower tertiary education","general elemantary","","","",""
"True entirely","1990","(3a) lower tertiary education","middle vocational","","","",""
"True entirely","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"True entirely","1990","(3a) lower tertiary education","higher vocational","","","",""
"True entirely","1990","(3a) lower tertiary education","higher education","50","0.0720315321274044","0.0521864806864776","0.0918765835683311"
"True entirely","1990","(3b) higher tertiary education","in school","","","",""
"True entirely","1990","(3b) higher tertiary education","inadequately","","","",""
"True entirely","1990","(3b) higher tertiary education","general elemantary","","","",""
