"plh0189","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","(Married) couple without C. ","no migration background","151","0.17108947891799","0.146389997253829","0.195788960582151","3"
"Rather not true","1990","Single parent ","indirect migration background","1","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Rather not true","1990","1-pers.-HH","no migration background","78","0.250141693714323","0.202615241517363","0.297668145911282","3"
"Rather not true","1990","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. GT 16 ","no migration background","192","0.240757874439816","0.211094056723197","0.270421692156434","3"
"Rather not true","1990","Couple + C. GT 16 ","direct migration background","2","","","","3"
"Rather not true","1990","1-pers.-HH","direct migration background","4","","","","3"
"Rather not true","1990","1-pers.-HH","indirect migration background","","","","","3"
"Rather not true","1990","Couple + C. LE and GT 16","no migration background","64","0.203038263546926","0.158402961848279","0.247673565245572","3"
"Rather not true","1990","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Rather not true","1990","(Married) couple without C. ","direct migration background","8","","","","3"
"Rather not true","1990","(Married) couple without C. ","indirect migration background","","","","","3"
"Rather not true","1990","Single parent ","no migration background","47","0.241770577378085","0.179395536409732","0.304145618346438","3"
"Rather not true","1990","Single parent ","direct migration background","2","","","","3"
"Rather not true","1990","Couple + C. LE 16 ","no migration background","257","0.170451161491671","0.151083161673447","0.189819161309895","3"
"Rather not true","1990","Couple + C. LE 16 ","direct migration background","8","","","","3"
"Tends to agree","1990","(Married) couple without C. ","no migration background","50","0.0568102318850578","0.0416280152891494","0.0719924484809662","2"
"Tends to agree","1990","Single parent ","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Tends to agree","1990","1-pers.-HH","no migration background","79","0.248052706733217","0.200659244662509","0.295446168803925","2"
"Tends to agree","1990","Couple + C. LE and GT 16","direct migration background","1","","","","2"
"Tends to agree","1990","Single parent ","direct migration background","2","","","","2"
"Tends to agree","1990","(Married) couple without C. ","direct migration background","5","","","","2"
"Tends to agree","1990","1-pers.-HH","direct migration background","4","","","","2"
"Tends to agree","1990","1-pers.-HH","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","no migration background","22","","","","2"
"Tends to agree","1990","(Married) couple without C. ","indirect migration background","","","","","2"
"Tends to agree","1990","Single parent ","no migration background","40","0.207224818226818","0.148176883776633","0.266272752677003","2"
"Tends to agree","1990","Couple + C. LE 16 ","no migration background","86","0.0618612090391906","0.0494530726394521","0.074269345438929","2"
"Tends to agree","1990","Couple + C. LE 16 ","direct migration background","5","","","","2"
"Tends to agree","1990","Couple + C. GT 16 ","no migration background","68","0.0816031639955837","0.0626092121006503","0.100597115890517","2"
"Tends to agree","1990","Couple + C. GT 16 ","direct migration background","1","","","","2"
"Totally disagree","1990","Couple + C. LE 16 ","no migration background","1011","0.707739512382681","0.684314189612114","0.731164835153249","4"
"Totally disagree","1990","1-pers.-HH","no migration background","97","0.285526770179063","0.235962450844779","0.335091089513347","4"
"Totally disagree","1990","Single parent ","indirect migration background","","","","","4"
"Totally disagree","1990","1-pers.-HH","direct migration background","5","","","","4"
"Totally disagree","1990","1-pers.-HH","indirect migration background","","","","","4"
"Totally disagree","1990","(Married) couple without C. ","no migration background","620","0.692150653009495","0.661875120094137","0.722426185924854","4"
"Totally disagree","1990","(Married) couple without C. ","direct migration background","39","0.692685775267874","0.572909685945978","0.812461864589771","4"
"Totally disagree","1990","(Married) couple without C. ","indirect migration background","","","","","4"
"Totally disagree","1990","Single parent ","no migration background","68","0.389965375631318","0.318909651367885","0.461021099894751","4"
"Totally disagree","1990","Single parent ","direct migration background","1","","","","4"
"Totally disagree","1990","Couple + C. GT 16 ","direct migration background","18","","","","4"
"Totally disagree","1990","Couple + C. LE 16 ","direct migration background","13","","","","4"
"Totally disagree","1990","Couple + C. LE 16 ","indirect migration background","1","","","","4"
"Totally disagree","1990","Couple + C. GT 16 ","no migration background","479","0.610397718224546","0.576562900440366","0.644232536008727","4"
"Totally disagree","1990","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Totally disagree","1990","Couple + C. LE and GT 16","no migration background","195","0.623735014360562","0.569980151384306","0.677489877336819","4"
"Totally disagree","1990","Couple + C. LE and GT 16","direct migration background","6","","","","4"
