"plh0189","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","Thuringia","inadequately","","","","","3"
"Rather not true","1990","Thuringia","general elemantary","14","","","","3"
"Rather not true","1990","Thuringia","middle vocational","85","0.171066666158545","0.137587667932486","0.204545664384603","3"
"Rather not true","1990","Thuringia","vocational + Abi","2","","","","3"
"Rather not true","1990","Thuringia","higher vocational","6","","","","3"
"Rather not true","1990","Thuringia","higher education","29","","","","3"
"Rather not true","1990","Thuringia","in school","","","","","3"
"Rather not true","1990","Schleswig-Holstein","in school","","","","","3"
"Rather not true","1990","Schleswig-Holstein","inadequately","","","","","3"
"Rather not true","1990","Schleswig-Holstein","general elemantary","","","","","3"
"Rather not true","1990","Schleswig-Holstein","middle vocational","","","","","3"
"Rather not true","1990","Schleswig-Holstein","vocational + Abi","","","","","3"
"Rather not true","1990","Schleswig-Holstein","higher vocational","","","","","3"
"Rather not true","1990","Schleswig-Holstein","higher education","","","","","3"
"Rather not true","1990","Hamburg","in school","","","","","3"
"Rather not true","1990","Hamburg","inadequately","","","","","3"
"Rather not true","1990","Hamburg","general elemantary","","","","","3"
"Rather not true","1990","Hamburg","middle vocational","","","","","3"
"Rather not true","1990","Hamburg","vocational + Abi","","","","","3"
"Rather not true","1990","Lower Saxony","vocational + Abi","","","","","3"
"Rather not true","1990","Lower Saxony","higher vocational","","","","","3"
"Rather not true","1990","Lower Saxony","higher education","","","","","3"
"Rather not true","1990","Bremen","in school","","","","","3"
"Rather not true","1990","Bremen","inadequately","","","","","3"
"Rather not true","1990","Bremen","general elemantary","","","","","3"
"Rather not true","1990","Bremen","middle vocational","","","","","3"
"Rather not true","1990","Bremen","vocational + Abi","","","","","3"
"Rather not true","1990","Bremen","higher vocational","","","","","3"
"Rather not true","1990","Bremen","higher education","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","in school","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","inadequately","","","","","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","middle vocational","55","0.184607676914339","0.139484765981982","0.229730587846696","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","higher vocational","2","","","","3"
"Rather not true","1990","Mecklenburg-Western Pomerania","higher education","35","0.299869846599539","0.214630052584136","0.385109640614943","3"
"Rather not true","1990","Saxony","in school","1","","","","3"
"Rather not true","1990","Saxony","inadequately","","","","","3"
"Rather not true","1990","Saxony","general elemantary","41","0.254479913845248","0.187407024871837","0.321552802818659","3"
"Rather not true","1990","Saxony","middle vocational","162","0.220672538342933","0.191362319813319","0.249982756872546","3"
"Rather not true","1990","Saxony","vocational + Abi","10","","","","3"
"Rather not true","1990","Saxony","higher vocational","15","","","","3"
"Rather not true","1990","Saxony","higher education","51","0.173658924603157","0.129756015489349","0.217561833716965","3"
"Rather not true","1990","Saxony-Anhalt","in school","","","","","3"
"Rather not true","1990","Saxony-Anhalt","inadequately","1","","","","3"
"Rather not true","1990","Saxony-Anhalt","general elemantary","21","","","","3"
"Rather not true","1990","Saxony-Anhalt","middle vocational","77","0.162824550076658","0.128674361513301","0.196974738640015","3"
"Rather not true","1990","Saxony-Anhalt","vocational + Abi","4","","","","3"
"Rather not true","1990","Saxony-Anhalt","higher vocational","9","","","","3"
"Rather not true","1990","Saxony-Anhalt","higher education","38","0.20563895238324","0.145412580600354","0.265865324166125","3"
"Rather not true","1990","Hamburg","higher vocational","","","","","3"
"Rather not true","1990","Hamburg","higher education","","","","","3"
"Rather not true","1990","Lower Saxony","in school","","","","","3"
"Rather not true","1990","Lower Saxony","inadequately","","","","","3"
"Rather not true","1990","Lower Saxony","general elemantary","","","","","3"
"Rather not true","1990","Lower Saxony","middle vocational","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","general elemantary","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","middle vocational","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","vocational + Abi","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","higher vocational","","","","","3"
"Rather not true","1990","North Rhine-Westphalia","higher education","","","","","3"
"Rather not true","1990","Hesse","in school","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","in school","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","inadequately","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","general elemantary","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","middle vocational","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","3"
"Rather not true","1990","Rhineland-Palatinate,Saarland","higher vocational","","","","","3"
