"plh0189","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","1-pers.-HH","Male","26","","","","3"
"Rather not true","1990","1-pers.-HH","Female","56","0.233927599400299","0.180258441540202","0.287596757260396","3"
"Rather not true","1990","(Married) couple without C. ","Male","82","0.170578675714469","0.136645300497085","0.204512050931852","3"
"Rather not true","1990","(Married) couple without C. ","Female","77","0.167010762297846","0.133573857626009","0.200447666969683","3"
"Rather not true","1990","Single parent ","Male","13","","","","3"
"Rather not true","1990","Single parent ","Female","37","0.26600325167659","0.191740817987003","0.340265685366176","3"
"Rather not true","1990","Couple + C. LE 16 ","Male","121","0.158817107344815","0.132357100001005","0.185277114688625","3"
"Rather not true","1990","Couple + C. LE 16 ","Female","144","0.187041371545071","0.159002744378394","0.215079998711747","3"
"Rather not true","1990","Couple + C. GT 16 ","Male","115","0.260228446795516","0.21927834415337","0.301178549437663","3"
"Rather not true","1990","Couple + C. GT 16 ","Female","79","0.207881576863152","0.167027862850411","0.248735290875892","3"
"Rather not true","1990","Couple + C. LE and GT 16","Male","32","0.186240868493341","0.127019358222492","0.24546237876419","3"
"Rather not true","1990","Couple + C. LE and GT 16","Female","32","0.210921146312784","0.146277977178822","0.275564315446747","3"
"Tends to agree","1990","1-pers.-HH","Male","22","","","","2"
"Tends to agree","1990","1-pers.-HH","Female","61","0.263154541063192","0.207327735169551","0.318981346956833","2"
"Tends to agree","1990","(Married) couple without C. ","Male","19","","","","2"
"Tends to agree","1990","Single parent ","Male","6","","","","2"
"Tends to agree","1990","(Married) couple without C. ","Female","36","0.0767575285855712","0.0528930185825906","0.100622038588552","2"
"Tends to agree","1990","Single parent ","Female","36","0.256360896671267","0.182979556835796","0.329742236506739","2"
"Tends to agree","1990","Couple + C. LE 16 ","Male","27","","","","2"
"Tends to agree","1990","Couple + C. LE 16 ","Female","64","0.0923336362706331","0.0715176604578252","0.113149612083441","2"
"Tends to agree","1990","Couple + C. GT 16 ","Male","34","0.0778811789531017","0.0528697503746155","0.102892607531588","2"
"Tends to agree","1990","Couple + C. GT 16 ","Female","35","0.083570499172056","0.0557089978518181","0.111432000492294","2"
"Tends to agree","1990","Couple + C. LE and GT 16","Female","14","","","","2"
"Tends to agree","1990","Couple + C. LE and GT 16","Male","9","","","","2"
"Totally disagree","1990","1-pers.-HH","Female","69","0.265420959255424","0.209440557089867","0.321401361420981","4"
"Totally disagree","1990","1-pers.-HH","Male","33","0.340930032258571","0.246107649261521","0.435752415255621","4"
"Totally disagree","1990","(Married) couple without C. ","Male","339","0.720414521801797","0.679926586894831","0.760902456708762","4"
"Totally disagree","1990","(Married) couple without C. ","Female","320","0.664072519201479","0.621731172838734","0.706413865564225","4"
"Totally disagree","1990","Single parent ","Female","40","0.283074900280444","0.207362640100676","0.358787160460213","4"
"Totally disagree","1990","Couple + C. LE 16 ","Male","539","0.74238303774689","0.710724026195409","0.774042049298372","4"
"Totally disagree","1990","Single parent ","Male","29","","","","4"
"Totally disagree","1990","Couple + C. LE 16 ","Female","486","0.664051970816798","0.630090165510577","0.698013776123019","4"
"Totally disagree","1990","Couple + C. GT 16 ","Male","269","0.614340307028867","0.568911071667217","0.659769542390516","4"
"Totally disagree","1990","Couple + C. GT 16 ","Female","228","0.619866801247666","0.570996437149502","0.66873716534583","4"
"Totally disagree","1990","Couple + C. LE and GT 16","Male","111","0.685021843249135","0.614359753733455","0.755683932764815","4"
"Totally disagree","1990","Couple + C. LE and GT 16","Female","90","0.56917762076275","0.490712723403985","0.647642518121514","4"
"True entirely","1990","1-pers.-HH","Male","15","","","","1"
