"plh0189","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Schleswig-Holstein","Not Working","20","","","","3"
"Rather not true","1992","Lower Saxony","Not Working","79","0.236989350323146","0.189728926550632","0.284249774095661","3"
"Rather not true","1992","Hamburg","Full Time","11","","","","3"
"Rather not true","1992","Lower Saxony","Part Time","48","0.317278158106709","0.243770985713831","0.390785330499586","3"
"Rather not true","1992","Mecklenburg-Western Pomerania","Not Working","28","","","","3"
"Rather not true","1992","Saxony","Full Time","164","0.276549555333052","0.241732315563079","0.311366795103026","3"
"Rather not true","1992","Saxony","Part Time","57","0.245142468968457","0.188169636998319","0.302115300938595","3"
"Rather not true","1992","Schleswig-Holstein","Full Time","29","","","","3"
"Rather not true","1992","Schleswig-Holstein","Part Time","16","","","","3"
"Rather not true","1992","Saxony-Anhalt","Not Working","53","0.250293010350028","0.192255156417408","0.308330864282648","3"
"Rather not true","1992","Brandenburg","Not Working","51","0.294136216334617","0.227198207347681","0.361074225321552","3"
"Rather not true","1992","Lower Saxony","Full Time","105","0.299274651802866","0.252863625627393","0.34568567797834","3"
"Rather not true","1992","Thuringia","Not Working","55","0.308008139707345","0.240750690326365","0.375265589088326","3"
"Rather not true","1992","Bremen","Full Time","4","","","","3"
"Rather not true","1992","Saxony-Anhalt","Part Time","34","0.243249881510961","0.173173863999294","0.313325899022628","3"
"Rather not true","1992","Hamburg","Part Time","5","","","","3"
"Rather not true","1992","Hamburg","Not Working","9","","","","3"
"Rather not true","1992","Bremen","Part Time","3","","","","3"
"Rather not true","1992","Bremen","Not Working","7","","","","3"
"Rather not true","1992","North Rhine-Westphalia","Full Time","217","0.256841414283155","0.227172690422329","0.286510138143982","3"
"Rather not true","1992","North Rhine-Westphalia","Part Time","113","0.362832137079111","0.312744993511358","0.412919280646864","3"
"Rather not true","1992","North Rhine-Westphalia","Not Working","189","0.271265609203975","0.238469090831949","0.304062127576002","3"
"Rather not true","1992","Hesse","Full Time","85","0.304490641844653","0.251342227648243","0.357639056041063","3"
"Rather not true","1992","Bavaria","Not Working","118","0.271823745811621","0.230015166009121","0.31363232561412","3"
"Rather not true","1992","Berlin","Not Working","29","","","","3"
"Rather not true","1992","Brandenburg","Full Time","102","0.28508930176256","0.23908869214143","0.331089911383689","3"
"Rather not true","1992","Brandenburg","Part Time","24","","","","3"
"Rather not true","1992","Mecklenburg-Western Pomerania","Full Time","66","0.292295866694342","0.232999091597747","0.351592641790938","3"
"Rather not true","1992","Mecklenburg-Western Pomerania","Part Time","16","","","","3"
"Rather not true","1992","Saxony-Anhalt","Full Time","115","0.277466248910339","0.234594102184564","0.320338395636114","3"
"Rather not true","1992","Thuringia","Full Time","89","0.26291318810462","0.217120153879576","0.308706222329663","3"
"Rather not true","1992","Thuringia","Part Time","44","0.305477181205067","0.230505588567939","0.380448773842195","3"
"Rather not true","1992","Saxony","Not Working","104","0.33811784692728","0.284763599013706","0.391472094840853","3"
"Rather not true","1992","Hesse","Part Time","36","0.302734780014151","0.223451173689141","0.382018386339161","3"
"Rather not true","1992","Hesse","Not Working","61","0.249537562488555","0.194674305696201","0.304400819280909","3"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Full Time","45","0.20319005039178","0.150961345030106","0.255418755753454","3"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Part Time","22","","","","3"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Not Working","58","0.265651068573296","0.205913786268385","0.325388350878207","3"
"Rather not true","1992","Baden-Württemberg","Not Working","103","0.267051532638686","0.22050175491724","0.313601310360131","3"
"Rather not true","1992","Bavaria","Full Time","181","0.296248946793899","0.26001454382002","0.332483349767778","3"
"Rather not true","1992","Bavaria","Part Time","95","0.363527017712076","0.305503445724847","0.421550589699305","3"
"Rather not true","1992","Berlin","Full Time","66","0.255768951356976","0.205380657805086","0.306157244908865","3"
"Rather not true","1992","Berlin","Part Time","18","","","","3"
"Rather not true","1992","Baden-Württemberg","Full Time","193","0.366692721777983","0.325431618903051","0.407953824652916","3"
"Rather not true","1992","Baden-Württemberg","Part Time","80","0.309315849153886","0.250839089114492","0.36779260919328","3"
"Tends to agree","1992","Schleswig-Holstein","Full Time","8","","","","2"
"Tends to agree","1992","Hamburg","Full Time","","","","","2"
"Tends to agree","1992","Hamburg","Part Time","1","","","","2"
"Tends to agree","1992","Lower Saxony","Part Time","20","","","","2"
"Tends to agree","1992","Schleswig-Holstein","Part Time","7","","","","2"
"Tends to agree","1992","Hamburg","Not Working","7","","","","2"
"Tends to agree","1992","Schleswig-Holstein","Not Working","14","","","","2"
"Tends to agree","1992","Bremen","Part Time","1","","","","2"
"Tends to agree","1992","Lower Saxony","Full Time","34","0.115970091689106","0.0835197877195204","0.148420395658692","2"
"Tends to agree","1992","Lower Saxony","Not Working","53","0.222163312442768","0.175962641859779","0.268363983025758","2"
"Tends to agree","1992","Bremen","Not Working","5","","","","2"
