"plh0189","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","lower secondary degree","22","","",""
"True entirely","1990","16-34 y.","secondary school degree","91","0.0737124473054981","0.05917441835073","0.0882504762602662"
"True entirely","1990","16-34 y.","college entrance qualification","19","","",""
"True entirely","1990","16-34 y.","Other degree","1","","",""
"True entirely","1990","16-34 y.","no degree/no degree yet","2","","",""
"True entirely","1990","35-65 y.","lower secondary degree","109","0.0971169424625601","0.0803907110961334","0.113843173828987"
"True entirely","1990","35-65 y.","secondary school degree","62","0.0855853916010315","0.0653747275690728","0.10579605563299"
"True entirely","1990","35-65 y.","college entrance qualification","16","","",""
"True entirely","1990","35-65 y.","Other degree","5","","",""
"True entirely","1990","35-65 y.","no degree/no degree yet","","","",""
"True entirely","1990","66 and older","lower secondary degree","46","0.146601304784445","0.109650690359303","0.183551919209587"
"True entirely","1990","66 and older","secondary school degree","3","","",""
"True entirely","1990","66 and older","college entrance qualification","","","",""
"True entirely","1990","66 and older","Other degree","3","","",""
"True entirely","1990","66 and older","no degree/no degree yet","","","",""
"Tends to agree","1990","16-34 y.","lower secondary degree","18","","",""
"Tends to agree","1990","16-34 y.","secondary school degree","95","0.080032113261681","0.0649354601345517","0.0951287663888103"
"Tends to agree","1990","16-34 y.","college entrance qualification","25","","",""
"Tends to agree","1990","16-34 y.","Other degree","1","","",""
"Tends to agree","1990","16-34 y.","no degree/no degree yet","4","","",""
"Tends to agree","1990","35-65 y.","lower secondary degree","99","0.0871823976584553","0.07124779439396","0.103117000922951"
"Tends to agree","1990","35-65 y.","secondary school degree","53","0.087968386284882","0.0675050028141497","0.108431769755614"
"Tends to agree","1990","35-65 y.","college entrance qualification","22","","",""
"Tends to agree","1990","35-65 y.","Other degree","3","","",""
"Tends to agree","1990","35-65 y.","no degree/no degree yet","1","","",""
"Tends to agree","1990","66 and older","lower secondary degree","62","0.18121449632374","0.140974465943125","0.221454526704355"
"Tends to agree","1990","66 and older","secondary school degree","8","","",""
"Tends to agree","1990","66 and older","college entrance qualification","","","",""
"Tends to agree","1990","66 and older","Other degree","2","","",""
"Tends to agree","1990","66 and older","no degree/no degree yet","","","",""
"Rather not true","1990","16-34 y.","lower secondary degree","36","0.197692039344752","0.139349313374101","0.256034765315402"
"Rather not true","1990","16-34 y.","secondary school degree","282","0.227583835021125","0.204256851475743","0.250910818566508"
"Rather not true","1990","16-34 y.","college entrance qualification","61","0.259700276624191","0.2021515578599","0.317248995388483"
"Rather not true","1990","16-34 y.","Other degree","3","","",""
"Rather not true","1990","16-34 y.","no degree/no degree yet","6","","",""
"Rather not true","1990","35-65 y.","lower secondary degree","205","0.175794431789245","0.154293604179009","0.197295259399481"
"Rather not true","1990","35-65 y.","secondary school degree","132","0.18128088282598","0.153448354914292","0.209113410737667"
"Rather not true","1990","35-65 y.","college entrance qualification","63","0.191673629423941","0.147353467985052","0.23599379086283"
"Rather not true","1990","35-65 y.","Other degree","8","","",""
"Rather not true","1990","35-65 y.","no degree/no degree yet","2","","",""
"Rather not true","1990","66 and older","lower secondary degree","73","0.199121441261645","0.157403861378745","0.240839021144545"
"Rather not true","1990","66 and older","secondary school degree","7","","",""
"Rather not true","1990","66 and older","college entrance qualification","1","","",""
"Rather not true","1990","66 and older","Other degree","5","","",""
"Rather not true","1990","66 and older","no degree/no degree yet","1","","",""
"Totally disagree","1990","16-34 y.","lower secondary degree","103","0.579000867364712","0.506673645609458","0.651328089119967"
"Totally disagree","1990","16-34 y.","secondary school degree","773","0.618671604411696","0.591648087720626","0.645695121102765"
"Totally disagree","1990","16-34 y.","college entrance qualification","118","0.541158487030778","0.4757567552806","0.606560218780955"
"Totally disagree","1990","16-34 y.","Other degree","4","","",""
"Totally disagree","1990","16-34 y.","no degree/no degree yet","22","","",""
"Totally disagree","1990","35-65 y.","lower secondary degree","791","0.63990622808974","0.612791776738693","0.667020679440787"
"Totally disagree","1990","35-65 y.","secondary school degree","489","0.645165339288107","0.610598655610292","0.679732022965922"
"Totally disagree","1990","35-65 y.","college entrance qualification","202","0.657354497362589","0.603916630452559","0.71079236427262"
"Totally disagree","1990","35-65 y.","Other degree","18","","",""
"Totally disagree","1990","35-65 y.","no degree/no degree yet","5","","",""
