"plh0189","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","inadequately","Female","3","","","","3"
"Rather not true","1990","in school","Male","3","","","","3"
"Rather not true","1990","in school","Female","3","","","","3"
"Rather not true","1990","inadequately","Male","","","","","3"
"Rather not true","1990","general elemantary","Male","36","0.286287087876188","0.209752394039675","0.362821781712701","3"
"Rather not true","1990","general elemantary","Female","89","0.233669062080832","0.191178312714097","0.276159811447568","3"
"Rather not true","1990","middle vocational","Male","240","0.203261457200773","0.180652099087121","0.225870815314426","3"
"Rather not true","1990","middle vocational","Female","244","0.183606595729396","0.162576730874735","0.204636460584058","3"
"Rather not true","1990","vocational + Abi","Male","16","","","","3"
"Rather not true","1990","vocational + Abi","Female","8","","","","3"
"Rather not true","1990","higher vocational","Male","37","0.150414009422752","0.103176763847307","0.197651254998196","3"
"Rather not true","1990","higher vocational","Female","6","","","","3"
"Rather not true","1990","higher education","Male","85","0.180944689864599","0.145532751390019","0.216356628339179","3"
"Rather not true","1990","higher education","Female","116","0.210505923845866","0.176025900839602","0.24498594685213","3"
"Tends to agree","1990","inadequately","Female","","","","","2"
"Tends to agree","1990","inadequately","Male","","","","","2"
"Tends to agree","1990","higher vocational","Female","","","","","2"
"Tends to agree","1990","higher education","Male","23","","","","2"
"Tends to agree","1990","in school","Female","1","","","","2"
"Tends to agree","1990","general elemantary","Male","14","","","","2"
"Tends to agree","1990","higher vocational","Male","6","","","","2"
"Tends to agree","1990","higher education","Female","61","0.134570056535635","0.105706414862707","0.163433698208564","2"
"Tends to agree","1990","general elemantary","Female","62","0.172538847865857","0.134598364739351","0.210479330992364","2"
"Tends to agree","1990","in school","Male","3","","","","2"
"Tends to agree","1990","middle vocational","Female","142","0.120887213619922","0.103179802075017","0.138594625164827","2"
"Tends to agree","1990","vocational + Abi","Male","4","","","","2"
"Tends to agree","1990","vocational + Abi","Female","4","","","","2"
"Tends to agree","1990","middle vocational","Male","75","0.0691907372969893","0.0549327859196227","0.083448688674356","2"
"Totally disagree","1990","in school","Female","7","","","","4"
"Totally disagree","1990","higher vocational","Female","31","0.787796228809411","0.6577972950347","0.917795162584121","4"
"Totally disagree","1990","inadequately","Female","4","","","","4"
"Totally disagree","1990","inadequately","Male","3","","","","4"
"Totally disagree","1990","higher education","Male","319","0.694151737833355","0.651767890091467","0.736535585575243","4"
"Totally disagree","1990","higher vocational","Male","167","0.761677289745973","0.705377733911276","0.817976845580671","4"
"Totally disagree","1990","higher education","Female","316","0.571028829205873","0.529168367064409","0.612889291347337","4"
"Totally disagree","1990","general elemantary","Male","74","0.534831165839511","0.45037928037322","0.619283051305802","4"
"Totally disagree","1990","middle vocational","Female","783","0.586164882150296","0.559412271577149","0.612917492723442","4"
"Totally disagree","1990","vocational + Abi","Male","22","","","","4"
"Totally disagree","1990","vocational + Abi","Female","19","","","","4"
"Totally disagree","1990","in school","Male","13","","","","4"
"Totally disagree","1990","general elemantary","Female","175","0.424002716106607","0.374380044732845","0.473625387480368","4"
"Totally disagree","1990","middle vocational","Male","810","0.649688572864717","0.622885624598962","0.676491521130472","4"
"True entirely","1990","in school","Male","","","","","1"
"True entirely","1990","in school","Female","1","","","","1"
"True entirely","1990","inadequately","Male","1","","","","1"
"True entirely","1990","inadequately","Female","","","","","1"
"True entirely","1990","general elemantary","Male","10","","","","1"
"True entirely","1990","general elemantary","Female","55","0.169789373946704","0.132089925141749","0.207488822751659","1"
"True entirely","1990","middle vocational","Male","92","0.0778592326375203","0.0628050745401079","0.0929133907349326","1"
"True entirely","1990","middle vocational","Female","133","0.109341308500386","0.0923905011720931","0.126292115828679","1"
"True entirely","1990","vocational + Abi","Male","3","","","","1"
"True entirely","1990","vocational + Abi","Female","4","","","","1"
"True entirely","1990","higher vocational","Male","10","","","","1"
"True entirely","1990","higher vocational","Female","1","","","","1"
"True entirely","1990","higher education","Male","27","","","","1"
"True entirely","1990","higher education","Female","44","0.0838951904126261","0.0604473925332756","0.107342988291977","1"
"Rather not true","1991","in school","Male","2","","","","3"
"Rather not true","1991","in school","Female","2","","","","3"
"Rather not true","1991","inadequately","Male","2","","","","3"
"Rather not true","1991","inadequately","Female","9","","","","3"
"Rather not true","1991","general elemantary","Male","30","0.271298808760969","0.192722030464505","0.349875587057434","3"
"Rather not true","1991","general elemantary","Female","91","0.271681294334682","0.224118314743501","0.319244273925864","3"
"Rather not true","1991","middle vocational","Male","272","0.252742368194322","0.227614116033258","0.277870620355386","3"
"Rather not true","1991","middle vocational","Female","286","0.241273451203843","0.217294384756288","0.265252517651398","3"
"Rather not true","1991","vocational + Abi","Male","5","","","","3"
"Rather not true","1991","vocational + Abi","Female","10","","","","3"
"Rather not true","1991","higher vocational","Male","48","0.229964366215285","0.171933628628619","0.287995103801951","3"
"Rather not true","1991","higher vocational","Female","11","","","","3"
"Rather not true","1991","higher education","Male","102","0.244865391971147","0.204732108945172","0.284998674997122","3"
"Rather not true","1991","higher education","Female","129","0.266484658919823","0.228263201911553","0.304706115928093","3"
"Tends to agree","1991","higher education","Female","47","0.110582944618887","0.0834708336601633","0.13769505557761","2"
"Tends to agree","1991","inadequately","Female","2","","","","2"
"Tends to agree","1991","higher education","Male","27","","","","2"
"Tends to agree","1991","higher vocational","Female","","","","","2"
"Tends to agree","1991","general elemantary","Male","13","","","","2"
"Tends to agree","1991","inadequately","Male","","","","","2"
"Tends to agree","1991","in school","Female","","","","","2"
"Tends to agree","1991","higher vocational","Male","11","","","","2"
"Tends to agree","1991","general elemantary","Female","59","0.196882041637102","0.154364203617814","0.239399879656389","2"
"Tends to agree","1991","in school","Male","1","","","","2"
"Tends to agree","1991","middle vocational","Female","142","0.140900141995186","0.121401139200774","0.160399144789598","2"
"Tends to agree","1991","vocational + Abi","Male","3","","","","2"
"Tends to agree","1991","vocational + Abi","Female","5","","","","2"
"Tends to agree","1991","middle vocational","Male","72","0.0676825368435703","0.0531577990737224","0.0822072746134182","2"
"Totally disagree","1991","inadequately","Female","11","","","","4"
"Totally disagree","1991","higher vocational","Female","20","","","","4"
"Totally disagree","1991","higher education","Male","296","0.639056773890035","0.59423201466062","0.683881533119449","4"
"Totally disagree","1991","inadequately","Male","13","","","","4"
"Totally disagree","1991","in school","Female","2","","","","4"
"Totally disagree","1991","higher vocational","Male","127","0.628867595738071","0.562245781936959","0.695489409539183","4"
"Totally disagree","1991","higher education","Female","301","0.550036622996564","0.507028457443118","0.59304478855001","4"
"Totally disagree","1991","general elemantary","Male","67","0.495473926264676","0.407115546095621","0.583832306433731","4"
"Totally disagree","1991","general elemantary","Female","148","0.395640739967692","0.343355808218458","0.447925671716926","4"
"Totally disagree","1991","in school","Male","4","","","","4"
"Totally disagree","1991","middle vocational","Female","675","0.518706113858501","0.490703361585851","0.54670886613115","4"
"Totally disagree","1991","vocational + Abi","Male","29","","","","4"
"Totally disagree","1991","vocational + Abi","Female","15","","","","4"
"Totally disagree","1991","middle vocational","Male","728","0.610590513622323","0.582395885772727","0.638785141471918","4"
"True entirely","1991","in school","Male","1","","","","1"
"True entirely","1991","in school","Female","","","","","1"
"True entirely","1991","inadequately","Male","1","","","","1"
"True entirely","1991","inadequately","Female","1","","","","1"
"True entirely","1991","general elemantary","Male","13","","","","1"
"True entirely","1991","general elemantary","Female","38","0.135795924060524","0.0991665097247986","0.17242533839625","1"
"True entirely","1991","middle vocational","Male","77","0.0689845813397847","0.054331042159273","0.0836381205202964","1"
"True entirely","1991","middle vocational","Female","120","0.0991202929424702","0.0823728096551758","0.115867776229765","1"
"True entirely","1991","vocational + Abi","Male","3","","","","1"
"True entirely","1991","vocational + Abi","Female","4","","","","1"
"True entirely","1991","higher vocational","Male","16","","","","1"
"True entirely","1991","higher vocational","Female","2","","","","1"
"True entirely","1991","higher education","Male","16","","","","1"
"True entirely","1991","higher education","Female","37","0.0728957734647262","0.0504216901658046","0.0953698567636478","1"
"Rather not true","1992","in school","Male","25","","","","3"
"Rather not true","1992","in school","Female","38","0.514852510766624","0.400982190345386","0.628722831187863","3"
"Rather not true","1992","inadequately","Male","15","","","","3"
"Rather not true","1992","inadequately","Female","15","","","","3"
"Rather not true","1992","general elemantary","Male","162","0.309269128651051","0.26969556450503","0.348842692797072","3"
"Rather not true","1992","general elemantary","Female","414","0.281562207489556","0.258226666689738","0.304897748289375","3"
"Rather not true","1992","middle vocational","Male","771","0.265751356141377","0.249952350791075","0.281550361491679","3"
"Rather not true","1992","middle vocational","Female","807","0.263683337038843","0.248004495881363","0.279362178196323","3"
"Rather not true","1992","vocational + Abi","Male","65","0.454156476229667","0.376274833822462","0.532038118636873","3"
"Rather not true","1992","vocational + Abi","Female","58","0.419708216589537","0.33645938379444","0.502957049384635","3"
"Rather not true","1992","higher vocational","Male","119","0.249283852412545","0.210743972000089","0.287823732825001","3"
"Rather not true","1992","higher vocational","Female","80","0.294174776463565","0.239415389699714","0.348934163227417","3"
"Rather not true","1992","higher education","Male","233","0.272703122452957","0.243278718659539","0.302127526246375","3"
"Rather not true","1992","higher education","Female","211","0.319336270206255","0.285539139494137","0.353133400918373","3"
"Tends to agree","1992","general elemantary","Male","48","0.106445663365992","0.0800394020106122","0.132851924721372","2"
"Tends to agree","1992","higher education","Female","72","0.111536007303738","0.0887159429271241","0.134356071680352","2"
"Tends to agree","1992","higher vocational","Female","22","","","","2"
"Tends to agree","1992","inadequately","Male","7","","","","2"
"Tends to agree","1992","inadequately","Female","6","","","","2"
"Tends to agree","1992","higher education","Male","56","0.0732889682898876","0.056070352896405","0.0905075836833702","2"
