"plh0189","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","in school","1","","",""
"True entirely","1990","16-34 y.","inadequately","1","","",""
"True entirely","1990","16-34 y.","general elemantary","13","","",""
"True entirely","1990","16-34 y.","middle vocational","88","0.0839730191761417","0.0671250816607821","0.100820956691501"
"True entirely","1990","16-34 y.","vocational + Abi","5","","",""
"True entirely","1990","16-34 y.","higher vocational","1","","",""
"True entirely","1990","16-34 y.","higher education","26","","",""
"True entirely","1990","35-65 y.","in school","","","",""
"True entirely","1990","35-65 y.","inadequately","","","",""
"True entirely","1990","35-65 y.","general elemantary","22","","",""
"True entirely","1990","35-65 y.","middle vocational","119","0.102925587087251","0.086213828945381","0.119637345229122"
"True entirely","1990","35-65 y.","vocational + Abi","2","","",""
"True entirely","1990","35-65 y.","higher vocational","7","","",""
"True entirely","1990","35-65 y.","higher education","43","0.0736589542329521","0.0531964325458969","0.0941214759200072"
"True entirely","1990","66 and older","in school","","","",""
"True entirely","1990","66 and older","inadequately","","","",""
"True entirely","1990","66 and older","general elemantary","30","0.238663967269578","0.168304886827047","0.309023047712109"
"True entirely","1990","66 and older","middle vocational","18","","",""
"True entirely","1990","66 and older","vocational + Abi","","","",""
"True entirely","1990","66 and older","higher vocational","3","","",""
"True entirely","1990","66 and older","higher education","2","","",""
"Tends to agree","1990","16-34 y.","in school","4","","",""
"Tends to agree","1990","16-34 y.","inadequately","","","",""
"Tends to agree","1990","16-34 y.","general elemantary","20","","",""
"Tends to agree","1990","16-34 y.","middle vocational","84","0.0844711701837708","0.0675779285574208","0.101364411810121"
"Tends to agree","1990","16-34 y.","vocational + Abi","7","","",""
"Tends to agree","1990","16-34 y.","higher vocational","1","","",""
"Tends to agree","1990","16-34 y.","higher education","29","","",""
"Tends to agree","1990","35-65 y.","in school","","","",""
"Tends to agree","1990","35-65 y.","inadequately","","","",""
"Tends to agree","1990","35-65 y.","general elemantary","31","0.188178497031274","0.132158567170923","0.244198426891626"
"Tends to agree","1990","35-65 y.","middle vocational","93","0.0761986513286426","0.0616068412356435","0.0907904614216417"
"Tends to agree","1990","35-65 y.","vocational + Abi","1","","",""
"Tends to agree","1990","35-65 y.","higher vocational","3","","",""
"Tends to agree","1990","35-65 y.","higher education","50","0.0998204952439774","0.0763384811227567","0.123302509365198"
"Tends to agree","1990","66 and older","in school","","","",""
"Tends to agree","1990","66 and older","inadequately","","","",""
"Tends to agree","1990","66 and older","general elemantary","25","","",""
"Tends to agree","1990","66 and older","middle vocational","40","0.202760071439172","0.148121144435962","0.257398998442383"
"Tends to agree","1990","66 and older","vocational + Abi","","","",""
"Tends to agree","1990","66 and older","higher vocational","2","","",""
"Tends to agree","1990","66 and older","higher education","5","","",""
"Rather not true","1990","16-34 y.","in school","6","","",""
"Rather not true","1990","16-34 y.","inadequately","","","",""
