"plh0189","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","no migration background","Urban Area","314","0.213309573218951","0.192474646838568","0.234144499599334","3"
"Rather not true","1990","no migration background","Rural Area","529","0.192959668362961","0.178069211942925","0.207850124782996","3"
"Rather not true","1990","direct migration background","Urban Area","9","","","","3"
"Rather not true","1990","direct migration background","Rural Area","18","","","","3"
"Rather not true","1990","indirect migration background","Urban Area","","","","","3"
"Rather not true","1990","indirect migration background","Rural Area","1","","","","3"
"Tends to agree","1990","no migration background","Urban Area","148","0.114833312036082","0.0986177748526074","0.131048849219556","2"
"Tends to agree","1990","direct migration background","Urban Area","9","","","","2"
"Tends to agree","1990","direct migration background","Rural Area","9","","","","2"
"Tends to agree","1990","indirect migration background","Urban Area","","","","","2"
"Tends to agree","1990","no migration background","Rural Area","225","0.0933580174066297","0.0823800776999802","0.104335957113279","2"
"Tends to agree","1990","indirect migration background","Rural Area","","","","","2"
"Totally disagree","1990","no migration background","Urban Area","874","0.552073645416028","0.526781441196876","0.577365849635181","4"
"Totally disagree","1990","no migration background","Rural Area","1727","0.632991665495361","0.614804539407885","0.651178791582836","4"
"Totally disagree","1990","direct migration background","Urban Area","29","","","","4"
"Totally disagree","1990","indirect migration background","Urban Area","1","","","","4"
"Totally disagree","1990","direct migration background","Rural Area","57","0.597464946604107","0.49725467362916","0.697675219579054","4"
"Totally disagree","1990","indirect migration background","Rural Area","","","","","4"
"True entirely","1990","no migration background","Urban Area","149","0.119783469328939","0.103268488716434","0.136298449941445","1"
"True entirely","1990","no migration background","Rural Area","217","0.0806906487350491","0.070413572909661","0.0909677245604373","1"
"True entirely","1990","direct migration background","Urban Area","2","","","","1"
"True entirely","1990","direct migration background","Rural Area","8","","","","1"
"True entirely","1990","indirect migration background","Urban Area","","","","","1"
"True entirely","1990","indirect migration background","Rural Area","","","","","1"
"Rather not true","1991","no migration background","Urban Area","338","0.264005922161993","0.240457080179388","0.287554764144597","3"
"Rather not true","1991","no migration background","Rural Area","612","0.247548949542387","0.230901809141733","0.26419608994304","3"
"Rather not true","1991","direct migration background","Urban Area","10","","","","3"
"Rather not true","1991","direct migration background","Rural Area","25","","","","3"
"Rather not true","1991","indirect migration background","Urban Area","1","","","","3"
"Rather not true","1991","indirect migration background","Rural Area","1","","","","3"
"Tends to agree","1991","no migration background","Rural Area","220","0.100057058935626","0.0884825832744671","0.111631534596784","2"
"Tends to agree","1991","direct migration background","Urban Area","10","","","","2"
"Tends to agree","1991","no migration background","Urban Area","126","0.113445800340936","0.0965034983567595","0.130388102325112","2"
"Tends to agree","1991","direct migration background","Rural Area","15","","","","2"
"Tends to agree","1991","indirect migration background","Urban Area","","","","","2"
"Tends to agree","1991","indirect migration background","Rural Area","","","","","2"
"Totally disagree","1991","no migration background","Urban Area","764","0.525518391478772","0.498841869140362","0.552194913817182","4"
"Totally disagree","1991","no migration background","Rural Area","1553","0.574916270595739","0.55584807873915","0.593984462452327","4"
"Totally disagree","1991","direct migration background","Urban Area","24","","","","4"
"Totally disagree","1991","indirect migration background","Urban Area","","","","","4"
"Totally disagree","1991","direct migration background","Rural Area","45","0.501881498159209","0.399152199221907","0.604610797096511","4"
"Totally disagree","1991","indirect migration background","Rural Area","1","","","","4"
"True entirely","1991","no migration background","Urban Area","118","0.0970298860182995","0.0812168591106774","0.112842912925922","1"
"True entirely","1991","no migration background","Rural Area","197","0.077477720926249","0.0671656278987511","0.087789813953747","1"
"True entirely","1991","direct migration background","Urban Area","5","","","","1"
"True entirely","1991","direct migration background","Rural Area","6","","","","1"
"True entirely","1991","indirect migration background","Urban Area","","","","","1"
"True entirely","1991","indirect migration background","Rural Area","","","","","1"
"Rather not true","1992","no migration background","Urban Area","1691","0.274448491307697","0.263385498476591","0.285511484138803","3"
"Rather not true","1992","no migration background","Rural Area","1139","0.293100921277554","0.278938107040712","0.307263735514396","3"
"Rather not true","1992","direct migration background","Urban Area","116","0.283840829606052","0.239822072037165","0.327859587174938","3"
"Rather not true","1992","direct migration background","Rural Area","49","0.302977152706246","0.233693115608354","0.372261189804137","3"
"Rather not true","1992","indirect migration background","Urban Area","24","","","","3"
"Rather not true","1992","indirect migration background","Rural Area","4","","","","3"
"Tends to agree","1992","no migration background","Urban Area","639","0.119151595529907","0.111119874795853","0.12718331626396","2"
"Tends to agree","1992","no migration background","Rural Area","429","0.133559206382964","0.122974748481155","0.144143664284773","2"
"Tends to agree","1992","direct migration background","Rural Area","25","","","","2"
"Tends to agree","1992","direct migration background","Urban Area","41","0.0918913865544984","0.0636879605214611","0.120094812587536","2"
"Tends to agree","1992","indirect migration background","Urban Area","10","","","","2"
"Tends to agree","1992","indirect migration background","Rural Area","4","","","","2"
"Totally disagree","1992","no migration background","Urban Area","3458","0.523763956848258","0.511382064683566","0.53614584901295","4"
"Totally disagree","1992","no migration background","Rural Area","2095","0.488529600038226","0.472976464624218","0.504082735452234","4"
"Totally disagree","1992","direct migration background","Urban Area","209","0.520717283272743","0.471942825676448","0.569491740869039","4"
"Totally disagree","1992","direct migration background","Rural Area","80","0.422896787252046","0.348415242108226","0.497378332395865","4"
"Totally disagree","1992","indirect migration background","Urban Area","30","0.441112924968624","0.321324998347714","0.560900851589534","4"
"Totally disagree","1992","indirect migration background","Rural Area","7","","","","4"
"True entirely","1992","no migration background","Urban Area","462","0.0826359563141382","0.0758100005740057","0.0894619120542707","1"
"True entirely","1992","no migration background","Rural Area","305","0.0848102723012565","0.0761418101654757","0.0934787344370374","1"
"True entirely","1992","direct migration background","Urban Area","37","0.103550500566707","0.0738040889099784","0.133296912223435","1"
"True entirely","1992","direct migration background","Rural Area","15","","","","1"
"True entirely","1992","indirect migration background","Urban Area","2","","","","1"
"True entirely","1992","indirect migration background","Rural Area","","","","","1"
"Rather not true","1993","no migration background","Urban Area","1741","0.285342038690073","0.274133167971874","0.296550909408271","3"
"Rather not true","1993","no migration background","Rural Area","1077","0.283545535374686","0.269421643917185","0.297669426832187","3"
"Rather not true","1993","direct migration background","Urban Area","555","0.281469207122369","0.262133348738405","0.300805065506332","3"
"Rather not true","1993","indirect migration background","Urban Area","116","0.276115010421468","0.232411647319341","0.319818373523594","3"
"Rather not true","1993","direct migration background","Rural Area","120","0.319355800069402","0.273551733933042","0.365159866205762","3"
"Rather not true","1993","indirect migration background","Rural Area","28","","","","3"
"Tends to agree","1993","no migration background","Urban Area","723","0.133246535933407","0.124811137147963","0.141681934718851","2"
"Tends to agree","1993","direct migration background","Rural Area","67","0.17727482523535","0.139755287303494","0.214794363167206","2"
"Tends to agree","1993","no migration background","Rural Area","475","0.142012854165623","0.131074477190242","0.152951231141004","2"
"Tends to agree","1993","direct migration background","Urban Area","323","0.149583348504028","0.134248382324895","0.164918314683161","2"
"Tends to agree","1993","indirect migration background","Urban Area","48","0.143991161595534","0.109671570360942","0.178310752830125","2"
"Tends to agree","1993","indirect migration background","Rural Area","10","","","","2"
"Totally disagree","1993","no migration background","Rural Area","2045","0.472744715042894","0.457099826266612","0.488389603819177","4"
"Totally disagree","1993","no migration background","Urban Area","3319","0.499150630849189","0.486739846200526","0.511561415497851","4"
"Totally disagree","1993","direct migration background","Urban Area","1045","0.47698509211392","0.455510013800153","0.498460170427686","4"
"Totally disagree","1993","direct migration background","Rural Area","173","0.411553645238921","0.363206234554435","0.459901055923407","4"
"Totally disagree","1993","indirect migration background","Urban Area","216","0.494082381484839","0.445208745453533","0.542956017516146","4"
"Totally disagree","1993","indirect migration background","Rural Area","32","0.354812037324706","0.244296295422157","0.465327779227255","4"
