"plh0189","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Employed","Rural Area","841","0.304641114113137","0.287849258566481","0.321432969659793","3"
"Rather not true","1992","Not Employed","Urban Area","604","0.259524210047025","0.241374423011771","0.277673997082279","3"
"Rather not true","1992","Not Employed","Rural Area","351","0.275343176732129","0.250737540992616","0.299948812471643","3"
"Rather not true","1992","Employed","Urban Area","1227","0.285276589556258","0.272051210841971","0.298501968270545","3"
"Tends to agree","1992","Not Employed","Urban Area","316","0.161124554565136","0.145903078509678","0.176346030620593","2"
"Tends to agree","1992","Employed","Urban Area","374","0.0899816467590309","0.0816004103585922","0.0983628831594695","2"
"Tends to agree","1992","Not Employed","Rural Area","198","0.186461763642072","0.165007425719173","0.207916101564971","2"
"Tends to agree","1992","Employed","Rural Area","260","0.103288847886383","0.092185526012899","0.114392169759866","2"
"Totally disagree","1992","Not Employed","Urban Area","1116","0.471125751124207","0.450459019731108","0.491792482517306","4"
"Totally disagree","1992","Not Employed","Rural Area","601","0.436112022721045","0.40879542007025","0.463428625371841","4"
"Totally disagree","1992","Employed","Urban Area","2581","0.556131534985887","0.541579559544929","0.570683510426846","4"
"Totally disagree","1992","Employed","Rural Area","1581","0.514254236191881","0.496019756417859","0.532488715965902","4"
"True entirely","1992","Not Employed","Urban Area","205","0.108225484263633","0.0953631598159401","0.121087808711325","1"
"True entirely","1992","Not Employed","Rural Area","116","0.102083036904754","0.0854057224702588","0.118760351339249","1"
"True entirely","1992","Employed","Urban Area","296","0.0686102286988238","0.0612062320767895","0.0760142253208582","1"
"True entirely","1992","Employed","Rural Area","204","0.0778158018085995","0.0680424695356464","0.0875891340815526","1"
"Rather not true","1993","Not Employed","Urban Area","789","0.267290584448079","0.251241878157772","0.283339290738386","3"
"Rather not true","1993","Employed","Rural Area","801","0.291331451525069","0.274791308942321","0.307871594107817","3"
"Rather not true","1993","Not Employed","Rural Area","424","0.282822162323541","0.259900417949396","0.305743906697686","3"
"Rather not true","1993","Employed","Urban Area","1623","0.295506918746595","0.283758456151515","0.307255381341675","3"
