"plh0189","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Part Time","East Germany","184","0.24380649379847","0.213279755672758","0.274333231924182","3"
"Rather not true","1992","Full Time","East Germany","577","0.277383869145022","0.258598698491179","0.296169039798865","3"
"Rather not true","1992","Full Time","West Germany","895","0.287706721509371","0.271895472154419","0.303517970864322","3"
"Rather not true","1992","Part Time","West Germany","427","0.321162962056278","0.296383812431023","0.345942111681533","3"
"Rather not true","1992","Not Working","West Germany","666","0.260042335758079","0.242847281432713","0.277237390083444","3"
"Rather not true","1992","Not Working","East Germany","298","0.285798411642063","0.258260681931909","0.313336141352216","3"
"Tends to agree","1992","Full Time","West Germany","242","0.0858396421292278","0.0760556318100875","0.0956236524483682","2"
"Tends to agree","1992","Full Time","East Germany","154","0.0804177712075821","0.0690076037304441","0.0918279386847201","2"
"Tends to agree","1992","Part Time","East Germany","92","0.112467844376855","0.0900058906179378","0.134929798135773","2"
"Tends to agree","1992","Part Time","West Germany","151","0.118009369686265","0.100888290458769","0.135130448913762","2"
"Tends to agree","1992","Not Working","West Germany","367","0.169487727647938","0.154780858025385","0.184194597270491","2"
"Tends to agree","1992","Not Working","East Germany","150","0.167851506822697","0.1450716568578","0.190631356787594","2"
"Totally disagree","1992","Full Time","West Germany","1820","0.554736784031037","0.537378225734671","0.572095342327403","4"
"Totally disagree","1992","Full Time","East Germany","1289","0.570916391625903","0.550149192071943","0.591683591179863","4"
"Totally disagree","1992","Part Time","West Germany","696","0.492356092861437","0.465824693722041","0.518887492000832","4"
"Totally disagree","1992","Part Time","East Germany","418","0.556365101903682","0.521044012788632","0.591686191018732","4"
"Totally disagree","1992","Not Working","West Germany","1244","0.464214724577412","0.444665347226408","0.483764101928417","4"
"Totally disagree","1992","Not Working","East Germany","486","0.441230911327875","0.410966169528036","0.471495653127714","4"
"True entirely","1992","Full Time","West Germany","192","0.0717168523303642","0.0627050303553886","0.0807286743053398","1"
"True entirely","1992","Full Time","East Germany","162","0.0712819680214924","0.0604862260080321","0.0820777100349526","1"
"True entirely","1992","Part Time","West Germany","90","0.0684715753960199","0.0550688190726913","0.0818743317193484","1"
"True entirely","1992","Part Time","East Germany","66","0.0873605599209924","0.0672858806277211","0.107435239214264","1"
"True entirely","1992","Not Working","West Germany","223","0.106255212016571","0.0941754057598101","0.118335018273332","1"
"True entirely","1992","Not Working","East Germany","100","0.105119170207365","0.0864247764480559","0.123813563966675","1"
"Rather not true","1993","Full Time","West Germany","1223","0.297214550918706","0.283571688675981","0.31085741316143","3"
"Rather not true","1993","Full Time","East Germany","499","0.259486559473731","0.239929959918377","0.279043159029085","3"
"Rather not true","1993","Part Time","West Germany","532","0.312908847461116","0.29154178068757","0.334275914234662","3"
"Rather not true","1993","Part Time","East Germany","170","0.273497839161828","0.239043969262414","0.307951709061243","3"
"Rather not true","1993","Not Working","West Germany","874","0.275811808602841","0.260214509732174","0.291409107473508","3"
"Rather not true","1993","Not Working","East Germany","339","0.257717806190534","0.233471263649127","0.28196434873194","3"
"Tends to agree","1993","Full Time","East Germany","179","0.098788642690716","0.0854768583290433","0.112100427052389","2"
"Tends to agree","1993","Full Time","West Germany","443","0.109485113059563","0.100164226825914","0.118805999293212","2"
"Tends to agree","1993","Part Time","West Germany","274","0.155063145478332","0.138383176863801","0.171743114092862","2"
"Tends to agree","1993","Part Time","East Germany","84","0.134918347963153","0.10851210211193","0.161324593814376","2"
"Tends to agree","1993","Not Working","West Germany","482","0.1655895098293","0.152617014156544","0.178562005502055","2"
"Tends to agree","1993","Not Working","East Germany","184","0.17021941009389","0.149385093424245","0.191053726763536","2"
"Totally disagree","1993","Full Time","East Germany","1136","0.581961734575771","0.559956567523265","0.603966901628277","4"
"Totally disagree","1993","Full Time","West Germany","2362","0.522884369724624","0.507974504021403","0.537794235427845","4"
"Totally disagree","1993","Part Time","West Germany","886","0.466137642059114","0.443149676106614","0.489125608011614","4"
"Totally disagree","1993","Part Time","East Germany","346","0.523946643241065","0.485344274793223","0.562549011688906","4"
"Totally disagree","1993","Not Working","West Germany","1486","0.434970838909515","0.417669379079432","0.452272298739598","4"
"Totally disagree","1993","Not Working","East Germany","614","0.459115576121345","0.431490318576598","0.486740833666093","4"
"True entirely","1993","Full Time","West Germany","283","0.0704159662971071","0.062778681618568","0.0780532509756462","1"
"True entirely","1993","Full Time","East Germany","116","0.059763063259782","0.0491874754497503","0.0703386510698136","1"
"True entirely","1993","Part Time","West Germany","117","0.065890365001438","0.0544579313370935","0.0773227986657824","1"
"True entirely","1993","Part Time","East Germany","43","0.0676371696339542","0.0482270687252956","0.0870472705426128","1"
"True entirely","1993","Not Working","West Germany","312","0.123627842658345","0.112140497310418","0.135115188006272","1"
"True entirely","1993","Not Working","East Germany","113","0.112947207594231","0.0954000988576979","0.130494316330763","1"
"Rather not true","1994","Full Time","West Germany","","","","","3"
"Rather not true","1994","Full Time","East Germany","","","","","3"
"Rather not true","1994","Part Time","West Germany","","","","","3"
"Rather not true","1994","Part Time","East Germany","","","","","3"
"Rather not true","1994","Not Working","West Germany","","","","","3"
"Rather not true","1994","Not Working","East Germany","","","","","3"
"Tends to agree","1994","Full Time","East Germany","","","","","2"
"Tends to agree","1994","Full Time","West Germany","","","","","2"
"Tends to agree","1994","Part Time","West Germany","","","","","2"
"Tends to agree","1994","Part Time","East Germany","","","","","2"
"Tends to agree","1994","Not Working","West Germany","","","","","2"
"Tends to agree","1994","Not Working","East Germany","","","","","2"
"Totally disagree","1994","Full Time","West Germany","","","","","4"
"Totally disagree","1994","Full Time","East Germany","","","","","4"
"Totally disagree","1994","Part Time","West Germany","","","","","4"
"Totally disagree","1994","Part Time","East Germany","","","","","4"
"Totally disagree","1994","Not Working","West Germany","","","","","4"
"Totally disagree","1994","Not Working","East Germany","","","","","4"
"True entirely","1994","Full Time","West Germany","","","","","1"
"True entirely","1994","Full Time","East Germany","","","","","1"
"True entirely","1994","Part Time","West Germany","","","","","1"
"True entirely","1994","Part Time","East Germany","","","","","1"
"True entirely","1994","Not Working","West Germany","","","","","1"
"True entirely","1994","Not Working","East Germany","","","","","1"
"Rather not true","1995","Full Time","East Germany","654","0.364890091643907","0.342563992801459","0.387216190486355","3"
"Rather not true","1995","Full Time","West Germany","1318","0.344246441745799","0.329724436278992","0.358768447212606","3"
"Rather not true","1995","Part Time","West Germany","656","0.362498906885743","0.341404347495318","0.383593466276169","3"
"Rather not true","1995","Part Time","East Germany","201","0.326579402853528","0.288929613196695","0.364229192510362","3"
"Rather not true","1995","Not Working","West Germany","1037","0.289767919326407","0.274730002695309","0.304805835957506","3"
"Rather not true","1995","Not Working","East Germany","390","0.292555838946988","0.26787310263751","0.317238575256466","3"
"Tends to agree","1995","Full Time","West Germany","422","0.111765573932916","0.102135283939252","0.12139586392658","2"
"Tends to agree","1995","Full Time","East Germany","146","0.0894441574751563","0.0762087704542197","0.102679544496093","2"
"Tends to agree","1995","Part Time","West Germany","275","0.145743403809965","0.130260041886015","0.161226765733916","2"
"Tends to agree","1995","Part Time","East Germany","80","0.153109656898313","0.124200205977744","0.182019107818883","2"
"Tends to agree","1995","Not Working","West Germany","570","0.181533171095248","0.168755817379255","0.194310524811241","2"
"Tends to agree","1995","Not Working","East Germany","200","0.165413775579756","0.145254994038474","0.185572557121038","2"
"Totally disagree","1995","Full Time","West Germany","2176","0.488019015615591","0.472741004353413","0.503297026877769","4"
"Totally disagree","1995","Full Time","East Germany","882","0.483616648564743","0.460440348705315","0.506792948424171","4"
"Totally disagree","1995","Part Time","West Germany","937","0.417015122793083","0.39537891279769","0.438651332788476","4"
"Totally disagree","1995","Part Time","East Germany","277","0.452126532201982","0.412169328059082","0.492083736344881","4"
"Totally disagree","1995","Not Working","West Germany","1556","0.404436428868664","0.388167776648642","0.420705081088687","4"
"Totally disagree","1995","Not Working","East Germany","588","0.427053540690746","0.400216104885806","0.453890976495686","4"
"True entirely","1995","Full Time","West Germany","196","0.0559689687056938","0.04894328934574","0.0629946480656476","1"
"True entirely","1995","Full Time","East Germany","104","0.0620491023161938","0.0508607749071424","0.0732374297252451","1"
"True entirely","1995","Part Time","West Germany","127","0.0747425665112083","0.0632029351383855","0.0862821978840312","1"
"True entirely","1995","Part Time","East Germany","38","0.0681844080461766","0.0479480439381852","0.088420772154168","1"
"True entirely","1995","Not Working","West Germany","333","0.124262480709681","0.113327466114354","0.135197495305007","1"
"True entirely","1995","Not Working","East Germany","127","0.11497684478251","0.0976697032525461","0.132283986312474","1"
"Rather not true","1996","Full Time","West Germany","1297","0.344314088411518","0.329505960066944","0.359122216756092","3"
"Rather not true","1996","Full Time","East Germany","654","0.362577734516567","0.340306937695551","0.384848531337582","3"
"Rather not true","1996","Part Time","East Germany","210","0.347676178261965","0.309821863569904","0.385530492954026","3"
"Rather not true","1996","Part Time","West Germany","674","0.352558414636627","0.332046081016681","0.373070748256572","3"
"Rather not true","1996","Not Working","West Germany","1038","0.304508106855274","0.288933681644847","0.3200825320657","3"
"Rather not true","1996","Not Working","East Germany","442","0.338694178920363","0.312888108785525","0.364500249055201","3"
"Tends to agree","1996","Full Time","West Germany","379","0.10729875347561","0.0976532421339328","0.116944264817288","2"
"Tends to agree","1996","Full Time","East Germany","173","0.10599770878037","0.0917370650443039","0.120258352516435","2"
"Tends to agree","1996","Part Time","West Germany","276","0.146212111999365","0.131042799309092","0.161381424689639","2"
"Tends to agree","1996","Part Time","East Germany","82","0.163475137511135","0.134080941649544","0.192869333372726","2"
"Tends to agree","1996","Not Working","West Germany","558","0.183268400425953","0.17017507277265","0.196361728079256","2"
"Tends to agree","1996","Not Working","East Germany","171","0.137144832718552","0.118387308715515","0.155902356721588","2"
"Totally disagree","1996","Full Time","West Germany","2084","0.496369407841145","0.480787041797625","0.511951773884664","4"
"Totally disagree","1996","Full Time","East Germany","885","0.490751443756154","0.467592578723942","0.513910308788366","4"
"Totally disagree","1996","Part Time","West Germany","1020","0.443432586633812","0.422103516426034","0.464761656841591","4"
"Totally disagree","1996","Part Time","East Germany","277","0.42598224336437","0.386676617758921","0.465287868969818","4"
"Totally disagree","1996","Not Working","West Germany","1481","0.405746942740415","0.389128898824773","0.422364986656057","4"
"Totally disagree","1996","Not Working","East Germany","561","0.414623579219601","0.387760150397347","0.441487008041855","4"
"True entirely","1996","Full Time","West Germany","195","0.0520177502717273","0.0450970389764846","0.05893846156697","1"
"True entirely","1996","Full Time","East Germany","78","0.0406731129469095","0.0315223229197661","0.0498239029740528","1"
"True entirely","1996","Part Time","West Germany","114","0.0577968867301958","0.047777901787765","0.0678158716726266","1"
"True entirely","1996","Part Time","East Germany","39","0.0628664408625301","0.0435731423687451","0.0821597393563151","1"
"True entirely","1996","Not Working","West Germany","277","0.106476549978358","0.0960378473774054","0.116915252579311","1"
"True entirely","1996","Not Working","East Germany","118","0.109537409141484","0.0925077519383238","0.126567066344645","1"
"Rather not true","1997","Full Time","West Germany","1190","0.308840721891355","0.294303260348675","0.323378183434035","3"
"Rather not true","1997","Full Time","East Germany","569","0.344013860479112","0.321471786038764","0.36655593491946","3"
"Rather not true","1997","Part Time","West Germany","603","0.316259135747017","0.29557721896014","0.336941052533895","3"
"Rather not true","1997","Part Time","East Germany","202","0.347761330655702","0.309779705984093","0.385742955327312","3"
"Rather not true","1997","Not Working","West Germany","1013","0.289701726446981","0.274408973869898","0.304994479024064","3"
"Rather not true","1997","Not Working","East Germany","406","0.29149619200827","0.267026545860789","0.315965838155751","3"
"Tends to agree","1997","Full Time","West Germany","323","0.0953003908728749","0.0860612461390232","0.104539535606727","2"
"Tends to agree","1997","Full Time","East Germany","143","0.094100145361079","0.0802455508456034","0.107954739876555","2"
"Tends to agree","1997","Part Time","East Germany","62","0.116955298681569","0.091326342571159","0.142584254791979","2"
"Tends to agree","1997","Part Time","West Germany","256","0.136049810568237","0.120801673016293","0.151297948120181","2"
"Tends to agree","1997","Not Working","West Germany","529","0.177350481404611","0.164473521285192","0.190227441524029","2"
"Tends to agree","1997","Not Working","East Germany","165","0.134674024446849","0.116292905672961","0.153055143220737","2"
"Totally disagree","1997","Full Time","West Germany","2171","0.53358383303494","0.517886699339521","0.549280966730359","4"
"Totally disagree","1997","Full Time","East Germany","889","0.498243936230846","0.474517860985178","0.521970011476514","4"
"Totally disagree","1997","Part Time","West Germany","966","0.466121219471605","0.443934441100426","0.488307997842785","4"
"Totally disagree","1997","Part Time","East Germany","300","0.470928494258717","0.431121050304974","0.51073593821246","4"
"Totally disagree","1997","Not Working","West Germany","1567","0.422268326683308","0.405617067401118","0.438919585965497","4"
"Totally disagree","1997","Not Working","East Germany","659","0.483892934049597","0.456984731100012","0.510801136999182","4"
"True entirely","1997","Full Time","West Germany","196","0.0622750542008296","0.0546713183723123","0.0698787900293469","1"
"True entirely","1997","Full Time","East Germany","105","0.0636420579289631","0.0520582423653963","0.0752258734925299","1"
"True entirely","1997","Part Time","West Germany","117","0.0815698342131411","0.0693964497601065","0.0937432186661757","1"
"True entirely","1997","Part Time","East Germany","40","0.0643548764040117","0.0447855475591537","0.0839242052488698","1"
"True entirely","1997","Not Working","West Germany","271","0.110679465465101","0.100102710876817","0.121256220053385","1"
"True entirely","1997","Not Working","East Germany","95","0.0899368494952841","0.0745324507546352","0.105341248235933","1"
"Rather not true","1998","Full Time","East Germany","","","","","3"
"Rather not true","1998","Full Time","West Germany","","","","","3"
"Rather not true","1998","Part Time","East Germany","","","","","3"
"Rather not true","1998","Part Time","West Germany","","","","","3"
"Rather not true","1998","Not Working","West Germany","","","","","3"
"Rather not true","1998","Not Working","East Germany","","","","","3"
"Tends to agree","1998","Full Time","East Germany","","","","","2"
"Tends to agree","1998","Full Time","West Germany","","","","","2"
"Tends to agree","1998","Part Time","East Germany","","","","","2"
"Tends to agree","1998","Part Time","West Germany","","","","","2"
"Tends to agree","1998","Not Working","West Germany","","","","","2"
"Tends to agree","1998","Not Working","East Germany","","","","","2"
"Totally disagree","1998","Full Time","West Germany","","","","","4"
"Totally disagree","1998","Full Time","East Germany","","","","","4"
"Totally disagree","1998","Part Time","West Germany","","","","","4"
