"plh0189","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Employed","East Germany","761","0.268453148396967","0.252439802658367","0.284466494135567","3"
"Rather not true","1992","Not Employed","West Germany","666","0.260042335758079","0.242847281432713","0.277237390083444","3"
"Rather not true","1992","Not Employed","East Germany","298","0.285798411642063","0.258260681931909","0.313336141352216","3"
"Rather not true","1992","Employed","West Germany","1322","0.297655345281686","0.284315603959962","0.310995086603411","3"
"Tends to agree","1992","Not Employed","West Germany","367","0.169487727647938","0.154780858025385","0.184194597270491","2"
"Tends to agree","1992","Employed","West Germany","393","0.0954057054731993","0.0868347444526133","0.103976666493785","2"
"Tends to agree","1992","Not Employed","East Germany","150","0.167851506822697","0.1450716568578","0.190631356787594","2"
"Tends to agree","1992","Employed","East Germany","246","0.0889422687442519","0.0786560961446123","0.0992284413438915","2"
"Totally disagree","1992","Not Employed","West Germany","1244","0.464214724577412","0.444665347226408","0.483764101928417","4"
"Totally disagree","1992","Not Employed","East Germany","486","0.441230911327875","0.410966169528036","0.471495653127714","4"
"Totally disagree","1992","Employed","West Germany","2516","0.536187119844075","0.521637722141128","0.550736517547022","4"
"Totally disagree","1992","Employed","East Germany","1707","0.56704612172863","0.549141845639046","0.584950397818214","4"
"True entirely","1992","Not Employed","West Germany","223","0.106255212016571","0.0941754057598101","0.118335018273332","1"
"True entirely","1992","Not Employed","East Germany","100","0.105119170207365","0.0864247764480559","0.123813563966675","1"
"True entirely","1992","Employed","West Germany","282","0.0707518294010396","0.063270993667005","0.0782326651350741","1"
"True entirely","1992","Employed","East Germany","228","0.0755584611301511","0.0660083585855935","0.0851085636747088","1"
"Rather not true","1993","Not Employed","West Germany","874","0.275811808602841","0.260214509732174","0.291409107473508","3"
"Rather not true","1993","Employed","East Germany","669","0.263154184474551","0.246139588189615","0.280168780759487","3"
"Rather not true","1993","Not Employed","East Germany","339","0.257717806190534","0.233471263649127","0.28196434873194","3"
"Rather not true","1993","Employed","West Germany","1755","0.301912494604392","0.29041064046716","0.313414348741623","3"
"Tends to agree","1993","Not Employed","West Germany","482","0.1655895098293","0.152617014156544","0.178562005502055","2"
"Tends to agree","1993","Not Employed","East Germany","184","0.17021941009389","0.149385093424245","0.191053726763536","2"
"Tends to agree","1993","Employed","West Germany","717","0.123128478917288","0.11489620865295","0.131360749181626","2"
"Tends to agree","1993","Employed","East Germany","263","0.108246037966467","0.0962411882878935","0.120250887645041","2"
"Totally disagree","1993","Not Employed","West Germany","1486","0.434970838909515","0.417669379079432","0.452272298739598","4"
"Totally disagree","1993","Not Employed","East Germany","614","0.459115576121345","0.431490318576598","0.486740833666093","4"
"Totally disagree","1993","Employed","East Germany","1482","0.566775569989765","0.54762903328703","0.5859221066925","4"
"Totally disagree","1993","Employed","West Germany","3248","0.505897757409819","0.493371764268056","0.518423750551582","4"
"True entirely","1993","Not Employed","East Germany","113","0.112947207594231","0.0954000988576979","0.130494316330763","1"
"True entirely","1993","Not Employed","West Germany","312","0.123627842658345","0.112140497310418","0.135115188006272","1"
"True entirely","1993","Employed","West Germany","400","0.0690612690685014","0.0627086881339153","0.0754138500030874","1"
"True entirely","1993","Employed","East Germany","159","0.0618242075692173","0.0525184959764077","0.0711299191620269","1"
"Rather not true","1994","Employed","East Germany","","","","","3"
"Rather not true","1994","Not Employed","West Germany","","","","","3"
"Rather not true","1994","Not Employed","East Germany","","","","","3"
"Rather not true","1994","Employed","West Germany","","","","","3"
"Tends to agree","1994","Not Employed","West Germany","","","","","2"
